V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_8dFLqDEGfl8TENf,Default Response Set,Anonymous,,,70.60.1.250,0,5/6/16 11:43,5/6/16 11:49,1,202833,2,,1,,,,,,,,,,1,5,2,2,2,2,2,5,5,5,1,9,,4,5,4,4,7,4,2,5,4,2,4,6,4,4,6,4,5,6,3,7,6,4,7,3,4,4,4,4,4,6,4,2,4,4,4,2,4,5,5,1,,4,,5,1,,,,,,,,,,,,,,2,3,3,1,1,3,1,1,1,3,3,3,3,4,3,4,4,3,4,3,4,4,2,1,4,4,3,18,22,2,,2,1,,,,,,,38.01589966,-84.48470306,-1
R_6KitVbkdpHpKuTH,Default Response Set,Anonymous,,,174.23.58.19,0,5/6/16 11:48,5/6/16 11:56,1,202840,2,,1,,,,,,,,,,1,8,2,2,3,1,4,5,5,5,3,9,,6,7,2,1,6,1,2,2,2,5,2,4,2,5,5,5,7,5,2,5,7,7,5,2,4,5,1,4,6,2,6,2,7,7,2,2,1,5,2,3,,1,,7,1,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,1,2,7,7,4,7,7,7,4,4,4,4,4,4,2,6,1,1,,46,56,2,,2,1,,,,,,,40.62469482,-111.7123032,-1
R_0uq7seCkxfMrK97,Default Response Set,Anonymous,,,70.191.167.135,0,5/6/16 11:48,5/6/16 12:00,1,202841,2,,1,,,,,,,,,,1,8,3,2,3,3,4,5,5,5,3,9,,5,3,2,3,2,5,6,3,6,6,3,3,3,6,6,6,5,5,3,5,5,6,6,2,3,6,6,5,6,2,6,2,5,5,2,2,3,6,3,7,Deca,4,,,,,,2,1,,,,,,,,,,2,3,2,2,1,1,3,1,1,4,5,4,5,6,7,3,4,4,6,6,7,3,1,5,6,1,,10,63,5,,2,1,,,,,,,30.51429749,-86.46299744,-1
R_57TmuP8QMNF7ZlP,Default Response Set,Anonymous,,,174.124.87.183,0,5/6/16 11:51,5/6/16 12:01,1,202844,2,,1,,,,,,,,,,1,8,3,1,1,3,4,5,5,5,3,9,,4,4,4,4,5,4,3,2,4,6,4,4,4,5,5,6,6,4,2,5,5,5,4,4,5,5,3,4,5,3,5,2,4,4,4,4,4,4,5,3,,2,,,,4,1,,,,,,,,,,,,2,1,3,3,1,3,3,1,1,5,,,,,,,4,4,4,4,4,4,2,5,1,1,,51,56,2,,2,1,,,,,,,43.91020203,-91.24320221,-1
R_e9Fu4kIGZP3ahCZ,Default Response Set,Anonymous,,,99.164.176.81,0,5/6/16 11:44,5/6/16 12:04,1,202834,2,,1,,,,,,,,,,1,8,1,5,2,2,4,5,5,5,2,9,,5,6,2,6,7,1,2,2,3,6,1,6,2,6,5,6,6,5,2,7,5,6,6,2,3,5,5,6,6,6,6,2,6,7,3,3,2,5,5,2,,1,,,,,,,,2,2,2,2,2,5,1,,,2,3,2,1,1,1,2,1,1,4,7,7,7,7,7,7,5,5,5,5,5,5,2,5,1,1,,36,56,3,,2,1,,,,,,,41.48170471,-81.80239868,-1
R_cvS4kdFsNSIQLl3,Default Response Set,Anonymous,,,73.135.143.208,0,5/6/16 11:47,5/6/16 12:04,1,202839,2,,1,,,,,,,,,,1,8,3,1,2,1,3,4,5,5,3,9,,2,6,2,2,2,2,5,4,6,5,6,3,5,3,3,4,7,7,1,6,5,5,4,4,3,3,3,5,5,4,7,2,6,7,3,6,6,7,6,2,,1,,,,2,1,,,,,,,,,,,,2,2,1,2,1,1,1,2,2,2,3,1,2,1,3,2,1,1,1,1,1,1,1,5,4,1,,21,60,6,,2,,1,,,,,,39.0059967,-77.10250092,-1
R_5p7C6ffvPAfLeFn,Default Response Set,Anonymous,,,107.134.122.51,0,5/6/16 11:58,5/6/16 12:08,1,202852,2,,1,,,,,,,,,,1,8,2,2,2,2,2,5,5,5,3,9,,4,5,5,4,1,5,4,4,4,4,5,1,4,5,5,5,4,5,3,4,5,5,4,4,1,4,6,5,4,1,4,2,3,5,5,1,5,7,5,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,2,2,1,1,5,6,3,1,25,55,5,,2,1,,,,,,,32.22239685,-90.82929993,-1
R_cAXhDX9isXJCsAd,Default Response Set,Anonymous,,,100.13.97.50,0,5/6/16 11:58,5/6/16 12:08,1,202851,2,,1,,,,,,,,,,1,8,3,2,2,2,2,5,5,5,4,9,,5,5,5,4,5,7,4,4,3,5,5,3,5,3,3,3,4,6,4,5,3,4,5,4,1,6,5,6,6,1,6,2,1,6,6,3,3,6,5,1,,2,,,,,,,,,,,,,,,3,1,2,1,2,2,1,2,1,1,1,4,2,3,4,3,3,2,5,5,6,6,5,5,2,5,1,1,,10,53,2,,2,1,,,,,,,28.2059021,-82.32009888,-1
R_1zZWKfZJeM783tP,Default Response Set,Anonymous,,,152.51.48.1,0,5/6/16 12:01,5/6/16 12:13,1,202853,2,,1,,,1,,,1,,,,,6,2,1,1,1,3,5,5,5,3,9,,7,6,5,2,6,3,2,3,5,6,3,1,4,5,6,7,5,4,2,6,5,2,6,4,1,5,4,4,4,1,3,2,4,6,6,1,6,7,7,1,,1,,,,,,,,2,2,2,2,2,2,1,,,3,1,3,1,1,3,1,3,1,5,,,,,,,2,4,4,5,6,5,1,1,8,5,4,39,30,6,,2,1,,,,,,,40.00340271,-75.248703,-1
R_3wSpv2mkol5zvTf,Default Response Set,Anonymous,,,184.53.32.235,0,5/6/16 11:56,5/6/16 12:15,1,202849,2,,1,1,,,,,,,,,,7,2,2,2,2,5,5,5,5,4,9,,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,7,4,5,4,4,6,4,1,4,4,4,4,4,4,2,4,5,3,1,4,7,6,1,,1,,,,,,2,1,,,,,,,,,,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,1,5,2,2,1,44,50,1,,2,1,,,,,,,37.75100708,-97.8219986,-1
R_eJQ58jNPyYQGkMl,Default Response Set,Anonymous,,,67.239.34.224,0,5/6/16 12:05,5/6/16 12:16,1,202854,2,,1,,,,,,,,,,1,8,1,1,1,2,3,5,5,5,3,9,,5,6,4,4,7,4,4,4,4,4,3,1,4,5,7,6,6,5,4,7,5,4,7,4,3,4,4,2,6,4,5,2,4,7,3,3,5,5,4,1,,1,,,,,,5,1,,,,,,,,,,2,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,1,2,2,3,2,2,2,5,4,2,1,39,51,3,,2,1,,,,,,,40.17070007,-77.41739655,-1
R_cxc2l9CUUDB0kId,Default Response Set,Anonymous,,,68.88.232.119,0,5/6/16 12:07,5/6/16 12:16,1,202857,2,,1,,,,,,,,,,1,8,3,2,2,2,3,5,5,5,3,9,,4,1,4,4,6,7,5,4,1,3,4,1,4,3,1,3,5,5,4,5,4,6,6,4,2,1,4,6,1,1,1,2,1,6,6,2,6,6,6,1,,4,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,4,7,6,6,1,5,3,2,1,45,55,2,,2,1,,,,,,,29.86880493,-95.53800201,-1
R_1S5ryziTB79f5Tn,Default Response Set,Anonymous,,,68.194.113.241,0,5/6/16 12:09,5/6/16 12:18,1,202860,2,,1,,,,,,,,,,1,8,4,2,1,4,2,5,5,5,4,9,,4,4,4,3,7,5,2,4,4,7,4,6,4,5,7,7,7,6,4,7,7,7,7,4,5,7,4,7,7,5,7,2,4,5,3,3,6,4,4,1,,5,n/a,,,2,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,2,2,2,2,2,2,2,5,2,3,1,7,65,2,,2,1,,,,,,,41.22410583,-73.05169678,-1
R_eVDICriCnglk0Bf,Default Response Set,Anonymous,,,50.177.176.135,0,5/6/16 12:08,5/6/16 12:23,1,202858,2,,1,,,,,,,,,,1,8,2,1,2,4,2,5,5,5,3,9,,7,7,1,1,1,1,1,1,2,7,1,1,1,7,7,7,7,1,1,1,7,7,5,1,7,7,1,1,7,1,7,2,5,7,2,7,1,1,1,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,1,2,3,1,5,,,,,,,7,7,7,7,7,4,1,5,2,1,,22,56,2,,2,1,,,,,,,42.32209778,-71.13339996,-1
R_0CesPSl7FFh9TG5,Default Response Set,Anonymous,,,209.139.11.5,0,5/6/16 12:20,5/6/16 12:25,1,202868,2,,1,,,,,,,,,,1,7,4,3,2,3,1,5,5,5,4,9,,5,6,5,4,5,2,3,4,4,5,2,3,5,4,5,5,6,4,3,3,5,6,6,5,4,5,2,5,5,2,5,2,5,6,3,3,3,4,4,1,,1,,5,1,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,1,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,3,1,,33,49,2,,2,1,,,,,,,41.0572052,-73.77870178,-1
R_exL4QnMdy0SwOSV,Default Response Set,Anonymous,,,98.122.187.24,0,5/6/16 12:23,5/6/16 12:30,1,202870,2,,1,,,,,,1,,,,,7,1,1,3,2,3,5,5,5,3,9,,5,3,4,5,3,3,5,5,3,3,3,2,5,3,4,5,7,5,6,5,5,5,4,3,3,4,3,3,5,2,4,2,4,5,3,2,2,6,3,1,,4,,,,,,3,1,,,,,,,,,,1,1,1,1,1,1,1,2,1,3,5,5,5,4,4,5,4,3,3,4,4,3,2,1,8,2,1,34,43,4,,2,1,,,,,,,35.79150391,-78.78109741,-1
R_8eQK0GMjnArJlgV,Default Response Set,Anonymous,,,50.184.230.118,0,5/6/16 12:24,5/6/16 12:30,1,202871,1,1,1,,,,,,,,,,1,7,1,2,1,1,5,5,5,5,3,9,,6,5,4,2,6,2,2,2,4,6,4,6,2,2,2,2,6,3,2,7,5,5,7,3,4,6,2,5,6,2,6,2,6,6,3,3,2,5,4,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,3,1,3,2,3,1,4,6,6,6,6,6,6,3,3,3,3,3,3,2,2,3,3,1,5,46,2,,2,1,,,,,,,38.10319519,-122.6298981,-1
R_e9HxHh8pBJ0r44B,Default Response Set,Anonymous,,,50.80.250.239,0,5/6/16 12:19,5/6/16 12:30,1,202865,2,,1,,,,,,,,,,1,8,3,5,3,3,3,5,5,5,3,9,,5,3,5,2,4,5,1,2,1,1,3,1,6,6,6,6,4,4,2,4,5,5,4,1,6,6,3,5,7,1,6,2,3,6,4,4,5,3,3,1,,2,,,,1,1,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,3,1,1,4,3,4,4,1,2,4,3,4,4,1,5,5,1,,16,60,2,,2,1,,,,,,,41.64900208,-93.62750244,-1
R_4Nq3EH8Eml1xeCx,Default Response Set,Anonymous,,,45.21.127.41,0,5/6/16 12:19,5/6/16 12:33,1,202867,2,,1,,,,,,,,,,1,8,4,4,4,4,2,5,5,5,4,9,,5,5,5,5,7,5,5,4,2,3,5,6,5,3,4,4,4,5,4,7,5,3,7,3,3,4,5,5,5,2,4,2,3,6,4,3,5,6,6,1,,2,,,,,,2,1,,,,,,,,,,2,1,3,2,1,2,1,1,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,5,2,1,,25,68,2,,2,1,,,,,,,33.75680542,-90.72969818,-1
R_cH1jG1yNypzDFNr,Default Response Set,Anonymous,,,172.0.245.245,0,5/6/16 12:21,5/6/16 12:35,1,202869,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,3,9,,5,5,5,6,7,3,5,5,4,2,4,6,6,3,4,3,6,6,6,7,6,5,7,5,3,3,4,6,4,4,3,2,4,6,3,3,4,6,3,2,,1,,,,,,,,2,2,2,2,2,7,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,3,3,3,3,3,2,1,4,3,1,23,14,2,,2,1,,,,,,,42.88279724,-85.78279877,-1
R_6sdCBoBguAuQlsp,Default Response Set,Anonymous,,,108.7.0.122,0,5/6/16 12:30,5/6/16 12:39,1,202877,2,,1,,,,,,,,,,1,8,1,2,2,1,2,5,5,5,5,9,,4,6,4,4,5,3,3,3,4,5,3,4,4,5,5,5,5,4,3,4,4,5,4,3,4,5,4,3,5,3,5,2,5,5,2,4,4,4,4,2,,2,,,,,,,,,,,,,,,6,1,3,3,3,1,1,3,2,3,1,4,6,5,6,5,5,6,4,4,3,3,4,3,2,2,4,1,,22,59,3,,2,1,,,,,,,42.34959412,-71.07460022,-1
R_aVtfoJaiiU4PqwB,Default Response Set,Anonymous,,,70.173.78.109,0,5/6/16 12:29,5/6/16 12:40,1,202876,2,,1,,,,,,,,,,1,8,3,2,3,2,3,5,5,5,3,9,,1,7,7,3,7,2,7,1,1,6,4,3,3,6,6,6,7,5,2,5,7,7,7,2,2,6,1,7,7,5,7,2,6,7,1,3,5,4,4,6,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,4,4,4,4,4,1,1,1,1,1,4,2,5,1,1,,29,54,3,,2,,1,,,,,,36.11129761,-115.2790985,-1
R_4PxViZW6hCGDJfT,Default Response Set,Anonymous,,,136.61.38.140,0,5/6/16 12:33,5/6/16 12:40,1,202878,2,,1,,,,,,,,,,1,8,3,2,2,2,3,5,5,5,4,9,,2,5,4,6,7,5,6,6,2,4,5,6,5,2,2,2,3,2,4,7,3,4,6,5,2,2,4,5,2,7,2,2,4,6,5,2,4,5,4,1,,1,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,1,2,2,3,3,2,5,2,2,2,3,4,3,3,3,2,2,5,7,2,1,26,53,5,,2,1,,,,,,,39.01420593,-94.5951004,-1
R_aboGawsJYmRGKoJ,Default Response Set,Anonymous,,,173.72.27.146,0,5/6/16 12:39,5/6/16 12:51,1,202881,2,,1,,,,,,,,,,1,7,3,2,3,3,3,3,5,5,5,9,,7,7,1,7,6,1,1,1,7,7,4,7,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,7,7,7,7,2,7,7,4,1,4,7,7,1,,4,,,,1,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,6,4,3,2,31,48,2,,2,1,,,,,,,39.75810242,-74.92559814,-1
R_7VQavcCDOa5tWe1,Default Response Set,Anonymous,,,72.208.66.132,0,5/6/16 12:47,5/6/16 12:54,1,202886,2,,1,,,,,,,,,,1,6,3,1,2,1,3,5,5,5,4,9,,4,5,5,4,5,4,4,4,4,4,3,5,3,4,5,4,6,4,4,6,5,4,6,4,4,5,4,4,4,4,4,2,4,5,3,5,4,5,4,1,,1,,,,,,,,1,1,1,1,1,3,1,,,2,2,2,1,1,2,1,2,2,3,5,5,7,5,5,5,5,5,5,5,5,5,2,3,1,2,1,3,40,2,,2,1,,,,,,,33.62989807,-112.1334,-1
R_cutSQFZV5EaUiax,Default Response Set,Anonymous,,,45.17.210.248,0,5/6/16 12:52,5/6/16 12:57,1,202890,2,,1,,,,,,,,,,1,6,2,1,5,2,4,5,5,5,5,9,,6,5,4,5,5,4,5,5,4,4,5,1,5,5,6,4,6,6,5,4,6,5,5,5,5,4,4,6,5,5,6,2,5,6,4,2,5,6,7,1,,1,,,,,,4,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,4,3,4,3,4,4,2,3,4,3,1,37,31,3,,2,,,1,,,,,35.40020752,-97.41819763,-1
R_38Uz2pSDGhh5bz7,Default Response Set,Anonymous,,,205.209.247.213,0,5/6/16 12:49,5/6/16 13:03,1,202887,2,,1,,,,,,,,,,1,7,1,2,2,3,4,5,5,3,3,9,,2,7,1,4,6,2,6,1,2,7,5,4,4,5,6,5,7,4,2,6,6,7,6,5,5,7,5,7,6,4,6,2,6,7,3,5,3,6,5,1,,1,,,,4,1,,,,,,,,,,,,2,2,2,2,2,2,3,1,1,2,5,4,5,5,6,6,3,3,3,3,3,2,1,5,1,2,1,45,46,2,,2,1,,,,,,,34.09460449,-101.6829987,-1
R_24e2NxhUdDzNGYZ,Default Response Set,Anonymous,,,107.134.118.116,0,5/6/16 12:46,5/6/16 13:06,1,202885,2,,1,,1,,,,,,,,,7,2,1,5,3,5,5,5,5,4,9,,2,6,6,5,1,4,1,4,5,6,4,2,6,6,7,6,7,6,2,1,6,1,1,2,2,6,2,6,6,2,6,2,6,7,2,2,7,7,6,1,,5,wells fargo,,,,,,,,,,,,,,4,1,3,3,3,3,3,2,3,3,3,5,,,,,,,4,5,3,2,2,3,2,2,3,2,1,10,50,3,,2,1,,,,,,,26.14520264,-80.17289734,-1
R_87JSBNQH5fxgTd3,Default Response Set,Anonymous,,,108.176.202.128,0,5/6/16 13:02,5/6/16 13:06,1,202895,2,,1,,,,,,,,,,1,6,2,1,1,2,3,5,5,5,1,9,,7,7,7,5,7,7,4,6,1,7,4,7,4,7,7,7,7,7,4,7,7,6,6,5,1,7,7,6,7,7,7,2,7,7,1,1,4,7,7,1,,1,,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,5,,,,,,,1,1,1,1,3,1,2,1,3,2,1,33,15,2,,2,1,,,,,,,44.04719543,-73.46730042,-1
R_6L3XVHhPthEF7qR,Default Response Set,Anonymous,,,96.56.32.210,0,5/6/16 12:59,5/6/16 13:13,1,202893,2,,1,,,,,,,,,1,,4,1,1,1,1,1,5,5,5,3,9,,1,4,3,3,7,5,3,5,1,5,3,7,3,5,5,5,3,5,2,7,2,7,6,3,2,6,7,7,7,7,4,2,5,7,5,5,2,6,5,1,,1,,7,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,4,5,3,1,2,1,4,3,1,7,12,4,,2,,1,,,,,,41.08569336,-73.54489899,-1
R_5njeNICDyajkh3D,Default Response Set,Anonymous,,,96.29.47.96,0,5/6/16 12:50,5/6/16 13:19,1,202888,1,,1,,,,,,,,,,1,5,3,3,2,2,5,5,5,5,4,9,,3,5,4,4,4,4,3,4,1,5,4,4,5,4,4,4,5,5,4,4,4,4,4,5,3,4,5,5,5,2,4,2,4,5,4,3,4,5,5,1,,2,,,,,,4,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,3,4,4,4,4,2,6,3,2,1,18,17,2,,2,1,,,,,,,38.21200562,-85.22360229,-1
R_56ASpr8JzrhLJCl,Default Response Set,Anonymous,,,173.73.229.119,0,5/6/16 12:58,5/6/16 13:19,1,202892,2,,1,,,,,,,,1,,,4,2,1,2,4,4,5,5,5,4,9,,5,5,5,3,6,3,2,3,4,5,4,6,3,5,5,6,7,6,3,6,5,4,5,3,2,6,4,6,4,3,5,2,3,7,1,2,3,6,5,1,,1,,,,3,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,2,2,2,2,2,2,3,1,3,2,2,2,1,1,2,2,1,21,18,2,,2,1,,,,,,,39.13169861,-77.28800201,-1
R_01fZSqA8ipmSuRn,Default Response Set,Anonymous,,,72.89.117.204,0,5/6/16 13:07,5/6/16 13:20,1,202897,2,,1,,,,,,,,,,1,6,1,1,1,1,1,5,5,5,1,9,,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,1,7,7,7,1,,1,,,,,,,,1,1,1,1,1,1,1,,,1,1,2,2,2,2,1,1,2,5,,,,,,,1,1,1,1,1,1,2,1,7,4,3,33,38,5,,1,1,,,,,,,40.74490356,-73.97820282,-1
R_eD5IWSdgdwsOS4R,Default Response Set,Anonymous,,,24.230.33.244,0,5/6/16 13:08,5/6/16 13:24,1,202898,2,,1,,,,,,,,,,1,7,4,4,4,4,4,5,5,5,4,9,,3,6,6,5,6,3,2,5,2,6,6,4,4,3,3,5,7,6,5,6,3,5,5,4,2,5,5,7,3,1,4,2,4,6,6,1,6,6,7,3,,2,,,,,,,,,,,,,,,3,1,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,1,1,1,2,5,1,1,,43,41,3,,2,1,,,,,,,43.51899719,-96.73220062,-1
R_063buQHbtVqqf3f,Default Response Set,Anonymous,,,70.34.11.156,0,5/6/16 13:18,5/6/16 13:24,1,202902,2,,1,,,,,,,,,,1,7,2,3,1,3,3,5,5,5,4,9,,7,7,3,3,5,1,2,1,7,6,2,2,3,5,6,5,7,2,4,6,7,6,6,3,5,5,2,5,5,2,5,2,6,7,1,6,2,5,3,1,,4,,,,,,,,,,,,,,,3,1,3,1,3,1,1,2,2,2,1,4,3,3,3,2,4,3,3,3,3,3,3,3,2,5,2,2,1,46,42,4,,2,1,,,,,,,37.67750549,-113.0618973,-1
R_3faALTXf03w8T77,Default Response Set,Anonymous,,,24.166.172.170,0,5/6/16 13:25,5/6/16 13:32,1,202904,2,,1,,,,,,,,,,1,4,2,1,1,2,1,5,5,5,3,9,,3,7,2,2,6,3,1,2,4,7,3,4,2,6,6,7,6,2,2,5,4,6,4,2,6,6,5,6,7,4,6,2,5,6,4,4,2,3,1,1,,2,,,,,,,,1,1,2,1,1,7,1,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,4,4,3,4,4,3,2,6,3,3,1,26,18,2,,2,1,,,,,,,39.270401,-94.46459961,-1
R_d0GFd7vIe2Xhg7r,Default Response Set,Anonymous,,,108.236.159.147,0,5/6/16 13:29,5/6/16 13:39,1,202906,2,,1,,1,,,,,,,,,3,1,1,1,2,3,5,5,5,3,9,,7,7,7,5,6,7,6,6,7,7,6,7,7,7,6,6,7,7,7,7,6,7,7,6,6,7,6,7,6,7,7,2,6,7,7,6,7,7,7,1,,1,,,,3,1,,,,,,,,,,,,2,1,2,1,1,2,1,2,1,2,3,2,1,2,2,1,1,1,1,1,2,2,1,2,3,3,2,5,5,4,,2,1,,,,,,,36.81939697,-119.7585983,-1
R_3vYCpEnM0vxpFL7,Default Response Set,Anonymous,,,73.139.66.124,0,5/6/16 13:31,5/6/16 13:40,1,202908,2,,1,,,,,,,,,,1,7,2,1,1,2,1,5,5,5,3,9,,7,7,2,4,7,3,5,6,5,5,3,7,4,5,4,4,7,5,4,7,5,6,7,4,4,5,6,5,6,7,4,2,7,7,1,3,7,5,5,2,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,5,5,5,5,4,4,2,2,2,2,2,2,2,1,1,2,1,10,45,4,,2,1,,,,,,,26.14520264,-80.17289734,-1
R_4P0EaE8i0jN50wJ,Default Response Set,Anonymous,,,173.167.55.99,0,5/6/16 13:32,5/6/16 13:42,1,202910,2,,1,,,,,,,,,,1,3,2,5,5,1,5,5,5,5,5,9,,4,6,2,4,5,4,4,4,4,4,4,2,4,4,4,4,6,4,4,4,4,4,3,4,3,4,7,5,5,3,4,2,4,6,4,1,4,5,4,1,,4,,,,,,2,1,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,5,4,6,5,5,6,2,2,3,2,3,1,2,2,1,1,,48,10,4,,2,,1,,,,,,37.58580017,-77.48880005,-1
R_e5PvYKkQD5NqkIt,Default Response Set,Anonymous,,,73.168.62.158,0,5/6/16 13:49,5/6/16 13:55,1,202917,2,,1,,,1,,,,,,,,4,1,1,1,1,1,5,5,5,1,9,,2,7,7,1,7,1,1,7,7,7,1,7,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,1,2,7,7,1,1,7,7,7,4,,3,,,,5,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,3,3,4,4,4,2,2,1,4,2,2,15,13,6,,1,1,,,,,,,39.78759766,-85.97190094,-1
R_eVPSZfhxqrDK0EB,Default Response Set,Anonymous,,,68.70.216.172,0,5/6/16 13:43,5/6/16 13:56,1,202913,2,,1,,,,,,,,,,1,7,4,4,1,4,4,5,5,5,4,9,,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,6,4,4,6,6,6,6,4,4,4,4,6,4,4,4,2,5,5,5,4,4,6,4,1,,4,,,,,,,,3,3,3,3,3,4,1,,,2,1,2,1,1,2,1,2,2,5,,,,,,,4,4,4,4,4,4,2,3,1,1,,3,41,2,,2,1,,,,,,,32.76669312,-109.0764999,-1
R_1zSSSDmi9j1dozj,Default Response Set,Anonymous,,,72.208.0.151,0,5/6/16 13:53,5/6/16 14:01,1,202920,2,,1,,,,,,,,,,1,5,1,1,2,3,3,5,5,5,2,9,,7,7,1,6,5,1,2,3,7,6,1,5,5,5,5,5,7,5,5,7,6,6,5,2,5,6,5,7,7,3,6,2,7,7,5,2,1,5,2,1,,1,,,,,,,,,,,,,,,5,1,2,3,2,2,1,2,2,3,1,5,,,,,,,2,2,3,2,2,2,2,2,1,1,,3,26,3,,2,1,,,,,,,32.24760437,-110.9499969,-1
R_e4DWz7ZhE2jMiy1,Default Response Set,Anonymous,,,74.178.168.38,0,5/6/16 13:52,5/6/16 14:02,1,202919,2,,1,,,,,,,,,,1,7,1,2,3,1,3,5,5,5,2,9,,7,7,1,2,6,1,1,2,7,7,1,5,2,6,6,6,7,5,2,5,7,7,5,2,5,7,1,2,7,4,7,2,7,7,1,3,1,5,4,1,,1,,,,,,7,1,,,,,,,,,,3,3,3,1,1,3,2,3,3,2,7,7,7,7,7,7,5,5,5,5,5,5,2,2,1,2,1,10,42,2,,2,1,,,,,,,30.53700256,-87.29419708,-1
R_5sXal5JAcnhd7zn,Default Response Set,Anonymous,,,204.13.204.194,0,5/6/16 13:53,5/6/16 14:05,1,202921,2,,1,,1,,,,,,,,,7,3,1,1,3,3,5,5,5,3,9,,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,2,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,3,3,3,3,2,1,3,3,1,39,47,3,,2,1,,,,,,,39.95939636,-75.27279663,-1
