V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_37AEcA7QxCvEXKR,Default Response Set,Anonymous,,,37.24.141.84,0,5/6/16 0:19,5/6/16 0:29,1,401463,2,,1,,,1,,,,,,,,4,1,1,3,1,1,5,5,5,1,4,,7,7,3,4,7,2,3,2,6,5,1,6,4,5,7,6,7,5,5,7,6,6,6,5,2,5,2,5,5,4,5,2,6,7,1,3,3,5,5,1,,,,2,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,2,1,4,2,2,2,2,1,4,2,1,12,2,51,9,-1
R_eOG3MZBzStsBSzH,Default Response Set,Anonymous,,,2.164.85.94,0,5/6/16 0:44,5/6/16 0:52,1,401464,2,,1,,,,,,,,,,1,7,2,1,3,1,3,5,5,5,3,4,,5,5,4,4,4,4,4,5,3,5,3,5,4,4,4,4,6,4,5,5,6,5,6,2,2,4,4,5,4,4,4,2,4,6,2,3,2,5,5,1,,,,,,4,1,,,,,,,,,,2,2,2,1,1,2,2,2,1,5,,,,,,,3,3,3,3,3,3,1,5,5,2,1,43,2,51,9,-1
R_54RPmrgTjDXJI8J,Default Response Set,Anonymous,,,146.60.252.38,0,5/6/16 0:51,5/6/16 0:54,1,401467,2,,1,,,,,,,,,,1,6,3,2,3,2,5,5,5,5,5,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,Discounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11669922,11.54780579,-1
R_86OJ2UTBepH2QO9,Default Response Set,Anonymous,,,77.64.252.227,0,5/6/16 0:48,5/6/16 0:54,1,401465,2,,1,,,,,,,,,,1,5,3,2,1,2,3,5,5,5,3,4,,5,5,2,5,5,2,2,2,6,5,2,5,5,5,5,5,6,5,4,5,6,6,5,5,4,5,2,6,5,5,5,2,6,6,2,2,5,6,5,1,,,,,,,,,,,,,,,4,1,3,3,2,2,1,3,1,3,1,5,,,,,,,2,2,3,3,4,2,2,2,2,3,2,24,2,51.30000305,11.8999939,-1
R_4OdakD6JdnaCwaV,Default Response Set,Anonymous,,,5.61.184.185,0,5/6/16 0:59,5/6/16 1:07,1,401468,2,,1,,,,,,,,,,1,4,3,2,3,2,2,5,5,5,4,4,,5,6,4,3,5,2,1,1,6,5,2,4,2,6,6,7,7,5,2,5,6,7,5,2,2,6,1,6,7,4,6,2,6,6,2,3,4,5,4,1,,,,,,3,1,,,,,,,,,,2,2,2,1,1,2,2,2,1,5,,,,,,,2,2,2,2,2,1,2,1,4,2,1,16,2,48.39810181,9.970001221,-1
R_a3DW76vSYK18vNb,Default Response Set,Anonymous,,,81.10.204.149,0,5/6/16 0:55,5/6/16 1:09,1,800314,,,1,,,1,,,,1,1,,,4,2,1,1,1,3,5,5,5,3,2,,7,7,2,1,3,1,1,1,7,7,1,6,3,7,7,7,7,7,1,7,7,7,4,1,4,7,2,1,7,5,7,1,7,7,3,5,4,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.30639648,14.28610229,-1
R_bDRIXaF5c6umOvX,Default Response Set,Anonymous,,,89.246.238.13,0,5/6/16 1:10,5/6/16 1:14,1,401469,2,,1,,,,,,,,,,1,4,3,1,2,1,3,5,5,5,3,4,,6,6,5,5,5,5,6,5,5,6,5,6,5,6,5,5,5,5,5,6,5,5,6,6,5,7,5,5,5,4,5,2,6,5,4,4,5,5,3,1,,,,2,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,2,3,2,1,1,4,3,2,19,2,52.68330383,13.28329468,-1
R_cMfO387UwUwhdbv,Default Response Set,Anonymous,,,95.91.235.171,0,5/6/16 1:17,5/6/16 1:18,1,401470,2,,1,,,,,,,,,,1,4,2,1,1,2,2,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11880493,11.49169922,-1
R_9yqKunU87Lkp3gN,Default Response Set,Anonymous,,,93.210.57.57,0,5/6/16 1:29,5/6/16 1:40,1,401472,2,,1,,,,,,,,,,1,6,1,1,2,2,1,5,5,5,3,4,,6,7,3,2,7,2,1,4,7,7,2,6,1,7,7,7,7,4,2,6,6,7,7,6,6,7,3,5,6,4,7,2,6,7,7,6,4,3,3,1,,,,,,,,,,,,,,,2,1,2,3,2,3,2,1,1,1,2,5,,,,,,,6,6,5,5,4,4,2,2,5,3,2,34,2,48.68330383,12.5,-1
R_eVW3ijuYc0YDgUt,Default Response Set,Anonymous,,,194.77.253.245,0,5/6/16 1:39,5/6/16 1:50,1,401473,2,,1,,,,,,,,,,1,4,3,1,3,1,4,5,5,5,4,4,,6,7,2,3,5,1,1,3,2,5,2,4,4,6,5,6,6,5,2,4,6,6,6,3,1,7,1,6,6,2,6,2,5,6,1,3,4,5,2,1,,,,,,,,3,3,3,3,3,4,1,,,3,3,3,1,1,3,3,3,1,5,,,,,,,4,3,3,3,4,4,1,1,5,2,1,11,2,51.5,6.533294678,-1
R_9U0Vb3k6FbbgjBz,Default Response Set,Anonymous,,,217.116.64.60,0,5/6/16 1:51,5/6/16 1:52,1,800315,2,,1,,,,,,,,,,1,6,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24020386,16.37730408,-1
R_0vajkZ4VBJOY7sN,Default Response Set,Anonymous,,,109.84.3.172,0,5/6/16 2:12,5/6/16 2:15,1,401474,2,,1,,,,,,,,,,1,4,5,1,1,1,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.11669922,8.683303833,-1
R_3ftNjIWdbvlDcs5,Default Response Set,Anonymous,,,213.162.68.8,0,5/6/16 2:17,5/6/16 2:25,1,800317,2,,1,,,,,,,,1,,,5,3,1,1,2,3,5,5,5,3,2,,2,5,5,2,5,6,2,5,4,6,4,5,5,4,7,5,5,6,2,7,6,4,7,4,1,6,4,6,5,1,5,2,2,5,,2,7,7,7,1,,,,5,1,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,5,,,,,,,5,5,5,5,4,5,1,1,3,3,2,26,2,48.19999695,16.36669922,-1
R_5AcsFx6rwcd3cLH,Default Response Set,Anonymous,,,77.180.4.143,0,5/6/16 2:20,5/6/16 2:31,1,401475,2,,1,,,,,,,,,,1,4,2,1,1,1,3,5,5,5,2,4,,5,5,2,2,4,2,3,3,5,5,3,4,3,4,5,5,5,5,3,4,5,5,5,5,3,5,3,3,5,3,5,2,5,3,4,3,5,5,5,1,,2,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,5,,,,,,,2,2,2,2,3,2,1,1,3,3,2,20,2,52.51669312,13.3999939,-1
R_9nMR4fuLUvtVNBj,Default Response Set,Anonymous,,,79.235.143.249,0,5/6/16 2:27,5/6/16 2:39,1,401476,2,,1,,,,1,,,,,,,8,3,1,2,1,4,5,5,5,2,4,,4,6,5,5,6,3,3,3,5,4,4,5,5,5,5,5,6,4,3,5,5,3,6,5,3,4,3,5,4,4,4,2,4,5,6,5,5,5,5,1,,,,,,,,2,2,2,2,2,4,1,,,3,3,3,3,2,1,3,1,2,5,,,,,,,3,3,3,3,4,4,2,5,2,2,1,51,2,47.6743927,9.164901733,-1
R_eWJyN48ecmUMIqV,Default Response Set,Anonymous,,,91.221.59.22,0,5/6/16 2:39,5/6/16 2:41,1,401477,2,,1,,,,,,,,,,1,4,2,1,1,2,3,5,5,5,3,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_5cl6OeJzdIQfVmR,Default Response Set,Anonymous,,,91.192.12.120,0,5/6/16 2:44,5/6/16 2:46,1,401478,2,,1,,,,,,,,,,1,6,,1,1,1,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_3n0nCLrwIOwxwhv,Default Response Set,Anonymous,,,79.245.205.220,0,5/6/16 2:49,5/6/16 2:50,1,401482,2,,1,,,,,,,,,,1,4,5,2,4,1,5,5,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.52510071,7.54750061,-1
R_abqaghAkvf76IDP,Default Response Set,Anonymous,,,79.254.176.62,0,5/6/16 2:44,5/6/16 2:52,1,401479,2,,1,,,,,,,,,,1,7,2,1,1,1,3,5,5,5,3,4,,4,6,4,2,4,2,1,4,4,6,3,4,4,6,6,6,7,4,3,4,6,5,6,6,3,6,4,6,6,4,6,2,5,4,4,3,4,5,5,1,,,,,,,,,,,,,,,6,1,2,2,3,1,2,3,2,1,1,2,7,7,7,7,7,7,3,3,4,3,4,4,1,1,5,2,1,47,2,51.35290527,7.56300354,-1
R_3EO8btMUYXTNgMd,Default Response Set,Anonymous,,,84.135.86.112,0,5/6/16 2:49,5/6/16 2:56,1,401481,2,,1,,,,,,,,,,1,6,2,1,3,1,3,5,5,5,3,4,,5,7,3,3,7,2,2,3,4,6,3,6,4,5,6,6,7,5,3,7,5,6,7,5,2,5,3,6,5,4,6,2,6,6,3,2,3,6,6,1,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,3,2,2,4,3,1,5,4,2,1,38,2,48.18249512,11.24639893,-1
R_5gpRLT1bICfosW9,Default Response Set,Anonymous,,,188.195.139.183,0,5/6/16 2:57,5/6/16 2:58,1,401490,2,,1,,,,,,,,,,1,4,1,2,2,3,2,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27079773,11.57600403,-1
R_5094BMPeSRMiqA5,Default Response Set,Anonymous,,,92.214.129.181,0,5/6/16 2:57,5/6/16 2:58,1,401480,2,,1,,,,,,,,,,1,4,2,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_5BYrkY99JE61lBj,Default Response Set,Anonymous,,,91.67.139.182,0,5/6/16 2:52,5/6/16 2:59,1,401484,2,,1,,,,,,,,,,1,6,3,1,1,1,2,5,5,5,3,4,,6,6,4,3,7,2,2,3,6,6,2,7,5,5,6,6,7,5,3,7,7,6,7,3,5,5,2,3,6,5,6,2,6,5,3,3,6,5,6,1,,,,,,,,2,1,2,2,1,2,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,2,4,2,1,1,2,2,6,2,1,35,2,49.98330688,6.883300781,-1
R_3yM9XxaU8V83ImF,Default Response Set,Anonymous,,,109.73.150.232,0,5/6/16 2:51,5/6/16 2:59,1,800319,2,,1,1,,,,,,,,,,5,4,3,4,3,5,5,5,5,4,2,,5,7,7,4,1,3,2,2,7,5,5,1,5,4,5,6,7,6,2,2,6,6,6,3,1,7,3,7,7,1,7,2,5,7,3,1,6,7,6,1,,1,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,5,,,,,,,4,2,4,2,2,2,2,6,3,2,1,22,5,47.12939453,15.44700623,-1
R_6x4LSmbkiHHMgAJ,Default Response Set,Anonymous,,,109.43.2.20,0,5/6/16 2:58,5/6/16 3:00,1,401491,1,1,1,,,,,,,,,,1,3,1,1,3,2,3,2,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_29UVF6A83qDWTPv,Default Response Set,Anonymous,,,87.183.210.135,0,5/6/16 2:56,5/6/16 3:00,1,401488,2,,1,,,,,,,,,,1,3,4,1,2,1,2,5,5,5,4,4,,7,7,7,5,5,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,2,2,2,2,6,2,2,2,1,,,,4,1,,,,,,,,,,,,2,1,2,2,1,3,2,1,1,5,,,,,,,5,5,5,5,5,5,2,1,2,2,1,8,2,49.19529724,12.51629639,-1
R_a5ZkXqj72MDyzeB,Default Response Set,Anonymous,,,91.32.69.89,0,5/6/16 2:52,5/6/16 3:02,1,401485,2,,1,,,,,,,,,,1,6,1,1,1,1,1,5,5,5,1,4,,6,6,4,3,7,2,1,2,4,5,1,4,1,7,7,5,7,4,2,7,7,7,5,4,4,6,1,6,6,4,5,2,6,7,1,3,3,4,5,1,,4,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,7,7,7,7,7,7,2,3,4,3,4,3,2,1,3,1,,35,4,50.66670227,12.3500061,-1
R_bQKNtfd2uEbNm61,Default Response Set,Anonymous,,,217.92.161.191,0,5/6/16 3:00,5/6/16 3:03,1,401492,2,,1,,,,,,,,,,1,4,1,1,1,,1,4,4,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_3lWTNSEMQftDfPD,Default Response Set,Anonymous,,,78.55.128.35,0,5/6/16 3:03,5/6/16 3:04,1,401496,2,,1,,,,,,,,,,1,4,2,1,1,1,1,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_eh5UfFMLHjAtBvD,Default Response Set,Anonymous,,,31.16.183.46,0,5/6/16 2:54,5/6/16 3:05,1,401486,2,,1,,,,,,,,,,1,7,3,2,3,1,3,5,5,5,3,4,,7,7,3,6,5,5,2,2,7,6,1,3,2,7,6,7,7,3,2,5,6,6,6,2,4,6,2,7,6,1,6,2,7,7,2,3,2,5,5,1,,,,,,6,1,,,,,,,,,,2,3,3,1,2,3,1,1,3,5,,,,,,,6,4,5,4,6,4,2,6,1,1,,45,2,53.26040649,10.39680481,-1
R_enFH8iJY1x05qFD,Default Response Set,Anonymous,,,95.90.210.128,0,5/6/16 3:02,5/6/16 3:05,1,401493,2,,1,,,,,,,,,,1,4,3,1,1,1,3,5,5,5,4,4,,5,5,5,5,6,6,4,4,4,4,4,4,4,5,5,5,3,5,4,6,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.36669922,12.38330078,-1
R_exkGpD8UGqu8em9,Default Response Set,Anonymous,,,31.18.3.16,0,5/6/16 3:06,5/6/16 3:07,1,401498,2,,1,,,,,,1,,,,,4,1,1,1,1,1,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.60209656,9.958892822,-1
R_7OrRlVrLWJ74hiB,Default Response Set,Anonymous,,,88.77.152.237,0,5/6/16 3:06,5/6/16 3:07,1,401499,2,,1,,,,,,,,,,1,4,4,2,1,2,1,5,5,5,3,4,,4,4,5,5,5,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,4,5,4,5,4,4,5,5,5,4,5,4,5,4,5,4,4,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.83120728,6.906295776,-1
R_d0Yrg4BuI4fVKS1,Default Response Set,Anonymous,,,79.195.227.144,0,5/6/16 3:04,5/6/16 3:10,1,401497,2,,1,,,,,,,,,,1,3,3,1,2,1,3,5,5,5,3,4,,5,6,4,4,7,1,3,2,6,3,2,6,5,4,6,5,7,5,2,7,6,4,6,6,4,5,1,7,6,6,6,2,7,7,2,2,4,6,7,1,,,,,,,,2,3,3,3,4,6,1,,,2,3,2,1,1,2,2,3,1,5,,,,,,,2,1,3,1,1,3,2,4,3,2,1,9,4,51.60339355,8.290802002,-1
R_6PadH0mU0j7Ar8F,Default Response Set,Anonymous,,,128.65.128.178,0,5/6/16 2:35,5/6/16 3:11,1,800318,2,,1,,,,,,,,,,1,4,3,1,3,1,3,5,5,5,3,2,,6,6,3,3,7,2,1,2,7,7,3,4,2,6,7,7,7,5,2,6,6,6,7,2,4,6,2,6,6,3,6,2,6,6,4,3,6,5,3,1,,,,,,4,1,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,3,3,3,3,3,2,1,1,4,3,2,19,3,48.19810486,16.39480591,-1
R_4OvsiGwoRbuq5yR,Default Response Set,Anonymous,,,77.178.134.211,0,5/6/16 3:02,5/6/16 3:12,1,401495,2,,1,,,,,,,,,,1,4,3,1,1,1,2,5,5,5,3,4,,7,7,1,2,6,1,1,3,6,6,1,6,3,6,7,6,7,3,2,7,6,7,6,2,5,7,1,7,7,6,7,2,7,7,1,5,3,3,3,1,,,,,,,,,,,,,,,2,1,3,3,2,3,2,1,2,1,2,5,,,,,,,3,3,4,4,3,3,2,7,5,3,2,18,2,50.0993042,8.785202026,-1
R_8ekCLWIRReGDsHP,Default Response Set,Anonymous,,,37.201.229.94,0,5/6/16 3:11,5/6/16 3:12,1,401500,2,,1,,1,,,,,,,,,4,1,1,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_eXlwC8zofkFdg3j,Default Response Set,Anonymous,,,87.167.20.45,0,5/6/16 2:56,5/6/16 3:16,1,401489,2,,1,,,,,,,,,,1,6,3,2,2,2,2,5,5,5,2,4,,5,7,4,5,5,4,3,2,6,6,5,5,5,4,5,5,7,5,3,5,3,6,5,5,4,6,6,6,6,4,4,2,5,7,2,3,6,6,4,1,,,,5,1,,,,,,,,,,,,2,1,2,1,1,1,2,1,1,5,,,,,,,6,4,5,4,4,4,2,5,2,2,1,38,1,49.90730286,8.843307495,-1
R_4NurancbDY2E8zX,Default Response Set,Anonymous,,,91.3.194.178,0,5/6/16 3:15,5/6/16 3:16,1,401503,2,,1,,,1,,,,,,,,4,2,1,1,1,1,,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.96670532,12.94999695,-1
R_8uf4qsj5ht6Tn1j,Default Response Set,Anonymous,,,62.225.61.186,0,5/6/16 2:55,5/6/16 3:17,1,401487,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,2,4,,5,6,5,6,5,5,5,6,6,6,6,6,5,5,6,5,6,5,6,5,6,5,,5,6,5,6,5,6,5,5,4,5,5,6,6,5,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.50439453,7.499801636,-1
R_40AqR5UM5MKNabb,Default Response Set,Anonymous,,,109.192.169.174,0,5/6/16 3:15,5/6/16 3:21,1,401504,2,,1,,,,,,,,,,1,4,2,2,3,1,4,5,5,5,3,4,,4,3,4,4,4,6,4,4,3,4,6,3,4,4,4,4,4,7,4,3,1,4,4,3,1,4,4,5,4,3,4,2,2,4,7,1,6,7,7,1,,,,6,1,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,2,2,2,4,4,1,1,6,1,,15,5,48.48449707,9.193893433,-1
R_dnyso8ecnNLIgBf,Default Response Set,Anonymous,,,81.217.221.250,0,5/6/16 3:14,5/6/16 3:21,1,800320,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,5,5,3,2,,6,6,5,5,7,2,3,5,6,5,2,6,3,5,5,5,7,5,3,6,6,6,7,5,4,5,2,5,5,4,5,2,5,4,4,4,3,5,5,1,,6,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,5,3,4,4,3,2,2,2,3,2,1,11,3,48.06829834,16.35609436,-1
R_9XOLfNBXMn7gOS9,Default Response Set,Anonymous,,,80.147.51.224,0,5/6/16 3:14,5/6/16 3:22,1,401502,2,,1,,,,,,,,,,1,4,3,3,3,3,3,5,5,5,3,4,,7,6,1,3,6,2,1,3,7,5,1,4,3,5,6,6,7,5,3,6,7,6,5,2,4,4,1,5,6,3,5,2,7,7,1,6,2,5,6,1,,,,,,3,1,,,,,,,,,,2,3,2,1,1,2,3,1,2,4,6,6,7,7,7,7,2,3,1,3,3,4,2,1,4,2,1,10,2,50,8.271102905,-1
R_6gMZ5Ifpvj3Be9D,Default Response Set,Anonymous,,,88.66.85.17,0,5/6/16 3:21,5/6/16 3:22,1,401506,2,,2,,,,,,,,,,1,2,2,2,3,2,3,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51669312,13.3999939,-1
R_820mWGIRTis5wyx,Default Response Set,Anonymous,,,77.23.123.180,0,5/6/16 3:13,5/6/16 3:22,1,401501,2,,1,,,,,,,,,,1,4,3,1,1,1,1,5,5,5,3,4,,5,6,3,3,5,2,2,3,6,4,3,5,4,4,4,5,6,4,3,6,5,5,4,4,3,5,1,5,5,5,4,2,6,5,3,5,2,5,4,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,2,2,1,1,5,,,,,,,2,1,2,2,2,2,2,2,3,4,3,11,2,52.44909668,7.051803589,-1
R_elEhlafmEAEPOy9,Default Response Set,Anonymous,,,84.165.28.217,0,5/6/16 3:16,5/6/16 3:23,1,401505,2,,1,,,,,,,,,,1,4,3,2,1,1,5,5,5,5,3,4,,5,7,5,5,7,3,4,4,6,4,3,6,5,5,5,5,7,5,3,7,6,6,7,5,4,5,1,7,2,3,4,2,6,6,2,2,5,5,6,1,,,,,,,,2,2,2,2,2,3,1,,,2,1,2,1,2,1,1,1,2,5,,,,,,,3,1,2,2,1,1,2,2,3,3,2,20,2,49.30540466,6.901794434,-1
R_diecnIFmu5am0f3,Default Response Set,Anonymous,,,178.25.89.74,0,5/6/16 3:24,5/6/16 3:25,1,401508,2,,1,,,,1,,,,,,,4,4,1,3,5,,2,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25,10.1000061,-1
R_6hceEHHRgjpZcuV,Default Response Set,Anonymous,,,31.16.10.25,0,5/6/16 2:51,5/6/16 3:28,1,401483,2,,1,,,,,,,,,,1,8,3,1,1,2,3,5,5,5,2,4,,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,,,,,,,,1,7,7,1,1,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6000061,9.816696167,-1
R_4YeOcKSK2BMxE8d,Default Response Set,Anonymous,,,217.6.52.162,0,5/6/16 3:24,5/6/16 3:32,1,401507,2,,1,,,1,,,,,1,,,3,3,2,2,3,4,4,5,5,3,4,,6,7,5,4,,4,2,2,5,6,2,6,4,6,7,5,5,3,3,7,7,7,6,7,5,5,4,5,6,5,5,2,6,4,4,5,3,4,5,1,,,,,,,,,,,,,,,6,1,2,3,3,1,1,3,2,1,1,5,,,,,,,6,6,4,6,4,4,2,1,3,4,1,6,2,48.68400574,11.61169434,-1
R_esM37H2s0IZI1z7,Default Response Set,Anonymous,,,92.230.244.25,0,5/6/16 3:26,5/6/16 3:34,1,401509,,,1,,,,,,,,,,1,4,3,1,2,1,3,5,5,5,3,4,,6,7,5,5,7,6,4,4,6,5,3,6,5,5,6,6,6,5,4,7,7,5,7,4,5,5,4,7,6,5,5,2,7,5,2,4,6,5,6,1,,,,,,4,1,,,,,,,,,,2,2,2,2,2,1,2,1,2,5,,,,,,,3,3,3,3,5,5,2,1,4,4,3,19,2,48.1499939,11.58329773,-1
R_6nwgaVQSsdQwW3P,Default Response Set,Anonymous,,,195.243.107.99,0,5/6/16 3:02,5/6/16 3:37,1,401494,2,,1,,,,1,1,,,1,1,,3,4,1,2,1,5,5,5,5,3,4,,4,4,5,4,4,5,2,3,2,6,2,5,3,5,5,6,6,6,4,4,4,5,5,3,4,5,3,6,4,4,6,2,5,5,5,3,5,4,5,1,,,,,,,,2,2,3,2,3,4,1,,,3,3,3,1,1,3,3,1,1,5,,,,,,,3,2,3,3,4,4,2,1,3,2,1,5,2,50.12640381,8.708892822,-1
R_1S5keVPxRzQdXlX,Default Response Set,Anonymous,,,217.224.58.28,0,5/6/16 3:40,5/6/16 3:41,1,401511,2,,1,,,,,,,,1,,,3,2,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03329468,9.833297729,-1
R_29Lvkf8XEavAgxD,Default Response Set,Anonymous,,,93.128.150.241,0,5/6/16 3:44,5/6/16 3:45,1,401514,2,,1,,,,,,,,,,1,4,2,3,2,2,3,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.97459412,11.0296936,-1
