V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_8vKGEG7cGDcRr1j,Default Response Set,Anonymous,,,108.17.114.12,0,5/7/16 20:51,5/7/16 20:53,1,203335,2,,2,,,,,,,,,,1,2,1,1,1,1,4,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.37869263,-79.97100067,-1
R_ehQcystZszqvBNX,Default Response Set,Anonymous,,,45.63.57.20,0,5/7/16 20:44,5/7/16 20:53,1,203324,2,,1,,,,,,1,,,,,2,2,1,1,1,4,1,3,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06739807,-118.2422943,-1
R_bxT0lUVT3sdskLj,Default Response Set,Anonymous,,,64.187.101.59,0,5/7/16 20:53,5/7/16 20:55,1,203337,1,1,1,,,,,,,,,,1,5,2,2,1,3,1,1,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75410461,-80.27100372,-1
R_eR5CCiIv7FMEEZL,Default Response Set,Anonymous,,,104.202.93.89,0,5/7/16 20:57,5/7/16 20:58,1,203340,2,,1,,,,,,,,,,1,5,3,1,3,1,2,2,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83230591,-95.37650299,-1
R_5pElZSbTZtAI21L,Default Response Set,Anonymous,,,112.198.83.26,0,5/7/16 20:48,5/7/16 21:00,1,203330,2,,1,,,,,,,,,,,4,1,1,4,1,5,5,1,5,5,9,,5,5,5,5,5,5,4,6,7,4,4,4,6,5,5,4,7,5,5,5,6,7,7,6,4,2,7,7,6,5,6,2,7,7,6,2,4,6,7,1,,2,,,,,,,,1,1,1,1,1,4,1,,,2,1,2,3,2,2,1,1,1,5,,,,,,,2,2,2,2,2,2,2,1,1,3,2,10,20,4,,1,,,1,,,,,14.64880371,121.0509033,-1
R_cYodeCzWUrUhKBL,Default Response Set,Anonymous,,,63.141.204.170,0,5/7/16 20:59,5/7/16 21:00,1,203341,1,1,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84030151,-118.3538971,-1
R_9sJgvTV1rmZNNc1,Default Response Set,Anonymous,,,98.239.134.79,0,5/7/16 21:02,5/7/16 21:03,1,203344,2,,2,,,,,,,,,,1,2,4,4,5,4,5,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34410095,-79.97730255,-1
R_81Yy16elL1LzyoB,Default Response Set,Anonymous,,,98.211.20.91,0,5/7/16 21:03,5/7/16 21:04,1,203346,2,,1,,,,,,,,,,1,6,2,1,1,1,2,2,3,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.95930481,-86.54199982,-1
R_5olza5EGB5mnAHP,Default Response Set,Anonymous,,,24.166.209.126,0,5/7/16 20:48,5/7/16 21:05,1,203333,2,,1,,,,,,,,,,1,5,2,3,3,3,3,5,5,5,3,9,,1,7,1,1,7,1,1,1,1,7,3,7,1,7,6,6,7,3,1,7,5,7,7,1,4,7,6,7,6,6,4,2,5,7,3,5,4,6,2,3,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,2,1,3,1,3,2,7,6,7,7,7,7,2,4,3,4,3,3,2,6,1,1,,36,28,7,some college,2,,1,,,,,,40.08369446,-84.63880157,-1
R_9F5XkRbCsMBJ0LH,Default Response Set,Anonymous,,,192.240.96.132,0,5/7/16 21:03,5/7/16 21:05,1,203345,2,,1,,,,,,,,,,1,5,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74209595,-74.00180054,-1
R_1FlzKsTFEiivMGx,Default Response Set,Anonymous,,,99.29.161.130,0,5/7/16 20:59,5/7/16 21:07,1,203342,2,,1,,,,,,,,,,1,6,4,4,3,4,4,5,5,5,4,9,,5,5,5,5,4,5,1,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,1,,,,2,1,,,,,,,,,,,,1,1,2,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,1,,10,33,3,,2,1,,,,,,,25.70860291,-80.40630341,-1
R_a5EuTG5RCj73cu9,Default Response Set,Anonymous,,,67.60.28.216,0,5/7/16 20:55,5/7/16 21:07,1,203338,2,,1,,,,,,,,,,1,6,3,4,4,4,4,5,5,5,4,9,,7,7,4,1,6,4,1,1,6,7,1,5,1,6,7,7,7,1,1,7,7,7,6,1,7,7,1,4,7,1,7,2,5,7,1,6,5,4,2,3,,5,HANCOCK BANK,,,,,5,1,,,,,,,,,,3,3,3,3,3,1,3,3,1,5,,,,,,,3,4,4,4,5,4,2,6,1,3,2,25,40,1,,2,1,,,,,,,30.37489319,-89.17849731,-1
R_23QlHoDvAKrBOmh,Default Response Set,Anonymous,,,98.239.17.115,0,5/7/16 21:07,5/7/16 21:09,1,203349,2,,1,,,,,,,,,,1,7,1,1,2,1,2,5,5,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05380249,-90.16929626,-1
R_9ztF3uvU9Xw1iT3,Default Response Set,Anonymous,,,24.215.166.9,0,5/7/16 21:04,5/7/16 21:15,1,203347,2,,1,,1,,,,,,,,,5,2,4,4,2,4,5,5,5,3,9,,3,6,1,1,1,1,1,3,6,7,4,4,2,7,7,7,2,2,1,1,1,6,2,1,4,7,1,5,7,2,7,2,7,7,3,3,1,2,2,3,,1,,,,,,,,,,,,,,,7,1,3,3,3,1,1,3,2,3,1,3,5,4,4,5,6,6,2,1,3,4,4,3,1,1,4,1,,33,25,5,,2,1,,,,,,,40.72520447,-73.98020172,-1
R_0x5mnORC1eq9DNz,Default Response Set,Anonymous,,,98.70.108.112,0,5/7/16 21:14,5/7/16 21:16,1,203353,2,,1,,,,,,,,,,1,7,3,1,1,1,2,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84140015,-84.45429993,-1
R_0lcJvR82mCJpimh,Default Response Set,Anonymous,,,107.77.216.130,0,5/7/16 21:01,5/7/16 21:16,1,203343,2,,1,,,,,,,,,,1,3,4,4,2,2,4,5,5,5,4,9,,1,7,6,4,7,4,1,1,1,2,4,5,6,7,6,7,7,3,4,7,3,3,7,7,2,5,5,5,6,1,7,2,6,7,6,3,5,3,3,3,,5,Usaa,,,,,,,2,1,3,1,1,5,1,,,2,1,2,1,1,2,1,2,2,5,,,,,,,1,1,1,1,4,4,2,6,1,5,2,10,8,2,,2,1,,,,,,,28.54449463,-81.37059784,-1
R_ebyKYYCXS8pVSwl,Default Response Set,Anonymous,,,107.153.104.172,0,5/7/16 21:15,5/7/16 21:16,1,203355,2,,1,,,,,,,,,,1,4,1,1,1,1,2,3,3,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06739807,-118.2422943,-1
R_ddjiej6JN7eLDeJ,Default Response Set,Anonymous,,,66.207.93.144,0,5/7/16 21:16,5/7/16 21:16,1,203357,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36369324,-79.95490265,-1
R_bxcR5ePBeN5xvjT,Default Response Set,Anonymous,,,68.237.168.4,0,5/7/16 21:17,5/7/16 21:19,1,203359,2,,1,,,,,,,,,,1,7,4,3,5,2,5,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02729797,-117.5877991,-1
R_0jq2E3I9YeWRo9L,Default Response Set,Anonymous,,,68.235.153.244,0,5/7/16 21:19,5/7/16 21:20,1,203361,2,,1,,1,,,,,,,,,7,1,1,2,4,4,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.12399292,-97.67070007,-1
R_8qyIXf3YVJd4SdD,Default Response Set,Anonymous,,,67.238.181.81,0,5/7/16 21:13,5/7/16 21:21,1,203198,2,,1,,1,,,,,,,,,4,1,1,1,1,2,5,5,5,3,9,,4,5,3,4,7,5,4,5,3,4,3,6,4,4,4,4,4,4,4,6,4,5,6,4,3,4,5,4,4,6,4,2,3,6,5,3,3,5,3,1,,2,,,,5,1,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,3,6,6,7,6,6,6,3,3,4,3,4,2,2,2,4,4,3,42,15,4,,2,1,,,,,,,35.48320007,-78.67980194,-1
R_9WURLVomNkv0vWZ,Default Response Set,Anonymous,,,162.195.65.109,0,5/7/16 21:16,5/7/16 21:29,1,203356,2,,1,,,,,,,,,,1,6,3,4,3,3,4,5,5,5,4,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66879272,-119.0686951,-1
R_7WDKf2ZB7AgxUsl,Default Response Set,Anonymous,,,162.224.229.91,0,5/7/16 21:26,5/7/16 21:29,1,203365,2,,1,,,,,,,,,,1,6,2,1,3,2,3,4,4,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67669678,-87.49359894,-1
R_a4cTxvFOQGWG6Gx,Default Response Set,Anonymous,,,45.59.36.138,0,5/7/16 21:30,5/7/16 21:32,1,203366,2,,1,,,,,,,,,,1,3,1,1,2,2,1,5,5,5,2,9,,7,5,6,7,6,6,6,5,6,7,7,6,7,6,7,6,7,7,5,6,7,6,6,6,6,5,6,6,6,5,7,2,6,6,7,7,7,6,6,1,,1,,1,1,,,,,,,,,,,,,,1,2,1,1,2,1,1,2,2,1,1,2,4,6,6,2,1,2,5,6,6,2,1,1,2,1,,36,9,4,,2,,1,,,,,,39.16659546,-84.54650116,-1
R_6hTEoFDDEpwK1PD,Default Response Set,Anonymous,,,24.92.54.158,0,5/7/16 21:22,5/7/16 21:33,1,203364,2,,1,,,,,,,,,,1,3,2,1,3,2,3,5,5,5,3,9,,4,5,5,4,6,2,1,3,4,4,4,6,3,7,7,7,5,5,3,6,4,2,6,2,2,7,6,7,6,5,7,2,2,7,5,2,6,6,3,1,,2,,,,,,1,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,4,4,4,3,2,4,3,3,1,33,6,3,,2,1,,,,,,,42.74949646,-73.5951004,-1
R_5oNhW1JpUNIiFy5,Default Response Set,Anonymous,,,69.206.252.168,0,5/7/16 21:32,5/7/16 21:33,1,203368,2,,1,,,,,,,,,,1,5,1,2,1,1,2,1,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74000549,-73.93609619,-1
R_6mzUHVegJFO62m9,Default Response Set,Anonymous,,,68.205.92.180,0,5/7/16 21:33,5/7/16 21:35,1,203370,2,,1,,,,,,,,,,1,6,1,2,2,1,1,1,1,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53410339,-81.16470337,-1
R_6rrkzuP0neEuhzD,Default Response Set,Anonymous,,,50.153.153.55,0,5/7/16 21:35,5/7/16 21:36,1,203372,2,,1,,,,,,,,,,1,7,4,3,5,3,5,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6085968,-87.49310303,-1
R_5irJQbMTDz4OMlf,Default Response Set,Anonymous,,,108.94.62.196,0,5/7/16 21:21,5/7/16 21:38,1,203363,2,,1,,,,,,,,,,1,5,2,1,1,1,1,5,5,5,1,9,,5,6,5,5,7,2,3,3,5,5,5,7,5,5,5,5,7,5,5,7,5,7,3,5,3,5,1,3,5,7,5,2,5,7,1,1,1,7,3,1,,2,,,,5,1,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,5,,,,,,,3,2,3,3,3,3,2,3,4,3,2,23,23,2,,2,1,,,,,,,42.86360168,-85.62719727,-1
R_0q5TeCemgywHoDX,Default Response Set,Anonymous,,,65.25.54.159,0,5/7/16 21:38,5/7/16 21:40,1,203377,2,,1,,,,,,,,,,1,7,3,2,2,2,4,5,5,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.68409729,-81.1713028,-1
R_3yECHiej0iqnGf3,Default Response Set,Anonymous,,,72.235.106.72,0,5/7/16 21:40,5/7/16 21:41,1,203378,2,,1,,,,,,,,,,1,7,1,1,1,2,4,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36289978,-157.8726959,-1
R_bezHlztTm7FWqSp,Default Response Set,Anonymous,,,71.87.143.237,0,5/7/16 21:31,5/7/16 21:41,1,203367,2,,1,,,1,,,,,,,,6,3,1,4,4,4,5,5,5,4,9,,1,4,3,7,3,4,6,6,1,3,4,2,6,1,4,3,7,6,6,5,5,4,4,6,2,4,1,6,3,2,4,2,2,7,2,1,7,7,4,1,,1,,,,,,4,1,,,,,,,,,,2,1,2,2,2,2,1,2,2,5,,,,,,,1,1,4,1,1,1,2,1,2,1,,23,39,7,1-year college,2,1,,,,,,,46.62879944,-87.479599,-1
R_6XdpHkPDAimCMlL,Default Response Set,Anonymous,,,68.13.22.239,0,5/7/16 21:36,5/7/16 21:43,1,203373,2,,1,,,,,,,,,,1,7,4,2,5,4,4,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2348938,-96.0490036,-1
R_6yi4eIP8oqZH9pb,Default Response Set,Anonymous,,,50.43.221.43,0,5/7/16 21:38,5/7/16 21:45,1,203376,2,,1,,,,,,,,,,1,3,2,2,2,2,2,5,5,5,2,9,,7,7,4,1,7,1,1,1,7,7,1,2,1,7,7,7,7,4,1,7,7,7,7,2,5,7,1,4,7,4,7,2,7,7,1,1,1,6,5,1,,1,,,,,,,,1,1,1,1,1,2,1,,,2,2,2,2,2,1,2,1,1,5,,,,,,,3,1,2,2,1,1,2,3,3,4,3,36,10,3,,2,1,,,1,,,,40.98800659,-82.69319916,-1
R_6yw59hGG7DgUSz3,Default Response Set,Anonymous,,,108.222.83.48,0,5/7/16 21:41,5/7/16 21:51,1,203379,2,,1,,,,,,,,,,1,6,2,2,3,2,3,1,5,5,3,9,,7,7,1,2,6,1,1,1,7,7,1,6,1,7,7,6,7,4,1,7,7,7,6,1,2,7,1,4,7,1,7,2,7,7,1,1,1,6,4,3,,2,,,,,,,,1,1,1,1,1,7,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,5,2,4,1,37,36,4,,2,1,,,,,,,36.70700073,-97.08560181,-1
R_6XMff2hz8HeYa4R,Default Response Set,Anonymous,,,108.170.7.10,0,5/7/16 21:47,5/7/16 21:53,1,203384,2,,1,,1,,,,,,,,,6,1,1,1,1,3,5,5,5,2,9,,1,4,5,5,7,5,3,5,1,4,5,5,5,3,4,4,7,6,5,7,3,4,5,5,1,4,5,7,4,5,3,2,2,5,3,1,5,6,5,1,,2,,,,5,1,,,,,,,,,,,,2,3,2,3,2,1,3,1,2,5,,,,,,,4,3,3,4,4,3,2,1,4,2,1,45,40,3,,2,1,,,,,,,33.43569946,-111.917099,-1
R_02pqvBTemEalYNL,Default Response Set,Anonymous,,,108.49.222.72,0,5/7/16 22:02,5/7/16 22:03,1,203392,,,1,,,1,,,,,,,,7,1,2,1,3,2,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.91130066,-71.12999725,-1
R_3yE6djEe9Jqf7LL,Default Response Set,Anonymous,,,70.192.5.48,0,5/7/16 22:02,5/7/16 22:07,1,203391,2,,1,,,,,,,,,,1,6,1,1,1,3,1,5,5,5,3,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,6,4,6,4,4,4,4,4,4,4,4,2,4,4,4,2,4,5,4,1,,2,,,,,,4,1,,,,,,,,,,2,3,3,3,3,3,3,3,1,5,,,,,,,4,4,4,4,4,4,2,6,1,2,1,41,31,3,,2,1,,,,,,,42.48970032,-71.15950012,-1
R_81cOUqMWFZmEDJP,Default Response Set,Anonymous,,,67.247.152.254,0,5/7/16 22:10,5/7/16 22:11,1,203395,,,1,,,,,,,,,,1,7,3,2,3,3,4,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.85629272,-77.02510071,-1
R_1ZElTNa3CuHmfRz,Default Response Set,Anonymous,,,74.221.98.3,0,5/7/16 21:22,5/7/16 22:16,1,203362,2,,1,,,,,,,,,,1,5,3,3,3,3,4,5,5,4,3,9,,5,5,4,4,7,3,1,3,4,4,2,5,4,5,3,4,5,3,3,5,5,4,4,4,3,5,4,5,5,2,4,2,4,5,5,1,3,5,5,1,,3,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,1,1,1,5,,,,,,,3,3,4,2,3,4,1,1,5,2,1,45,21,2,,2,1,,,,,,,32.85240173,-97.89389801,-1
R_6sy3oaPflq8thcN,Default Response Set,Anonymous,,,64.136.98.70,0,5/7/16 22:17,5/7/16 22:22,1,203398,2,,1,,,,,,,,,,1,4,2,5,5,2,5,5,5,5,5,9,,4,5,4,4,6,4,2,2,4,6,4,3,4,4,4,4,6,5,4,7,4,5,6,3,4,4,3,4,5,4,5,2,4,6,3,2,4,5,6,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,3,3,3,5,,,,,,,4,3,5,4,4,4,2,1,4,2,1,10,16,4,,2,1,,,,,,,26.93699646,-80.13500214,-1
R_8GtvIK9RdPhE6ln,Default Response Set,Anonymous,,,198.199.73.80,0,5/7/16 22:30,5/7/16 22:33,1,203402,2,,1,,,,,,,,,,1,5,2,1,1,1,1,2,2,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71429443,-74.0059967,-1
R_cJ5QbQxaDj8BQgd,Default Response Set,Anonymous,,,68.10.142.12,0,5/7/16 22:31,5/7/16 22:33,1,203403,2,,1,,,,,,,,,,1,7,2,1,1,3,1,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.90950012,-76.18579865,-1
R_233Mr1gru627UCV,Default Response Set,Anonymous,,,75.108.253.88,0,5/7/16 22:32,5/7/16 22:34,1,203405,2,,1,,,,,,,,,,1,7,3,1,3,3,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06019592,-95.16040039,-1
R_9GhfMwczGttQVBb,Default Response Set,Anonymous,,,97.32.87.59,0,5/7/16 22:35,5/7/16 22:39,1,203408,2,,1,,,,,,,,,,1,7,3,3,3,4,5,4,5,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75100708,-97.8219986,-1
R_5myOno5l2mUexDL,Default Response Set,Anonymous,,,73.66.248.143,0,5/7/16 22:38,5/7/16 22:40,1,203412,1,1,1,,,,,,,,,,1,6,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.74420166,-121.8388977,-1
R_eYb7kRk1SeM0BYp,Default Response Set,Anonymous,,,166.216.159.214,0,5/7/16 22:44,5/7/16 22:47,1,203416,2,,1,,1,,,,,,,,,7,2,1,1,2,2,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33180237,-83.3710022,-1
R_9TTP7P1IfzuDSU5,Default Response Set,Anonymous,,,50.118.145.137,0,5/7/16 22:49,5/7/16 22:50,1,203421,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_09EZ4G01dpjjkRn,Default Response Set,Anonymous,,,23.27.245.10,0,5/7/16 22:51,5/7/16 22:53,1,203422,2,,1,,,,,,,,1,,,4,1,1,1,2,1,2,3,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.33380127,-121.8914948,-1
R_6x1YDmywZju8hYF,Default Response Set,Anonymous,,,75.31.85.101,0,5/7/16 22:39,5/7/16 22:54,1,203413,2,,1,,,,,,,,,,1,7,3,3,3,3,3,3,3,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.86880493,-95.53800201,-1
R_bmwu6WpEluPYIVD,Default Response Set,Anonymous,,,71.223.29.172,0,5/7/16 22:57,5/7/16 22:57,1,203428,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.40010071,-111.9290009,-1
R_bvDG3WvgQOqxUy1,Default Response Set,Anonymous,,,107.215.36.172,0,5/7/16 22:48,5/7/16 22:58,1,203419,2,,1,,1,,,,,,,,,5,3,1,2,1,5,5,5,5,3,9,,6,6,5,5,2,2,4,5,6,6,2,5,6,3,4,5,1,5,2,2,6,6,6,3,6,3,2,6,6,2,5,2,6,6,2,3,3,5,5,1,,1,,,,6,1,,,,,,,,,,,,3,3,3,1,1,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,,19,20,5,,2,,,,,,1,American,30.23899841,-91.98950195,-1
R_0Jv5IMvsvQV1Xfv,Default Response Set,Anonymous,,,216.177.128.62,0,5/7/16 23:04,5/7/16 23:05,1,203430,2,,1,,,,,,,,,,1,4,2,2,1,1,2,1,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.96530151,-83.02349854,-1
