V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_3rPw1iY2JZvUP7D,Default Response Set,Anonymous,,,173.27.131.106,0,5/3/2016 18:24,5/3/2016 18:39,1,200983,2,,1,,1,,,,,,,,,8,4,2,1,2,5,5,5,5,3,9,,5,6,4,6,3,3,5,3,4,4,5,2,5,4,3,4,7,6,5,4,5,6,3,5,3,3,3,5,2,2,3,2,6,6,3,1,5,6,4,1,,2,,4,1,,,,,,,,,,,,,,2,1,3,1,1,2,1,2,1,3,3,3,4,3,2,2,3,3,4,2,2,2,2,5,5,2,1,16,59,4,,2,1,,,,,,,41.57380676,-90.45819855,-1,
R_1ZWGkZix8fqtujb,Default Response Set,Anonymous,,,162.201.112.199,0,5/3/2016 18:31,5/3/2016 18:43,1,200994,2,,1,,,,,,,,,,1,8,3,2,1,2,2,5,5,5,3,9,,7,7,1,1,7,1,1,1,6,1,1,4,1,7,7,7,7,2,1,7,7,7,7,1,4,7,1,2,7,4,7,2,7,7,1,7,4,6,4,1,,4,,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,1,6,4,4,4,7,7,1,1,1,1,1,1,1,5,3,8,6,18,55,6,,1,1,,,1,,,,38.0881958,-85.65550232,-1,
R_8uIonm0Lb4joKiN,Default Response Set,Anonymous,,,23.122.254.175,0,5/3/2016 18:33,5/3/2016 18:47,1,201000,2,,1,,,,,,,,,,1,8,4,1,1,1,2,5,5,4,3,9,,3,6,3,4,3,5,2,5,3,5,5,1,4,5,5,5,2,3,2,1,3,2,6,5,5,5,1,5,6,5,5,2,4,7,1,5,4,5,3,3,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,3,3,2,3,1,2,7,7,4,5,5,6,5,5,5,5,5,5,1,6,1,4,1,23,55,3,,2,1,,,,,,,42.05690002,-86.45629883,-1,
R_1Cjvobklf7yhzox,Default Response Set,Anonymous,,,66.189.7.125,0,5/3/2016 18:51,5/3/2016 19:01,1,201018,2,,1,,,,,,,1,,,,6,4,3,5,1,5,5,5,5,4,9,,7,7,1,1,1,1,1,1,1,7,1,1,1,7,7,7,7,1,1,3,5,4,5,1,3,4,4,4,4,4,4,2,1,5,5,5,1,1,1,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,3,3,3,3,2,1,5,3,1,22,36,3,,2,1,,,,,,,42.12440491,-71.66529846,-1,
R_8B5buvrpZcp2t5b,Default Response Set,Anonymous,,,66.213.22.193,0,5/3/2016 19:01,5/3/2016 19:08,1,201025,2,,1,,,,,,,,,,1,8,2,1,2,1,2,5,5,5,2,9,,7,7,1,1,1,1,1,1,7,7,1,1,1,7,7,7,7,7,1,1,7,7,7,1,7,7,1,1,7,1,7,2,7,7,1,1,1,7,7,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,1,6,6,6,6,5,5,1,1,1,1,1,1,1,5,4,1,,36,54,4,,2,1,,,,,,,41.38609314,-81.71019745,-1,
R_4JjZxdXPAXOL9LD,Default Response Set,Anonymous,,,50.164.63.155,0,5/3/2016 19:15,5/3/2016 19:32,1,201038,2,,1,,,,,,,,,,1,5,3,3,2,3,3,5,5,5,3,9,,6,7,3,4,3,2,4,4,7,4,3,3,4,4,4,4,7,5,3,4,6,7,4,4,4,4,1,5,4,3,4,2,7,6,3,4,3,5,3,1,,2,,4,1,,,,,,,,,,,,,,3,3,2,1,1,2,1,3,1,5,,,,,,,3,3,3,3,4,4,2,1,5,2,1,39,25,4,,2,1,,,,,,,40.0019989,-76.68360138,-1,
R_cOwMxwOD1aHNNRP,Default Response Set,Anonymous,,,174.31.63.158,0,5/3/2016 19:27,5/3/2016 19:42,1,201048,2,,1,,,,,,,,,,1,8,4,2,5,4,3,5,5,5,2,9,,5,7,4,1,6,1,2,2,6,6,1,1,5,5,7,5,7,5,2,4,7,7,5,2,4,6,1,1,6,1,7,2,5,7,1,2,1,6,5,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,3,7,7,7,7,7,7,3,3,3,3,3,3,2,5,1,1,,49,58,4,,2,1,,,,,,,47.6914978,-117.3880997,-1,
R_899IB8J9tW1GIiF,Default Response Set,Anonymous,,,70.199.141.201,0,5/3/2016 19:39,5/3/2016 19:52,1,201066,2,,1,1,,,,,,,1,,,2,2,2,2,1,3,5,5,5,3,9,,4,5,1,1,7,1,1,1,4,7,5,7,1,7,7,7,7,1,1,7,4,5,7,1,7,7,1,7,7,7,7,2,7,7,1,7,1,4,1,1,,2,,7,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,1,7,7,7,7,7,7,4,3,6,7,5,1,2,3,1,4,1,13,4,2,,2,1,,,,,,,47.38240051,-122.313797,-1,
R_3WeOE2rfzHXMxEN,Default Response Set,Anonymous,,,141.114.233.223,0,5/3/2016 20:02,5/3/2016 20:11,1,201090,2,,1,,,,,,,,,,1,3,3,3,3,3,4,5,5,5,4,9,,6,5,2,5,7,3,3,4,4,3,4,3,5,3,4,2,6,3,3,7,6,4,6,5,3,5,4,5,5,5,5,2,5,6,4,2,4,5,4,1,,4,,2,1,,,,,,,,,,,,,,3,2,3,2,1,2,2,2,1,2,6,6,7,6,6,6,2,2,2,2,2,2,2,4,5,4,1,20,8,2,,2,1,,,,,,,45.00280762,-68.63339996,-1,
R_6PUUTOu5JJ3mfHL,Default Response Set,Anonymous,,,68.113.164.198,0,5/3/2016 20:16,5/3/2016 20:25,1,201099,2,,1,,,,,,,,,,1,8,3,3,2,3,3,5,5,5,4,9,,4,4,5,4,5,5,2,4,5,5,5,4,5,5,6,6,7,6,3,4,5,4,6,5,4,6,5,6,6,1,5,2,4,6,4,3,5,6,5,1,,2,,3,1,,,,,,,,,,,,,,2,2,2,2,1,2,3,1,1,4,4,4,4,4,4,4,2,2,4,3,2,2,1,5,3,2,1,33,51,2,,2,1,,,1,,,,44.7454071,-73.46279907,-1,
R_5A1UexRPTZiwa2h,Default Response Set,Anonymous,,,76.99.174.197,0,5/3/2016 20:23,5/3/2016 20:39,1,201106,2,,1,,,,,,,,,,1,8,2,1,1,2,2,5,5,5,3,9,,5,7,2,3,6,1,2,3,6,6,1,2,3,5,4,5,6,3,3,5,6,6,3,3,4,3,1,3,5,4,4,2,4,6,2,1,1,6,5,1,,2,,5,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,3,7,7,7,7,6,6,1,1,1,1,1,1,2,5,3,2,1,8,51,4,,2,1,,,,,,,39.71510315,-75.73059845,-1,
R_cUO1ETvMhOI7bYV,Default Response Set,Anonymous,,,75.132.67.249,0,5/3/2016 20:34,5/3/2016 20:41,1,201124,2,,1,,,,,,,,,,1,8,4,3,3,4,3,5,5,5,1,9,,5,5,4,5,1,7,4,4,4,5,5,2,5,4,4,,5,5,2,2,5,6,6,4,2,4,6,5,5,1,4,2,2,6,4,2,5,6,4,1,,1,,5,1,,,,,,,,,,,,,,2,3,2,3,1,3,3,3,1,3,4,2,4,3,3,3,4,4,4,4,4,4,1,5,1,1,,14,61,2,,2,1,,,,,,,38.60189819,-89.9138031,-1,
R_cBk1rR3vi1n2FmZ,Default Response Set,Anonymous,,,208.58.4.97,0,5/3/2016 20:37,5/3/2016 20:45,1,201128,2,,1,,,,,,,,,,1,7,1,5,1,1,3,5,5,5,4,9,,5,7,2,2,5,1,2,1,6,7,2,5,3,5,7,6,6,1,1,6,3,7,6,1,3,7,4,3,7,2,5,2,7,7,5,3,2,5,5,3,,4,,3,1,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,3,7,3,5,3,3,3,1,1,2,2,2,1,2,5,8,3,1,21,41,7,JD,2,1,,,,,,,39.0045929,-77.03690338,-1,
R_1TvEllTmtOI6VsV,Default Response Set,Anonymous,,,24.208.61.255,0,5/3/2016 20:44,5/3/2016 20:58,1,201137,2,,1,,,,,,,,1,,,8,1,2,2,2,3,5,5,5,3,9,,5,7,3,3,6,2,1,2,6,7,3,4,1,7,7,7,6,4,2,7,5,3,6,3,3,5,6,5,7,3,6,2,5,6,1,4,3,4,4,3,,4,,4,1,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,4,3,3,4,4,4,4,3,3,3,3,3,3,1,1,4,2,1,51,46,3,,2,1,,,,,,,44.24530029,-88.3647995,-1,
R_3fb4GdfBkl0Tlch,Default Response Set,Anonymous,,,108.36.175.65,0,5/3/2016 20:57,5/3/2016 21:02,1,201148,2,,1,,,,,,,,,,1,4,3,1,2,2,3,5,5,5,3,9,,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,1,,4,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,4,2,3,6,5,4,8,18,4,,2,1,,,,,,,39.78500366,-75.68229675,-1,
R_8oZMXstwmSt2YoR,Default Response Set,Anonymous,,,73.168.76.100,0,5/3/2016 21:08,5/3/2016 21:14,1,201163,2,,1,,,,,,,,,,1,4,2,2,3,1,4,5,5,5,4,9,,6,6,5,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,1,,5,First Merit,3,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,2,3,1,2,2,4,2,1,4,4,3,14,11,2,,1,1,,,,,,,41.84060669,-87.75879669,-1,
R_1HOMx43jhk9BRB3,Default Response Set,Anonymous,,,24.154.135.56,0,5/3/2016 21:19,5/3/2016 21:28,1,201176,1,1,1,,,,,,,,,,1,4,4,3,3,3,3,5,5,5,4,9,,6,5,4,5,6,1,5,4,4,5,4,6,5,6,5,4,4,4,4,6,4,5,5,5,5,5,5,6,4,5,6,2,6,4,4,5,4,5,5,1,,2,,3,1,,,,,,,,,,,,,,3,3,3,1,1,1,2,3,1,2,7,7,7,7,7,7,3,3,2,3,3,3,2,6,1,2,1,39,18,2,,2,1,,,,,,,41.45230103,-79.8608017,-1,
R_2h2Q8gzm0mvDwsR,Default Response Set,Anonymous,,,99.47.192.109,0,5/3/2016 21:19,5/3/2016 21:30,1,201177,2,,1,,,,,,,,,,1,7,3,3,5,3,4,5,5,5,5,9,,4,4,4,1,1,7,1,1,4,7,7,1,1,5,7,7,7,4,1,1,1,4,4,1,1,7,4,7,7,1,7,2,1,4,7,1,7,7,7,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,4,4,5,5,4,4,4,4,4,4,4,4,2,6,1,1,,14,48,2,,2,1,,,,,,,39.77200317,-89.68589783,-1,
R_bpfdpW3AHbf0Fet,Default Response Set,Anonymous,,,207.224.86.74,0,5/3/2016 21:26,5/3/2016 21:33,1,201183,2,,1,,,,,,,,,,1,7,3,1,1,4,1,5,5,5,4,9,,7,7,2,1,1,2,1,1,4,7,4,1,2,5,7,7,5,5,1,4,5,5,6,1,6,7,3,2,7,1,7,2,4,7,2,1,6,6,3,3,,4,,2,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,1,5,4,2,1,24,50,4,,2,1,,,,,,,44.82049561,-92.92559814,-1,
R_6xK48E7dWFRjrLf,Default Response Set,Anonymous,,,173.240.139.233,0,5/3/2016 21:26,5/3/2016 21:44,1,201186,2,,1,,,,,,,,,,1,7,3,4,2,2,3,5,5,5,3,9,,4,4,4,4,6,4,4,4,4,4,4,2,4,4,4,4,5,4,4,6,4,4,6,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,1,,2,,3,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,2,4,2,1,44,45,2,,2,1,,,,,,,36.52780151,-86.00579834,-1,
R_7P8OwQXS8esbbHT,Default Response Set,Anonymous,,,96.19.164.157,0,5/3/2016 21:51,5/3/2016 21:58,1,201214,2,,1,,,1,,,,,,,,7,2,1,3,3,2,5,5,5,3,9,,6,6,3,2,6,2,2,3,6,5,3,4,5,4,5,6,6,5,1,7,7,6,4,2,3,6,1,2,7,5,6,2,6,7,4,2,2,5,5,1,,2,,6,1,,,,,,,,,,,,,,2,2,3,1,1,2,2,1,1,3,7,6,7,7,7,7,3,2,2,2,4,2,2,1,6,2,1,13,41,4,,2,1,,,,,,,42.41990662,-114.5914993,-1,
R_2gIyu0rylLmrL7v,Default Response Set,Anonymous,,,73.157.203.220,0,5/3/2016 21:56,5/3/2016 22:04,1,201219,2,,1,,,,,,,,,,1,8,4,2,2,3,2,5,5,5,3,9,,4,5,4,3,4,5,3,4,4,5,4,4,3,5,5,5,5,5,4,4,4,5,5,3,4,5,5,5,5,3,5,2,3,5,3,4,4,4,4,1,,4,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,2,2,3,3,3,3,3,3,4,3,3,3,2,5,2,2,1,49,55,2,,2,1,,,,,,,45.6446991,-122.6297989,-1,
R_6DUm2p7z90S33KZ,Default Response Set,Anonymous,,,99.126.132.180,0,5/3/2016 22:11,5/3/2016 22:17,1,201235,2,,1,,1,,,,,,,,,6,3,1,3,1,3,5,5,5,4,9,,7,6,4,1,3,3,1,1,6,6,2,1,1,7,6,6,6,5,1,4,5,4,6,2,4,7,4,3,7,1,7,2,6,7,4,3,1,5,4,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,2,1,4,34,6,,2,1,,,,,,,35.34790039,-94.35320282,-1,
R_5hh0jpx8jNpQUND,Default Response Set,Anonymous,,,108.220.235.92,0,5/3/2016 21:55,5/3/2016 22:29,1,201218,2,,1,,,,,,,,,,1,8,2,2,3,3,3,5,5,5,4,9,,6,7,2,1,2,1,1,1,6,7,2,1,1,6,7,7,7,3,1,2,6,7,6,1,4,7,2,5,6,1,6,2,7,6,1,4,2,4,3,1,,1,,7,1,,,,,,,,,,,,,,2,3,2,1,1,3,2,3,2,2,7,7,7,7,7,7,4,4,4,4,4,4,2,5,1,1,,10,54,4,,2,1,,,,,,,27.24980164,-80.37969971,-1,
R_dgPr2v6lEFSuj9H,Default Response Set,Anonymous,,,72.206.1.222,0,5/3/2016 22:28,5/3/2016 22:38,1,201255,2,,1,,,,,,,,,,1,8,1,1,3,1,4,5,5,5,3,9,,3,5,4,4,5,4,4,4,4,4,5,4,4,4,4,5,5,3,4,6,4,5,5,4,3,4,5,5,4,5,4,2,4,5,3,3,4,4,3,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,3,5,,,,,,,4,2,6,4,4,5,2,5,1,1,,4,74,2,,2,1,,,,,,,36.46760559,-94.32219696,-1,
R_ezF0ocaeOIgk2oZ,Default Response Set,Anonymous,,,98.144.49.255,0,5/3/2016 22:22,5/3/2016 22:39,1,201247,2,,1,,,,,,,,,,1,8,1,1,1,2,3,5,5,5,3,9,,4,5,2,4,3,6,4,5,5,3,5,2,5,4,2,5,3,4,4,4,5,4,6,5,2,2,4,5,4,1,3,2,1,6,3,2,6,6,5,3,,1,,3,1,,,,,,,,,,,,,,2,3,3,1,1,3,3,3,3,3,5,5,6,5,5,4,7,6,6,7,7,1,1,5,5,2,1,51,55,4,,2,1,,,,,,,43.147995,-87.92079926,-1,
R_e5TZwCC8q4way0Z,Default Response Set,Anonymous,,,75.175.51.247,0,5/3/2016 22:30,5/3/2016 22:50,1,201257,2,,1,,,,,,,,,,1,8,1,2,3,2,3,5,5,5,3,9,,5,6,5,3,5,2,2,2,5,5,4,,2,5,5,5,5,4,2,5,6,5,6,2,4,6,2,5,5,4,5,2,6,4,1,3,2,3,4,1,,4,,5,1,,,,,,,,,,,,,,2,3,3,1,1,1,2,1,1,4,4,4,4,3,3,3,3,4,4,3,3,3,1,5,1,2,1,38,70,4,,2,1,,,,,,,45.40229797,-122.6147003,-1,
R_7W0FhlrxlLuN90p,Default Response Set,Anonymous,,,138.207.201.255,0,5/3/2016 22:38,5/3/2016 22:53,1,201266,2,,1,,,,,,,,,,1,8,3,3,3,3,5,5,5,5,5,9,,7,6,1,1,2,4,1,1,3,6,1,4,3,1,6,6,7,2,1,4,4,7,6,1,4,7,1,5,7,3,6,2,4,6,2,3,4,4,4,3,,2,,4,1,,,,,,,,,,,,,,2,1,3,1,2,3,1,1,3,4,4,4,4,3,4,4,1,1,4,2,4,4,1,5,4,1,,7,62,2,,2,1,,,,,,,41.78900146,-71.85520172,-1,
R_3Q1GdQiNnlM6bMV,Default Response Set,Anonymous,,,98.160.137.233,0,5/3/2016 23:09,5/3/2016 23:18,1,201292,2,,1,,,,,,,,,,1,8,2,2,3,1,3,5,5,5,4,9,,4,4,3,2,5,3,3,3,3,5,4,1,4,4,4,5,5,4,4,5,4,4,2,4,3,6,4,4,6,1,4,2,4,5,4,1,4,4,3,2,,1,,6,1,,,,,,,,,,,,,,2,3,3,2,1,3,1,3,3,3,5,4,6,5,5,4,2,2,2,3,3,3,2,5,5,2,1,29,55,4,,2,1,,,,,,,36.00970459,-115.1479034,-1,
R_8B2OlRYPTtXZq2F,Default Response Set,Anonymous,,,73.70.59.76,0,5/3/2016 23:29,5/3/2016 23:34,1,201307,2,,1,,,,,,,,,,1,6,4,3,4,3,3,5,5,5,3,9,,2,1,6,5,1,7,3,3,1,3,5,5,3,5,5,5,5,5,3,3,3,5,3,5,3,6,6,6,6,1,5,2,3,6,6,3,6,6,6,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,3,3,6,5,4,4,5,5,5,5,5,3,2,1,3,3,3,5,39,4,,2,1,,,,,,,38.4467926,-122.7841034,-1,
R_0NEZbKCRJKiB6yF,Default Response Set,Anonymous,,,76.125.236.75,0,5/3/2016 23:30,5/3/2016 23:44,1,201309,2,,1,,,,,,,,,,1,8,1,1,2,1,2,5,5,5,3,9,,5,5,2,1,6,5,1,1,3,7,6,4,2,6,6,6,7,4,1,6,5,6,7,1,4,6,4,5,6,4,6,2,4,5,5,4,4,5,5,3,,2,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,5,6,6,6,6,6,4,4,4,4,4,4,1,1,4,2,1,39,60,4,,2,1,,,,,,,40.45539856,-79.66000366,-1,
R_1LXp1sQ9nxEeFnf,Default Response Set,Anonymous,,,184.167.180.109,0,5/3/2016 23:36,5/3/2016 23:47,1,201313,2,,1,,,,,,,,,,1,7,1,1,1,1,3,5,5,5,3,9,,3,5,3,3,6,5,3,3,5,4,3,6,3,5,4,5,3,3,4,6,5,5,7,3,3,5,5,5,5,5,6,2,6,7,3,3,3,2,5,2,,2,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,5,5,6,5,4,4,4,3,3,3,4,4,2,1,4,4,1,6,44,4,,2,1,,,,,,,39.07000732,-108.5376968,-1,
R_bw6RSdNp1c1cB81,Default Response Set,Anonymous,,,134.228.222.95,0,5/3/2016 23:53,5/3/2016 23:59,1,201336,2,,1,,,,,,,,,,1,7,2,1,2,2,3,5,5,5,1,9,,6,7,6,6,7,4,2,3,5,5,5,7,4,5,5,6,7,5,3,7,6,7,7,3,4,5,5,5,6,7,6,2,6,7,4,2,5,6,6,1,,2,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,1,3,4,4,4,4,4,4,3,2,2,3,3,2,1,1,4,3,2,36,42,3,,2,1,,,,,,,41.70730591,-83.54299927,-1,
R_db7nBhxfNZEmTzL,Default Response Set,Anonymous,,,67.84.59.199,0,5/4/2016 0:25,5/4/2016 0:36,1,201352,2,,1,,,,,,,,,,1,4,1,1,2,3,2,5,5,5,3,9,,5,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,5,4,2,4,4,4,2,4,6,5,1,,1,,3,1,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,1,3,4,4,4,4,4,4,3,3,3,3,4,4,2,3,5,3,2,33,17,2,,2,1,,,,,,,40.59750366,-73.99790192,-1,
R_8dXVIOC6zwYqiuV,Default Response Set,Anonymous,,,160.3.117.254,0,5/4/2016 0:43,5/4/2016 0:54,1,201359,2,,1,,,,,,,,,,1,4,2,1,2,2,2,5,5,5,2,9,,3,5,5,3,7,3,3,3,3,5,3,5,2,5,5,5,6,5,3,7,6,5,7,3,2,7,5,5,6,6,6,2,4,6,2,2,3,5,5,2,,2,,3,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,5,,,,,,,1,1,1,1,3,3,2,6,1,5,4,37,18,2,,2,1,,,,,,,34.49259949,-97.85230255,-1,
R_eJAxBbbP4KrcexL,Default Response Set,Anonymous,,,74.65.164.43,0,5/4/2016 0:54,5/4/2016 1:06,1,201365,2,,1,,,,,,,,1,,,7,2,1,3,3,4,5,5,5,2,9,,6,6,4,2,4,2,2,3,7,6,2,3,2,6,6,6,6,2,2,5,6,6,5,2,4,6,2,4,6,3,6,2,6,6,3,4,2,4,2,3,,2,,7,1,,,,,,,,,,,,,,3,2,3,1,1,2,2,3,1,3,7,7,6,7,7,7,4,3,4,3,4,3,1,1,3,1,,20,41,3,,2,1,,,,,,,44.65899658,-68.91999817,-1,
R_3QVdJHLSOHHnY5T,Default Response Set,Anonymous,,,184.0.23.168,0,5/4/2016 1:29,5/4/2016 1:36,1,201381,2,,1,,,,,,,,,,1,8,2,2,1,2,3,5,5,5,1,9,,4,6,4,3,6,3,3,3,4,4,4,4,4,4,6,5,6,5,3,6,5,5,6,4,5,6,4,5,5,5,5,2,5,5,3,2,4,5,4,1,,2,,3,1,,,,,,,,,,,,,,2,2,2,1,3,2,3,3,1,4,3,4,4,4,4,3,4,4,5,4,3,4,2,5,1,1,,29,52,3,,2,1,,,,,,,36.22120667,-115.1685028,-1,
R_9RHLX9ZuljYFpYN,Default Response Set,Anonymous,,,45.36.60.58,0,5/4/2016 1:37,5/4/2016 1:47,1,201386,2,,1,,,1,,,,,,,,4,2,1,1,2,2,5,5,5,2,9,,5,7,2,3,7,1,1,3,6,7,1,6,3,6,6,6,7,5,1,6,6,6,6,2,4,6,1,7,7,7,7,2,7,7,1,2,5,5,5,3,,1,,6,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,7,6,7,6,6,6,2,2,4,2,3,2,2,6,4,4,2,34,11,4,,2,1,,,,,,,36.16459656,-80.37840271,-1,
R_03dgI8PfWFtNA7b,Default Response Set,Anonymous,,,64.254.36.64,0,5/4/2016 1:52,5/4/2016 2:09,1,201394,1,1,1,,,,,,,,,,1,6,2,1,3,2,3,5,5,5,4,9,,7,7,5,2,3,2,1,2,6,7,3,4,3,6,6,6,7,5,2,7,7,6,6,4,5,7,1,3,7,3,7,2,7,7,2,3,3,4,5,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,3,3,3,3,3,3,2,6,1,2,1,17,35,1,,2,1,,,,,,,37.20410156,-95.73860168,-1,
R_0JRqAmqsGSeIqQR,Default Response Set,Anonymous,,,174.21.55.86,0,5/4/2016 2:54,5/4/2016 3:06,1,201407,2,,1,,,,,,,,,,1,8,2,4,4,2,4,5,5,5,4,9,,7,5,4,3,1,1,2,2,4,5,2,2,3,6,6,7,5,4,4,4,5,5,3,3,6,5,3,5,7,4,5,2,6,7,5,3,1,5,5,1,,1,,1,1,,,,,,,,,,,,,,2,3,3,2,1,3,3,1,1,3,7,6,7,7,7,7,2,2,3,2,4,2,1,5,6,1,,49,66,2,,2,1,,,,,,,47.61019897,-122.3042984,-1,
R_6Rmr9O0qQpIuIBv,Default Response Set,Anonymous,,,70.213.2.52,0,5/4/2016 3:45,5/4/2016 4:11,1,201417,2,,1,,,,,,,,,,1,8,2,3,2,2,4,5,5,5,3,9,,7,6,2,6,6,1,2,3,5,5,2,5,5,5,6,6,7,5,3,5,7,5,5,5,4,6,2,3,6,5,6,2,7,7,2,2,5,6,6,1,,1,,4,1,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,,5,53,4,,2,,,1,,,,,37.33940125,-121.8950043,-1,
R_2fAnskLoDPBjVmB,Default Response Set,Anonymous,,,173.21.200.9,0,5/4/2016 4:53,5/4/2016 5:02,1,201428,2,,1,,,,,,,,,,1,5,1,1,2,2,2,4,5,5,3,9,,6,6,2,2,7,1,3,4,4,5,1,4,3,6,6,6,7,4,3,7,6,4,6,3,4,6,4,4,6,4,6,2,6,6,2,2,3,2,5,1,,2,,4,1,,,,,,,,,,,,,,2,3,2,1,1,3,3,3,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,3,16,27,3,,2,1,,,,,,,41.57980347,-90.625,-1,
R_bkL9SosgV2mx1pb,Default Response Set,Anonymous,,,72.173.83.53,0,5/4/2016 5:44,5/4/2016 5:59,1,201440,2,,1,,,,,,,,,,1,5,1,1,2,1,2,5,5,5,3,9,,6,6,5,5,7,5,4,5,4,3,5,4,5,4,4,4,7,7,4,6,6,6,4,6,7,4,5,6,4,5,5,2,5,7,4,1,6,7,5,1,,2,,4,1,,,,,,,,,,,,,,3,3,2,2,3,2,3,3,1,3,2,1,1,2,2,2,2,2,3,3,2,1,1,1,5,3,2,33,30,3,,2,1,,,,,,,39.58940125,-83.12139893,-1,
R_cDgRtg8XlAj9Y9L,Default Response Set,Anonymous,,,73.21.133.7,0,5/4/2016 7:21,5/4/2016 7:26,1,201457,2,,1,,,,,,,,,,1,8,2,1,1,2,2,5,5,5,3,9,,7,7,5,3,6,1,1,3,5,6,2,4,3,6,6,5,7,6,3,6,6,7,7,3,4,6,3,5,7,3,6,2,7,6,5,1,2,5,6,1,,1,,1,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,3,5,3,7,3,6,6,1,2,2,1,1,1,1,5,6,2,1,10,52,3,,2,1,,,,,,,28.94000244,-81.98970032,-1,
