V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_begQQTKBd6QkuCF,Default Response Set,Anonymous,,,80.24.12.182,0,5/6/2016 6:06,5/6/2016 6:15,1,601927,2,,1,,,,,,,1,,,,5,3,1,2,1,5,5,5,5,3,5,,5,6,2,2,4,2,1,1,5,7,2,4,3,5,7,7,7,6,3,7,6,5,6,1,2,7,3,6,7,2,7,2,6,6,2,3,2,5,5,1,,3,,,,,,5,1,,,,,,,,,,2,1,2,1,1,2,2,2,1,5,,,,,,,3,3,3,3,3,3,1,1,5,4,3,24,4,,41.38879395,2.158996582,-1
R_0U0knERfN1NFqUl,Default Response Set,Anonymous,,,88.24.140.66,0,5/6/2016 6:05,5/6/2016 6:15,1,601925,2,,1,,,,,,,,,1,,4,1,5,2,1,4,5,5,5,3,5,,6,6,2,2,7,2,2,2,6,6,2,4,3,6,6,6,6,5,3,7,6,6,7,2,2,6,2,6,6,4,6,2,5,6,3,2,4,6,3,1,,1,,,,,,,,3,2,4,4,3,2,1,,,2,2,2,1,1,2,2,1,1,2,6,4,6,6,6,4,2,2,2,2,3,3,2,1,2,2,1,15,5,,41.38879395,2.158996582,-1
R_5vvbAwi2TJnfxwp,Default Response Set,Anonymous,,,81.9.155.46,0,5/6/2016 6:06,5/6/2016 6:16,1,601929,2,,1,,,,,,,,,,1,5,2,2,1,1,1,5,5,5,3,5,,7,7,6,2,6,5,2,3,6,6,2,4,2,6,6,6,7,5,2,,6,2,7,3,2,6,4,7,6,5,5,2,7,6,5,2,3,6,5,1,,1,,,,6,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,2,3,3,2,2,1,3,3,2,22,3,,43.3500061,-5.833297729,-1
R_5sB6XzFupZdW2QR,Default Response Set,Anonymous,,,88.2.198.54,0,5/6/2016 6:08,5/6/2016 6:16,1,601938,2,,1,,,,,,,,,,1,6,2,2,1,1,5,5,5,5,3,5,,5,5,4,3,5,2,1,3,3,5,3,3,3,6,5,7,5,5,2,4,5,5,6,3,5,6,4,2,6,5,6,2,5,6,3,5,4,5,5,1,,1,,,,5,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,4,3,3,3,1,1,2,1,,36,3,,37.60510254,-0.986206055,-1
R_ebd26lU1VdE0NFz,Default Response Set,Anonymous,,,137.101.215.60,0,5/6/2016 6:10,5/6/2016 6:17,1,601943,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,6,7,4,2,4,1,1,1,5,6,2,4,2,5,7,7,7,6,1,6,7,7,6,4,3,7,2,7,7,5,7,2,7,7,3,1,5,7,7,1,,2,,,,,,,,4,4,4,4,4,7,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,4,4,4,2,2,2,2,2,22,2,,40.41650391,-3.702606201,-1
R_eex4aJN3aA5BbM1,Default Response Set,Anonymous,,,88.24.95.182,0,5/6/2016 6:07,5/6/2016 6:17,1,601934,2,,1,,,,,,,,,,1,5,5,1,3,3,3,5,5,5,5,5,,7,7,3,3,3,1,3,1,5,4,1,1,4,4,5,5,7,5,2,5,7,5,4,3,4,7,5,3,6,3,4,2,5,7,4,4,2,5,3,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,1,1,1,1,1,1,1,1,4,2,1,25,2,,39.46670532,-0.366699219,-1
R_0NgaAti8RmRx6iV,Default Response Set,Anonymous,,,90.69.150.196,0,5/6/2016 6:09,5/6/2016 6:18,1,601939,2,,1,,,,,,,,,,1,5,1,1,2,1,3,5,5,5,3,5,,7,7,5,4,4,2,2,2,7,7,1,5,2,5,7,6,7,2,2,5,7,5,5,2,7,1,6,1,1,4,1,2,7,1,2,6,7,1,2,1,,1,,4,1,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,5,,,,,,,2,2,4,3,4,2,1,1,2,2,1,28,2,,38.34519958,-0.481506348,-1
R_1AiY9w3qvcUJGa9,Default Response Set,Anonymous,,,79.156.121.184,0,5/6/2016 6:07,5/6/2016 6:18,1,601933,2,,1,,,,,,,,1,,,4,1,1,2,1,3,5,5,5,2,5,,1,6,4,4,6,3,3,4,4,3,2,4,3,4,6,5,6,5,4,6,5,4,6,3,2,6,6,7,6,6,5,2,5,5,3,1,4,6,6,1,,1,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,3,4,4,4,3,1,2,2,2,3,2,2,1,5,2,1,18,4,,40.41650391,-3.702606201,-1
R_aftLeGIXnKwVOoB,Default Response Set,Anonymous,,,85.155.177.145,0,5/6/2016 4:06,5/6/2016 6:18,1,601453,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,7,6,4,4,7,2,2,1,4,6,1,4,2,4,5,7,7,5,4,6,4,6,7,2,2,5,4,7,4,6,6,2,4,5,1,4,3,5,6,1,,1,,,,,,,,1,1,1,1,1,7,1,,,3,3,3,3,3,3,2,3,1,5,,,,,,,1,1,1,1,1,1,1,1,5,4,3,27,4,,27.84640503,-15.44450378,-1
R_6yQAQWsVQMOdMmF,Default Response Set,Anonymous,,,88.2.17.223,0,5/6/2016 6:14,5/6/2016 6:19,1,601955,2,,1,,,,,,,,,,1,5,1,1,1,1,2,3,5,5,2,5,,7,7,1,2,5,1,1,1,6,7,1,5,1,6,6,7,7,5,4,5,6,7,6,1,4,6,1,1,6,3,7,2,7,6,1,2,1,7,7,1,,3,,,,,,,,,,,,,,,6,1,3,3,3,3,3,3,2,3,1,5,,,,,,,3,3,4,4,5,5,2,1,5,2,1,21,3,,41.38879395,2.158996582,-1
R_8wstpheRR1HtWO9,Default Response Set,Anonymous,,,83.52.147.50,0,5/6/2016 6:07,5/6/2016 6:19,1,601932,2,,1,,,,,,,,,,1,7,2,1,2,1,3,5,5,5,4,5,,7,7,5,1,5,2,1,7,4,6,2,2,2,6,7,7,6,5,1,6,6,6,5,3,4,7,6,7,7,2,7,2,7,5,2,5,6,5,3,1,,2,,,,,,3,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,5,5,4,4,2,2,2,1,,42,2,,43.36030579,-5.844802856,-1
R_dnG4cXWF8ZbbNLn,Default Response Set,Anonymous,,,88.18.86.65,0,5/6/2016 6:12,5/6/2016 6:20,1,601948,2,,1,,,,,,,,,,1,4,1,1,2,1,5,5,5,5,3,5,,6,5,4,3,4,2,2,1,5,5,3,4,4,5,7,6,3,6,1,5,5,4,6,3,2,7,5,5,7,2,4,2,4,5,4,3,7,7,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,1,5,,,,,,,1,1,1,1,2,4,1,4,3,3,1,18,2,,37.38240051,-5.976104736,-1
R_5zFamYCWsaBoAU5,Default Response Set,Anonymous,,,85.54.53.65,0,5/6/2016 6:15,5/6/2016 6:21,1,601963,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,4,3,5,4,6,5,3,4,5,5,4,4,3,4,5,5,4,6,3,6,6,5,6,5,3,5,4,6,5,6,5,2,5,5,4,2,5,6,6,1,,2,,,,,,,,,,,,,,,4,1,2,2,2,2,2,1,2,1,2,5,,,,,,,1,2,3,2,3,4,2,1,6,4,3,27,5,,39.46670532,-0.366699219,-1
R_3z7O8dUbdfq4tM1,Default Response Set,Anonymous,,,95.60.18.204,0,5/6/2016 6:14,5/6/2016 6:21,1,601956,2,,1,,,,,,,,,,1,5,2,1,1,1,3,5,5,5,2,5,,5,5,4,3,6,4,3,4,5,5,5,4,2,4,5,6,6,6,3,6,7,5,5,3,2,5,4,4,5,5,5,2,5,6,4,3,4,5,6,1,,1,,,,,,4,1,,,,,,,,,,2,2,3,1,1,1,3,1,1,5,,,,,,,2,2,2,3,4,3,1,1,2,2,1,25,2,,43.2875061,-5.638000488,-1
R_06Yms8z58oN3XBr,Default Response Set,Anonymous,,,213.254.80.216,0,5/6/2016 6:14,5/6/2016 6:21,1,601959,2,,1,,1,,,,,,,,,5,1,1,1,1,2,5,5,5,3,5,,6,6,4,3,6,4,3,5,5,5,3,5,2,4,6,6,6,6,3,6,6,6,6,4,4,5,2,6,6,4,5,2,5,5,3,2,5,6,5,1,,2,,,,,,,,2,2,2,2,2,5,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,4,2,1,30,3,,41.65519714,-4.723693848,-1
R_3gtKWAjIGe6pdsx,Default Response Set,Anonymous,,,188.171.245.111,0,5/6/2016 6:12,5/6/2016 6:21,1,601951,2,,1,,,,,,,,,,1,6,1,1,3,1,4,5,5,5,4,5,,5,5,4,3,3,4,2,3,4,6,4,2,3,5,5,6,6,5,3,4,5,6,5,3,3,6,4,5,6,4,6,2,4,5,3,3,4,5,4,1,,1,,5,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,1,5,,,,,,,4,3,3,3,4,4,1,1,5,3,2,31,4,,43.01379395,-7.558502197,-1
R_5nDXcvePSFNFZZj,Default Response Set,Anonymous,,,47.61.131.41,0,5/6/2016 6:12,5/6/2016 6:22,1,601949,2,,1,,,1,,,,,,,,5,2,1,1,2,5,5,5,5,3,5,,5,5,5,4,7,4,3,4,4,4,2,2,4,3,4,5,7,5,4,7,5,4,7,6,4,6,6,7,6,6,6,2,4,6,2,7,5,7,5,1,,1,,,,4,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,2,2,2,2,1,1,2,1,2,3,2,24,2,,39.47520447,-0.418304443,-1
R_e8yQKJbPLQJDJL7,Default Response Set,Anonymous,,,213.254.100.232,0,5/6/2016 6:16,5/6/2016 6:24,1,601965,2,,1,,1,,,,,,,,,5,1,1,1,1,2,5,4,5,1,5,,5,5,5,3,7,3,1,3,4,6,4,6,2,6,6,6,4,6,3,6,5,6,6,4,3,6,2,4,2,5,6,2,6,6,6,6,5,6,,4,,1,,3,1,,,,,,,,,,,,,,2,3,2,3,1,2,1,2,2,5,,,,,,,2,2,2,2,4,4,2,1,6,3,2,28,6,,41.65519714,-4.723693848,-1
R_4Nt7wjQ0KYAmPtj,Default Response Set,Anonymous,,,217.125.151.121,0,5/6/2016 6:16,5/6/2016 6:25,1,601964,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,6,5,4,5,7,4,2,5,3,5,3,6,5,5,5,5,7,6,4,7,7,3,6,4,2,5,4,6,5,5,5,2,4,6,3,1,4,6,4,6,,3,,,,,,,,,,,,,,,5,1,2,1,3,3,3,3,3,3,1,5,,,,,,,2,2,3,2,3,3,2,1,4,4,3,31,3,,41.38879395,2.158996582,-1
R_08MElwEy8lMeW2x,Default Response Set,Anonymous,,,84.79.103.251,0,5/6/2016 6:05,5/6/2016 6:25,1,601926,2,,1,,,,,,,,,,1,5,1,1,4,3,4,5,5,5,4,5,,4,5,5,4,5,3,3,3,4,4,4,4,4,4,6,5,7,5,4,6,6,5,6,4,3,5,3,7,3,4,6,2,5,5,3,2,5,6,5,1,,1,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,3,3,3,5,,,,,,,3,3,3,3,3,3,2,6,3,2,1,21,2,,41.54330444,2.109405518,-1
R_72LkmSAabMynLaB,Default Response Set,Anonymous,,,85.136.113.108,0,5/6/2016 6:18,5/6/2016 6:26,1,601976,2,,1,,,,,,,,,,1,5,2,2,2,2,3,5,5,5,3,5,,2,6,2,2,6,2,3,3,6,2,3,6,5,5,6,6,6,6,2,6,3,2,6,2,2,5,2,6,6,6,5,2,2,6,6,2,2,6,6,1,,1,,,,7,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,2,2,2,2,3,3,2,1,5,2,2,27,5,,37.38240051,-5.976104736,-1
R_dapwRvDCpfu1xfn,Default Response Set,Anonymous,,,79.152.129.51,0,5/6/2016 6:21,5/6/2016 6:26,1,601985,2,,1,,,,,,,,,,1,4,1,1,1,1,3,5,5,5,3,5,,6,6,6,6,7,5,6,6,5,6,7,3,7,7,6,6,6,7,4,7,6,4,7,5,4,7,6,7,6,7,7,2,6,7,7,6,7,7,7,1,,1,,,,,,,,1,1,1,1,1,4,1,,,2,3,2,1,2,1,2,1,2,5,,,,,,,1,1,2,2,2,1,2,1,4,5,3,15,2,,41.65519714,-4.723693848,-1
R_8xcS1SnKsN18FWl,Default Response Set,Anonymous,,,80.30.245.62,0,5/6/2016 6:20,5/6/2016 6:28,1,601982,2,,1,,,,,,,,,,1,7,1,1,1,1,5,5,5,5,3,5,,4,5,5,4,4,4,3,3,5,4,3,3,4,4,4,4,5,5,3,4,5,4,5,4,3,5,4,5,5,5,4,2,5,4,4,4,4,4,5,1,,1,,,,,,4,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,3,3,3,4,3,2,3,3,4,1,42,3,,40.41650391,-3.702606201,-1
R_0HZjAQM8a8AcLT7,Default Response Set,Anonymous,,,2.136.235.62,0,5/6/2016 6:22,5/6/2016 6:28,1,601990,2,,1,,,1,,,,,,,,4,3,3,2,2,5,5,5,5,3,5,,5,6,3,2,3,3,1,1,4,6,3,2,2,6,6,6,7,6,1,5,6,5,6,2,3,7,2,7,7,2,7,2,6,7,3,3,4,5,5,1,,3,,,,,,,,,,,,,,,4,1,2,3,3,3,1,2,3,1,1,5,,,,,,,2,2,3,3,3,4,2,2,1,2,1,19,4,,40.41650391,-3.702606201,-1
R_9NuFVo8cjk0gNc9,Default Response Set,Anonymous,,,80.30.215.24,0,5/6/2016 6:17,5/6/2016 6:29,1,601969,2,,1,,,,,,,,,,1,5,1,1,1,1,3,5,5,5,2,5,,3,7,1,1,5,1,1,1,6,7,1,2,2,7,7,7,7,2,1,5,1,5,7,1,7,7,4,7,7,2,7,2,7,7,1,2,1,5,5,1,,1,,,,,,,,3,3,3,3,3,1,1,,,2,1,2,3,2,2,2,3,1,5,,,,,,,3,3,1,3,3,1,1,6,3,3,1,25,2,,43.46470642,-3.804397583,-1
R_01h3OylxkQAOWod,Default Response Set,Anonymous,,,82.129.74.104,0,5/6/2016 6:15,5/6/2016 6:29,1,601960,2,,1,,,,,,,,,,1,5,1,1,2,2,4,5,5,5,3,5,,6,7,7,2,7,1,7,1,3,6,1,7,1,5,7,7,7,7,3,7,7,5,7,2,1,7,6,7,7,7,7,2,7,6,7,1,7,7,7,1,,1,,,,,,7,1,,,,,,,,,,3,3,3,1,1,3,1,3,1,5,,,,,,,7,1,1,1,1,1,2,1,3,4,2,22,2,,40.41720581,-3.684005737,-1
R_cvS7QCdfk4dDnqR,Default Response Set,Anonymous,,,195.77.128.142,0,5/6/2016 6:21,5/6/2016 6:30,1,601988,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,5,4,4,3,4,5,4,4,3,5,3,4,5,4,6,4,2,7,3,3,3,2,4,4,4,5,4,4,5,6,4,2,4,4,5,4,5,5,5,1,,1,,,,,,3,1,,,,,,,,,,2,2,1,2,1,2,1,1,1,5,,,,,,,1,2,2,2,2,1,1,1,4,2,1,39,3,,40.41650391,-3.702606201,-1
R_6PZ5gxjRlnWObyt,Default Response Set,Anonymous,,,83.37.170.9,0,5/6/2016 6:21,5/6/2016 6:30,1,601986,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,5,1,5,,6,6,5,4,7,5,3,4,5,5,2,6,5,5,6,6,7,6,3,6,6,5,6,5,1,5,2,3,6,5,4,2,6,7,2,2,4,6,5,1,,2,,,,,,,,2,1,3,2,2,2,1,,,2,1,1,1,1,2,2,2,1,5,,,,,,,2,3,4,3,3,4,1,1,4,3,1,21,2,,36.83810425,-2.459701538,-1
R_1G07r9ZSmu5mhMN,Default Response Set,Anonymous,,,77.209.127.7,0,5/6/2016 6:16,5/6/2016 6:30,1,601967,2,,1,,,,,,,,,,1,6,2,2,1,1,1,5,5,5,2,5,,7,7,1,3,5,1,1,4,6,5,1,5,4,5,5,5,6,5,4,6,7,7,7,3,4,6,1,6,6,5,5,2,7,7,5,3,1,5,5,1,,5,.,7,1,,,,,,,,,,,,,,1,2,1,2,1,1,2,1,1,5,,,,,,,1,1,1,1,1,1,2,6,1,3,1,34,3,,40.41650391,-3.702606201,-1
R_20hacVIpzaZjGHH,Default Response Set,Anonymous,,,83.34.208.253,0,5/6/2016 6:19,5/6/2016 6:31,1,601980,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,5,1,5,,5,6,4,2,7,1,2,1,5,1,1,7,1,3,1,6,7,5,1,7,7,7,7,1,4,1,1,7,1,7,1,2,7,7,,2,2,3,5,6,,3,,,,3,1,,,,,,,,,,,,2,2,3,2,2,1,2,1,2,5,,,,,,,1,4,1,1,2,2,2,1,3,2,1,20,2,,36.62030029,-4.499801636,-1
R_1XPFJE0etOtMvI1,Default Response Set,Anonymous,,,95.60.18.204,0,5/6/2016 6:28,5/6/2016 6:31,1,601956,2,,1,,,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,5,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,2,4,4,5,5,4,4,4,1,,1,,,,,,4,1,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,3,3,3,3,3,3,1,1,2,2,1,25,2,,43.2875061,-5.638000488,-1
R_1BtwSRmr3wf29BX,Default Response Set,Anonymous,,,83.46.49.123,0,5/6/2016 5:47,5/6/2016 6:31,1,601862,2,,1,,,,,,,,,,1,6,1,2,1,2,4,5,5,5,3,5,,7,7,2,1,3,2,1,1,6,7,1,1,1,7,7,7,5,6,2,6,6,1,6,1,3,7,6,2,7,3,7,2,5,6,4,6,2,5,5,1,,3,,3,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,1,5,,,,,,,2,2,1,3,4,5,2,1,7,5,4,31,3,,40.41650391,-3.702606201,-1
R_b8U6ex0HcQ4hCxD,Default Response Set,Anonymous,,,92.57.161.159,0,5/6/2016 6:25,5/6/2016 6:32,1,601995,2,,1,,,,,,,,,,1,5,1,1,1,1,2,3,5,5,3,5,,5,5,2,3,4,4,1,2,4,7,4,4,2,,7,7,6,6,2,5,6,6,6,3,2,7,4,5,7,4,7,2,5,4,2,3,5,5,5,1,,1,,,,,,,,2,2,2,2,2,4,1,,,2,3,2,1,1,1,2,1,1,5,,,,,,,3,3,3,3,3,3,1,1,3,3,2,29,3,,39.44659424,-6.507598877,-1
R_eG702tu9Ns2f7Pn,Default Response Set,Anonymous,,,92.185.102.254,0,5/6/2016 6:24,5/6/2016 6:33,1,601992,2,,1,,,,,,,,,,1,3,2,2,3,2,4,5,5,5,3,5,,5,6,1,3,6,2,2,6,6,4,2,4,2,4,6,5,7,4,3,6,6,7,6,3,4,5,1,4,6,6,4,2,6,6,1,6,3,5,3,1,,3,,3,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,3,2,4,1,2,2,4,1,2,1,8,1,,40.96879578,-5.663894653,-1
R_ai1QToiYsxJC9Ap,Default Response Set,Anonymous,,,81.36.240.1,0,5/6/2016 6:27,5/6/2016 6:33,1,602001,2,,1,,,1,,,,,,,,5,1,1,1,2,3,5,3,5,3,5,,3,5,1,2,6,6,4,4,2,4,2,5,4,4,5,4,4,4,2,5,5,5,5,5,,5,4,5,5,5,4,2,3,5,6,5,5,5,5,1,,1,,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,2,1,3,5,5,5,4,4,3,3,3,3,2,3,2,1,1,5,4,3,25,4,,28.48530579,-16.32009888,-1
R_2sg1QUwlKnq3MkR,Default Response Set,Anonymous,,,83.32.211.128,0,5/6/2016 6:17,5/6/2016 6:34,1,601972,2,,1,,1,,,,,,,,,4,2,2,1,1,1,5,5,5,2,5,,1,7,1,1,4,1,1,1,5,1,4,3,7,7,7,7,7,7,2,4,5,2,7,6,1,7,7,7,7,7,7,2,7,7,7,3,1,7,7,1,,1,,,,,,,,1,1,1,1,1,2,1,,,2,1,2,2,2,2,1,1,1,5,,,,,,,1,1,1,1,1,1,2,1,3,2,1,13,5,,41.49229431,2.033004761,-1
R_b33uKsJQD5ln3vL,Default Response Set,Anonymous,,,90.69.66.98,0,5/6/2016 6:19,5/6/2016 6:34,1,601977,2,,1,,,,,,,,,,1,7,2,1,2,2,5,5,5,5,2,5,,6,5,6,3,4,5,3,3,5,6,4,4,4,5,5,6,6,5,3,4,6,5,4,3,3,5,4,6,5,4,5,2,5,5,3,3,5,5,4,1,,1,,,,5,1,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,4,4,4,5,5,5,5,3,3,3,3,4,3,1,1,2,1,,43,2,,40.41650391,-3.702606201,-1
R_5pBw4Tq81Ftc1Zr,Default Response Set,Anonymous,,,90.173.172.252,0,5/6/2016 6:30,5/6/2016 6:37,1,602007,2,,1,,,,,,,,,,1,4,1,1,2,2,4,5,5,5,3,5,,7,7,5,2,5,1,7,1,5,7,1,1,1,7,7,7,7,1,1,5,7,5,7,1,5,7,1,5,7,3,7,2,7,7,1,7,4,1,1,1,,1,,,,4,1,,,,,,,,,,,,3,3,2,1,1,1,3,1,1,4,7,7,7,7,7,7,6,5,5,6,6,5,1,1,1,5,1,14,7,fp1,40.41650391,-3.702606201,-1
R_dhT6FM0Yo5v3aFD,Default Response Set,Anonymous,,,151.182.51.182,0,5/6/2016 6:27,5/6/2016 6:37,1,602000,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,5,,6,7,6,5,6,2,2,2,5,6,2,5,3,3,6,6,7,6,3,6,7,7,7,6,2,1,1,6,1,6,7,2,6,7,1,6,7,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,1,5,,,,,,,1,1,2,2,2,2,1,1,3,3,1,31,2,,40.41650391,-3.702606201,-1
R_5cOhqQbpsLYRk5T,Default Response Set,Anonymous,,,81.47.233.9,0,5/6/2016 6:32,5/6/2016 6:37,1,602016,2,,1,,,,,,,,,,1,6,1,1,1,1,1,5,5,5,3,5,,5,4,4,4,4,5,4,4,4,3,4,4,4,3,3,3,4,4,5,5,5,5,7,5,5,3,2,6,4,3,3,2,4,6,4,4,5,5,4,6,,3,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,2,3,1,5,,,,,,,4,3,3,3,4,3,2,1,6,3,3,32,4,,40.41650391,-3.702606201,-1
R_7PxfdPasGZ9shYp,Default Response Set,Anonymous,,,85.53.153.134,0,5/6/2016 6:25,5/6/2016 6:37,1,601997,2,,1,,,,,,,,,,1,5,3,2,4,5,4,5,5,5,4,5,,7,5,7,1,7,1,1,1,4,7,4,4,1,7,7,7,6,5,1,7,4,4,7,1,4,7,6,7,7,1,7,2,4,5,2,4,4,5,6,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,2,3,3,5,,,,,,,4,4,5,4,4,4,1,1,2,1,,20,1,,41.30969238,1.647399902,-1
R_eqYW4e3pwE8eFdr,Default Response Set,Anonymous,,,95.23.145.94,0,5/6/2016 6:31,5/6/2016 6:38,1,602010,2,,1,,,,,,,,,,1,6,1,1,1,1,2,5,5,5,3,5,,4,5,3,3,1,7,1,3,4,6,7,1,2,5,7,7,7,4,2,4,5,5,7,3,4,6,5,6,6,2,7,2,2,6,2,3,6,5,3,1,,2,,5,1,,,,,,,,,,,,,,2,3,2,3,2,1,3,1,2,1,7,7,7,7,7,7,4,4,4,4,4,4,2,2,4,4,3,31,2,,41.38879395,2.158996582,-1
R_0kVqxBgxr44399X,Default Response Set,Anonymous,,,83.56.37.118,0,5/6/2016 5:42,5/6/2016 6:38,1,601850,2,,1,,,,,,,,,,1,5,1,1,1,2,3,5,5,3,3,5,,6,7,4,2,5,2,1,3,5,6,2,4,2,5,6,6,6,4,4,5,6,5,6,3,2,6,3,4,6,2,5,2,6,6,2,4,2,4,5,1,,1,,,,,,5,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,3,4,3,3,3,5,2,3,3,4,3,29,3,,39.85809326,-4.022598267,-1
R_etFfE3H6V50Sq0t,Default Response Set,Anonymous,,,37.134.101.206,0,5/6/2016 6:25,5/6/2016 6:38,1,601996,2,,1,,,,,,,,,,1,4,5,1,2,1,3,5,5,3,3,5,,5,4,4,4,6,4,3,4,3,4,3,2,4,4,6,5,7,7,4,5,5,5,6,4,4,7,4,7,6,6,6,2,4,7,4,3,4,5,4,1,,1,,,,,,2,1,,,,,,,,,,2,2,2,1,1,2,2,2,1,4,4,4,4,4,4,4,3,3,2,3,4,4,1,2,2,3,2,16,1,,37.38240051,-5.976104736,-1
R_3NJNr53hMCRtGrr,Default Response Set,Anonymous,,,83.46.98.13,0,5/6/2016 6:29,5/6/2016 6:39,1,602005,2,,1,,,,,,,,,,1,5,2,1,1,1,3,5,5,5,4,5,,6,6,5,4,6,3,3,2,5,6,2,4,4,5,4,6,6,5,3,6,6,5,6,3,4,6,5,6,6,6,6,2,4,6,2,3,4,5,2,1,,1,,,,5,1,,,,,,,,,,,,3,3,3,1,1,2,2,3,1,5,,,,,,,4,4,3,3,4,3,2,6,1,4,3,20,2,,41.65519714,-4.723693848,-1
R_a3JPb0e2i8JE8hD,Default Response Set,Anonymous,,,90.71.167.51,0,5/6/2016 6:32,5/6/2016 6:39,1,602017,2,,1,,,,,,,,,,1,6,1,3,1,1,1,5,5,5,3,5,,2,6,1,2,4,3,1,3,3,6,3,5,2,5,6,6,6,7,3,6,5,6,5,2,2,6,6,6,5,3,6,2,4,6,5,2,6,6,6,1,,1,,,,,,,,,,,,,,,3,1,2,1,2,2,1,1,1,1,1,5,,,,,,,1,2,2,2,2,2,1,1,6,2,1,40,2,,40.41720581,-3.684005737,-1
