V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Conrol
R_5i37uah6DOt93KZ,Default Response Set,Anonymous,,,93.219.194.10,0,05MAY16:14:29:00,05MAY16:14:40:00,1,401269,2,0,1,,0,0,0,0,,,0,0,1,6,0,1,1,1,4,5,5,5,3,4,,5,6,3,5,6,3,4,0,4,4,4,4,4,6,6,6,6,4,4,6,6,6,6,4,6,6,3,4,5,6,6,2,4,4,2,4,2,4,4,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,2,5,0,0,0,0,0,0,5,5,5,5,5,5,2,3,3,3,2,38,2,52.51669312,13.3999939,-1,3,4,8,4,4,4,66,4,2,18,62,28,-4.95767,3.45969,-3.58511,0.890798,-1.73676061,1.211991382,-1.255928255,0.312062497,0,0,1,0,0
R_eXmSfPBXMybzDJr,Default Response Set,Anonymous,,,178.203.95.17,0,05MAY16:14:32:00,05MAY16:14:41:00,1,401271,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,3,5,5,5,3,4,,7,5,5,4,7,6,3,5,5,3,7,4,4,5,5,6,7,5,5,6,7,4,7,4,4,4,5,5,6,5,5,2,6,6,6,1,5,5,6,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,4,7,5,7,6,6,7,2,3,4,3,4,3,2,2,3,2,1,43,2,51,9,-1,4,5,3,4,3,4,57,7,4,27,86,29,-5.77293,0.252229,-4.32622,1.10805,-2.022360792,0.088360337,-1.515552364,0.388169764,0,0,1,0,0
R_4UzPnVsAcwpJ94N,Default Response Set,Anonymous,,,79.255.212.16,0,05MAY16:14:27:00,05MAY16:14:42:00,1,401265,2,0,1,1,0,0,0,0,,,0,0,0,6,1,1,2,1,3,5,5,5,3,4,,4,4,5,4,5,5,3,2,5,4,6,4,4,4,4,5,6,5,3,6,5,5,4,4,3,4,6,5,5,4,4,2,4,6,7,2,4,5,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1,2,1,1,1,4,4,4,4,4,4,4,3,4,3,3,4,4,1,2,1,3,2,33,2,52.00849915,8.778503418,-1,4,5,6,4,5,4,58,6,5,26,77,23,-1.34083,-1.91418,-1.3437,0.623042,-0.469716768,-0.670571544,-0.47072218,0.218262773,0,0,1,0,0
R_5jN05MbdoYCENaB,Default Response Set,Anonymous,,,95.91.226.165,0,05MAY16:14:36:00,05MAY16:14:43:00,1,401288,2,0,1,,0,0,0,0,,,0,0,1,6,3,3,3,2,4,5,5,5,3,4,,7,6,5,3,5,7,3,2,7,4,7,1,4,1,1,1,5,5,5,4,3,4,2,3,1,3,6,4,4,1,5,2,6,4,6,2,6,6,4,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,4,2,2,1,2,2,1,0,34,2,53.55000305,10,-1,5,5,6,4,3,5,47,6,7,28,83,13,-1.93299,-0.660703,-1.10511,1.23103,-0.677161024,-0.231456096,-0.387139829,0.431251861,0,0,1,0,0
R_a42Kyz18jP8Q48R,Default Response Set,Anonymous,,,176.198.105.1,0,05MAY16:14:44:00,05MAY16:14:54:00,1,401302,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,2,1,4,5,5,5,3,4,,6,6,4,3,2,6,2,3,6,5,5,2,3,5,4,4,7,4,2,4,5,5,6,4,4,6,6,2,6,1,6,2,6,6,6,2,4,6,3,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,2,2,5,0,0,0,0,0,0,4,3,4,3,3,3,1,1,6,5,2,33,3,51,9,-1,5,6,5,5,6,4,67,6,4,23,80,15,-2.0119,0.22499,0.398655,1.895,-0.70480461,0.078818027,0.139655988,0.663852446,0,0,1,0,0
R_38V6Bn6h3iKr6KN,Default Response Set,Anonymous,,,80.187.104.16,0,05MAY16:14:40:00,05MAY16:14:54:00,1,401299,2,0,1,,0,0,0,0,,,0,0,1,5,4,3,3,4,3,5,5,5,4,4,,7,7,7,5,6,2,1,1,7,7,7,7,4,7,7,7,7,4,1,6,7,7,7,2,6,7,7,2,7,5,7,2,7,7,7,2,4,6,5,7,K,,,0,0,3,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,7,6,5,6,7,6,2,1,3,2,1,23,1,51,9,-1,3,7,7,4,7,6,83,6,2,23,92,31,-5.833,-4.20765,-3.8721,-1.63903,-2.043404389,-1.474015169,-1.356465993,-0.57418157,0,0,1,0,0
R_cD7ZweyRXhuEQAJ,Default Response Set,Anonymous,,,84.133.123.64,0,05MAY16:15:04:00,05MAY16:15:07:00,1,401316,2,0,1,,1,0,0,0,,,0,0,0,5,2,1,1,1,2,5,5,5,3,4,,6,5,3,5,6,4,4,5,6,5,2,5,5,5,5,6,6,6,5,4,6,5,5,6,5,4,4,3,5,5,5,2,5,5,2,6,3,6,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,5,2,1,24,3,51.36669922,12.38330078,-1,3,4,3,3,3,2,53,2,3,23,65,25,-0.794369,2.10517,-1.85048,0.635785,-0.278281691,0.737478762,-0.648256293,0.222726875,0,0,1,0,0
R_agh9Hl9HWSqzySh,Default Response Set,Anonymous,,,91.67.151.246,0,05MAY16:15:04:00,05MAY16:15:17:00,1,401318,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,1,1,3,5,5,5,2,4,,6,7,2,5,6,1,2,2,4,6,4,6,4,5,7,7,7,7,1,6,7,7,7,5,2,7,7,3,7,5,6,2,5,7,7,2,4,7,7,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2,3,4,4,4,4,4,4,3,2,2,2,2,2,1,1,5,2,1,44,5,49.32479858,7.335693359,-1,3,6,6,4,7,3,74,6,6,33,78,30,-3.3585,3.55841,1.27698,1.56546,-1.176542713,1.246574767,0.447348969,0.548408681,0,0,1,0,0
R_0THr8Flr1QuBVeR,Default Response Set,Anonymous,,,79.208.211.16,0,05MAY16:15:12:00,05MAY16:15:22:00,1,401321,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,2,2,3,5,5,5,3,4,,2,5,2,3,6,3,2,4,5,6,3,4,2,6,6,6,6,5,6,6,4,5,6,6,4,5,4,2,6,4,6,2,1,6,2,2,1,6,6,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,0,1,5,5,2,1,45,2,51.31199646,12.30769348,-1,5,6,4,6,2,2,66,6,4,27,51,26,-6.43216,0.302002,-2.62052,1.34396,-2.253300871,0.105796711,-0.918015099,0.470813263,0,0,1,0,0
R_6mMviMcx32ZFlU9,Default Response Set,Anonymous,,,91.49.55.196,0,05MAY16:15:36:00,05MAY16:15:43:00,1,401339,1,1,1,,0,0,0,0,,,0,0,1,5,3,2,3,1,3,5,5,5,2,4,,6,5,3,4,6,4,3,4,6,5,4,6,5,4,5,5,7,4,3,5,5,3,4,4,3,4,5,2,4,4,5,2,5,5,4,4,3,5,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,1,2,2,2,2,1,1,3,2,1,26,2,51,9,-1,4,5,4,3,5,4,57,4,5,22,67,25,-2.56667,3.69814,-0.169358,1.07214,-0.899150479,1.295524689,-0.059329141,0.375589848,0,0,1,0,0
R_8CagxriLzkH87xH,Default Response Set,Anonymous,,,31.17.56.98,0,05MAY16:15:35:00,05MAY16:15:44:00,1,401337,2,0,1,,0,0,0,0,,,0,0,1,7,2,2,3,1,2,5,5,5,2,4,,7,7,4,4,5,7,3,4,5,4,7,5,5,6,6,4,5,4,2,5,7,7,6,3,4,5,4,6,5,1,6,2,6,7,5,3,4,5,4,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,1,3,4,2,3,3,1,2,3,1,0,41,2,54.79829407,9.420593262,-1,4,5,4,3,6,5,63,5,4,22,88,22,-5.7222,-4.78565,-4.14182,-0.13779,-2.004589165,-1.676498923,-1.450953741,-0.048270305,0,0,1,0,0
R_5pzujlKQkY2DFe5,Default Response Set,Anonymous,,,84.61.157.203,0,05MAY16:15:41:00,05MAY16:15:52:00,1,401343,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,2,3,5,5,5,2,4,,6,7,6,2,7,6,1,4,5,7,7,6,2,6,5,6,6,5,3,6,4,6,6,4,4,4,6,3,3,4,6,2,6,6,3,2,4,6,6,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,2,3,3,5,0,0,0,0,0,0,2,2,2,2,2,2,1,5,3,3,1,44,2,51.43330383,6.883300781,-1,6,7,4,6,5,4,69,6,4,27,81,29,-4.52421,-5.29652,-3.54928,-1.05841,-1.584911807,-1.855465835,-1.243376364,-0.370779983,0,0,1,0,0
R_eVVSHhrMnhyE3wF,Default Response Set,Anonymous,,,84.148.160.14,0,05MAY16:15:56:00,05MAY16:16:04:00,1,401366,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,2,5,5,5,2,4,,6,6,2,3,6,5,3,3,6,6,5,6,3,4,6,6,7,5,3,6,6,6,6,6,3,5,5,2,5,4,5,2,5,7,6,2,3,7,7,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,3,3,3,3,1,1,5,3,2,35,5,53.55000305,10,-1,5,5,5,5,5,2,64,6,5,30,77,28,-6.03048,-4.37976,-4.034,-0.00167882,-2.112585171,-1.534308385,-1.413182463,-0.000588121,0,0,1,0,0
R_1ETpwAHdiq6ELMV,Default Response Set,Anonymous,,,47.64.19.170,0,05MAY16:15:58:00,05MAY16:16:05:00,1,401372,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,3,2,3,5,5,5,3,4,,5,5,4,3,6,5,2,3,5,5,5,4,3,5,6,6,5,5,4,6,5,4,5,3,2,6,5,3,6,5,5,2,5,5,4,4,4,5,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,2,6,5,6,6,6,6,4,4,4,4,4,4,2,1,2,3,1,25,3,53.33329773,12.68330383,-1,5,6,5,5,4,5,69,4,6,24,69,26,-5.93421,-0.222721,-0.159166,0.778729,-2.078860066,-0.078023156,-0.055758701,0.272802718,0,0,1,0,0
R_bfuntwTDJTl71mB,Default Response Set,Anonymous,,,37.201.195.12,0,05MAY16:15:55:00,05MAY16:16:17:00,1,401365,2,0,1,,1,0,0,0,,,0,0,0,4,2,1,1,1,3,5,5,5,2,4,,5,7,4,3,5,5,2,2,5,7,7,5,3,6,6,6,7,5,2,5,6,6,6,1,4,5,6,3,5,2,4,2,6,5,7,2,4,6,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,5,4,5,5,6,2,1,3,3,3,17,2,51,9,-1,5,6,6,5,6,7,74,6,4,27,83,23,-4.78612,-0.634466,-4.72264,2.01766,-1.676663572,-0.222264805,-1.654425391,0.706822441,0,0,1,0,0
R_8jDGWdUWQR2HsIR,Default Response Set,Anonymous,,,93.130.91.124,0,05MAY16:16:15:00,05MAY16:16:28:00,1,401379,2,0,1,,0,0,0,0,,1,0,0,0,4,3,1,2,1,4,5,5,5,3,4,,5,6,5,4,3,6,1,1,2,7,5,4,4,7,7,6,4,4,2,6,4,5,4,4,4,7,6,3,4,5,6,2,6,5,6,2,4,4,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,2,3,1,1,3,1,1,5,0,0,0,0,0,0,3,3,4,3,6,4,2,1,4,2,1,14,3,51.71670532,9.183303833,-1,4,7,7,4,6,4,76,6,4,23,72,22,-5.78913,0.37809,-3.86421,0.176723,-2.028035943,0.1324517,-1.353701985,0.061909233,0,0,1,0,0
R_08pRysDAv5tTFn7,Default Response Set,Anonymous,,,89.104.1.127,0,05MAY16:16:46:00,05MAY16:16:57:00,1,800306,2,0,1,,0,0,0,0,,,0,0,1,4,1,2,1,3,3,5,5,5,3,2,,6,7,4,4,5,5,3,2,6,6,6,6,4,5,6,6,7,5,3,6,7,7,6,3,5,6,5,2,4,5,5,2,0,6,3,5,4,5,5,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,5,0,0,0,0,0,0,4,3,3,3,4,2,2,1,1,1,0,16,2,47.99960327,16.86050415,-1,4,5,6,4,5,5,67,3,3,21,75,28,-3.15545,0.823667,-0.834544,0.777683,-1.10541066,0.288545305,-0.292355713,0.272436286,0,0,1,0,0
R_a34JQ3SV7TBEEqp,Default Response Set,Anonymous,,,87.170.2.79,0,05MAY16:17:18:00,05MAY16:17:27:00,1,401389,2,0,1,,0,0,0,0,,,0,0,1,2,3,3,3,3,3,5,5,5,3,4,,6,7,3,4,7,6,2,5,5,4,5,2,4,3,3,5,5,3,3,7,7,6,7,2,1,4,6,2,4,1,5,2,7,7,6,1,3,7,7,1,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,4,1,2,1,4,4,50.56669617,13,-1,4,6,3,4,5,6,56,7,7,31,81,24,-5.23106,-0.207802,-0.546974,0.764638,-1.832534025,-0.072796763,-0.19161479,0.267866389,0,0,1,0,0
R_1YcTHtyDk7JGFI9,Default Response Set,Anonymous,,,82.207.250.20,0,05MAY16:17:39:00,05MAY16:17:51:00,1,401395,2,0,1,,0,0,0,0,,,0,0,1,7,0,2,3,1,3,5,5,5,1,4,,6,6,6,4,2,6,2,4,4,6,6,4,2,6,6,6,6,4,2,4,6,6,5,2,4,6,4,6,6,2,6,2,5,6,6,4,6,4,5,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,1,1,4,1,0,43,5,51.55000305,7.316696167,-1,4,6,4,6,6,6,74,4,4,21,85,17,-5.80292,-4.31704,-4.13049,0.422844,-2.032866827,-1.512336445,-1.446984639,0.148129828,0,0,1,0,0
R_6rpApv7ztdN1tMV,Default Response Set,Anonymous,,,78.54.108.212,0,05MAY16:17:55:00,05MAY16:18:03:00,1,401402,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,2,4,5,5,5,3,4,,4,4,1,4,4,1,4,4,2,5,2,2,2,5,4,6,7,4,2,2,5,4,4,3,4,4,4,1,5,2,4,2,1,6,2,1,1,6,7,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,5,4,5,4,4,4,4,4,4,4,4,3,1,1,5,3,2,43,5,53.55000305,10,-1,4,4,4,6,6,5,62,7,4,28,45,14,-4.54669,-3.41719,-1.13822,-1.60693,-1.592786954,-1.197102871,-0.398738856,-0.562936365,0,0,1,0,0
R_0VggXfDShHpicGV,Default Response Set,Anonymous,,,80.187.114.19,0,05MAY16:18:04:00,05MAY16:18:12:00,1,401404,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,5,4,5,3,4,,5,6,3,4,6,5,3,4,5,4,5,5,4,3,5,4,6,5,3,6,0,5,6,4,5,5,5,4,5,4,4,2,6,5,6,5,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,3,3,1,1,3,6,6,6,5,4,6,4,4,4,4,4,4,2,2,3,3,2,30,2,51,9,-1,4,5,4,4,5,4,56,3,3,21,70,27,-4.9227,0.834975,-4.0754,-0.341615,-1.724509993,0.2925067,-1.427685625,-0.119673854,0,0,1,0,0
R_3RhIkVEPeGxeEeh,Default Response Set,Anonymous,,,85.178.51.166,0,05MAY16:18:41:00,05MAY16:18:54:00,1,401418,2,0,1,,0,0,0,0,,,0,0,1,5,2,2,2,1,5,5,5,5,3,4,,5,6,4,3,7,4,2,4,4,5,6,6,4,5,5,5,7,4,2,6,6,5,5,2,4,5,4,5,5,1,4,2,6,5,7,3,4,4,4,7,v,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,3,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,2,2,1,0,29,2,52.51669312,13.3999939,-1,5,6,4,4,6,6,65,5,4,21,78,25,-5.73342,-4.22164,-3.15479,-0.700398,-2.008519732,-1.478916116,-1.10517945,-0.245361966,0,0,1,0,0
R_e5MiB4fB8Fx08st,Default Response Set,Anonymous,,,31.19.67.48,0,05MAY16:18:50:00,05MAY16:19:06:00,1,401420,2,0,1,,0,0,0,0,,,0,0,1,4,3,4,2,1,5,5,5,5,3,4,,6,6,4,3,7,6,3,2,4,6,4,6,4,5,5,4,6,4,3,7,6,6,6,3,5,7,7,1,6,4,6,2,5,5,5,4,5,4,3,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,2,5,0,0,0,0,0,0,4,4,4,4,4,4,2,7,2,1,0,17,1,52.36669922,9.716705322,-1,5,5,6,4,5,5,69,4,3,18,76,30,-6.58691,4.65924,-3.99641,1.2636,-2.307512568,1.632215235,-1.400014013,0.442661716,0,0,1,0,0
R_elKarTHkGEvnSkd,Default Response Set,Anonymous,,,79.217.130.13,0,05MAY16:19:12:00,05MAY16:19:22:00,1,401428,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,5,5,5,3,4,,7,6,5,4,6,6,2,4,5,4,4,6,4,4,4,5,6,4,4,6,6,5,6,2,4,4,5,3,6,5,4,2,5,7,4,2,4,4,5,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,2,3,1,1,2,3,3,1,2,7,7,6,7,7,7,3,2,4,3,3,3,2,1,3,2,1,36,5,49.14230347,9.223403931,-1,4,6,4,4,4,6,59,6,4,23,78,29,-6.05537,-2.35684,-1.46237,0.316843,-2.121304584,-0.825643271,-0.512294407,0.110995779,0,0,1,0,0
R_2mWqlbaZIW0p5wF,Default Response Set,Anonymous,,,87.78.229.71,0,05MAY16:20:13:00,05MAY16:20:31:00,1,401444,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,2,4,5,5,5,3,4,,5,5,5,2,6,4,1,3,3,7,5,5,2,7,7,7,5,6,1,4,6,6,4,2,4,7,6,5,7,4,6,2,4,6,6,4,3,6,4,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,2,3,2,3,4,4,1,5,2,1,0,41,2,50.93330383,6.949996948,-1,6,7,5,6,7,6,85,4,4,24,74,23,-5.93875,-2.82495,-4.21826,0.354394,-2.080450509,-0.98963059,-1.477732042,0.124150567,0,0,1,0,0
R_bJYkuwaTrOD4HuR,Default Response Set,Anonymous,,,92.74.226.240,0,05MAY16:20:43:00,05MAY16:20:51:00,1,401447,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,1,3,5,5,5,4,4,,5,7,4,4,2,7,3,4,7,4,6,4,4,4,5,5,3,4,4,5,4,5,7,2,4,5,5,3,6,4,5,2,6,5,6,3,4,5,4,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,3,4,3,3,3,2,2,4,4,1,34,5,47.63349915,7.692199707,-1,4,5,4,4,4,6,61,5,4,22,77,22,-2.17702,-0.0265572,-0.851425,2.16363,-0.762649104,-0.009303463,-0.29826943,0.757958347,0,0,1,0,0
R_eOG3MZBzStsBSzH,Default Response Set,Anonymous,,,2.164.85.94,0,06MAY16:00:44:00,06MAY16:00:52:00,1,401464,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,3,5,5,5,3,4,,5,5,4,4,4,4,4,5,3,5,5,5,4,4,4,4,6,4,5,5,6,5,6,2,2,4,4,3,4,4,4,2,4,6,6,3,6,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,5,0,0,0,0,0,0,3,3,3,3,3,3,1,5,5,2,1,43,2,51,9,-1,4,4,3,4,3,6,53,5,6,25,72,24,-7.06436,-2.17738,-1.36989,2.08429,-2.474771855,-0.762775219,-0.479897007,0.730164124,0,0,1,0,0
R_4OdakD6JdnaCwaV,Default Response Set,Anonymous,,,5.61.184.185,0,06MAY16:00:59:00,06MAY16:01:07:00,1,401468,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,3,2,2,5,5,5,4,4,,5,6,4,3,5,6,1,1,6,5,6,4,2,6,6,7,7,5,2,5,6,7,5,2,2,6,7,2,7,4,6,2,6,6,6,3,4,5,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,1,5,0,0,0,0,0,0,2,2,2,2,2,1,2,1,4,2,1,16,2,48.39810181,9.970001221,-1,5,7,7,6,6,6,80,5,6,25,84,23,-6.06449,-1.61169,-0.362194,2.05403,-2.124499483,-0.564603878,-0.126883046,0.719563504,0,0,1,0,0
R_3EO8btMUYXTNgMd,Default Response Set,Anonymous,,,84.135.86.112,0,06MAY16:02:49:00,06MAY16:02:56:00,1,401481,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,3,1,3,5,5,5,3,4,,5,7,5,3,7,6,2,3,4,6,5,6,4,5,6,6,7,5,3,7,5,6,7,5,2,5,5,2,5,4,6,2,6,6,5,2,5,6,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,2,2,4,3,1,5,4,2,1,38,2,48.18249512,11.24639893,-1,5,6,5,4,5,3,67,6,6,29,79,31,-6.05981,-4.24279,-4.79087,0.148736,-2.122859995,-1.48632534,-1.678327582,0.052104885,0,0,1,0,0
R_eh5UfFMLHjAtBvD,Default Response Set,Anonymous,,,31.16.183.46,0,06MAY16:02:54:00,06MAY16:03:05:00,1,401486,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,1,3,5,5,5,3,4,,7,7,5,6,5,3,2,2,7,6,7,3,2,7,6,7,7,3,2,5,6,6,6,2,4,6,6,1,6,1,6,2,7,7,6,3,6,5,5,1,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,3,3,1,2,3,1,1,3,5,0,0,0,0,0,0,6,4,5,4,6,4,2,6,1,1,0,45,2,53.26040649,10.39680481,-1,2,6,6,6,6,6,76,5,4,22,88,20,-2.53392,-0.169116,-2.97927,-0.544589,-0.887677567,-0.059244364,-1.04369165,-0.190779282,0,0,1,0,0
R_6PadH0mU0j7Ar8F,Default Response Set,Anonymous,,,128.65.128.17,0,06MAY16:02:35:00,06MAY16:03:11:00,1,800318,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,3,1,3,5,5,5,3,2,,6,6,5,3,7,6,1,2,7,7,5,4,2,6,7,7,7,5,2,6,6,6,7,2,4,6,6,2,6,3,6,2,6,6,4,3,2,5,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,3,3,3,3,2,1,1,4,3,2,19,3,48.19810486,16.39480591,-1,5,7,6,6,6,6,81,5,4,22,80,27,-6.67113,0.245567,-4.58344,0.929892,-2.337016342,0.086026519,-1.605661137,0.325757825,0,0,1,0,0
R_9XOLfNBXMn7gOS9,Default Response Set,Anonymous,,,80.147.51.224,0,06MAY16:03:14:00,06MAY16:03:22:00,1,401502,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,3,3,3,5,5,5,3,4,,7,6,7,3,6,6,1,3,7,5,7,4,3,5,6,6,7,5,3,6,7,6,5,2,4,4,7,3,6,3,5,2,7,7,7,6,6,5,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,2,3,1,2,4,6,6,7,7,7,7,2,3,1,3,3,4,2,1,4,2,1,10,2,50,8.271102905,-1,5,7,5,5,5,6,70,2,4,22,97,24,-5.56477,0.0556452,-2.89534,1.13867,-1.949438616,0.01949351,-1.014289468,0.398896499,0,0,1,0,0
R_esM37H2s0IZI1z7,Default Response Set,Anonymous,,,92.230.244.25,0,06MAY16:03:26:00,06MAY16:03:34:00,1,401509,0,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,6,7,3,5,7,2,4,4,6,5,5,6,5,5,6,6,6,5,4,7,7,5,7,4,5,5,4,1,6,5,5,2,7,5,6,4,2,5,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,2,5,0,0,0,0,0,0,3,3,3,3,5,5,2,1,4,4,3,19,2,48.1499939,11.58329773,-1,3,4,4,3,4,4,60,4,3,23,72,32,-6.40663,3.51248,-0.298423,0.763991,-2.244357254,1.230484665,-0.104542923,0.267639733,0,0,1,0,0
R_9WFaGRMikNLrJMF,Default Response Set,Anonymous,,,134.100.172.2,0,06MAY16:04:26:00,06MAY16:04:35:00,1,401521,2,0,1,,0,0,0,0,,,0,0,1,8,1,2,1,2,3,5,5,5,3,4,,3,6,3,3,1,7,1,2,5,5,7,4,0,5,6,5,6,4,2,2,4,5,4,6,3,5,4,4,5,1,5,2,2,4,4,5,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,2,1,5,0,0,0,0,0,0,4,2,4,2,2,2,1,5,2,1,0,60,3,53.55000305,10,-1,5,7,6,8,6,2,70,3,5,22,68,12,-1.03452,-2.12011,-0.5572,0.996651,-0.362410888,-0.742712512,-0.195197141,0.349144699,0,0,1,0,0
