V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_eCWUMkdb7XcC9g1,Default Response Set,Anonymous,,,217.227.151.1,0,05MAY16:14:36:00,05MAY16:14:46:00,1,401289,2,0,1,1,0,1,0,0,,,0,0,0,2,1,1,2,1,3,5,5,5,1,4,,7,7,7,1,5,4,1,1,7,5,7,4,4,7,7,7,7,6,2,7,7,7,7,6,1,7,6,1,7,1,7,2,7,7,7,4,6,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,3,2,1,2,2,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,4,2,3,1,4,2,51.5,12,-1,7,7,7,4,6,2,80,4,7,25,94,24,-2.70825,-1.22432,-1.32924,0.502561,-0.409337408,-0.444416211,0.16802553,-0.136857287,0,0,0,0,1
R_e2v1fAYKfBoy5QV,Default Response Set,Anonymous,,,92.76.66.57,0,05MAY16:14:37:00,05MAY16:14:47:00,1,401291,2,0,1,,0,0,0,0,,,0,0,1,4,2,4,1,1,2,5,5,5,4,4,,7,7,3,1,5,6,1,1,7,7,7,2,2,7,7,7,7,4,1,5,6,4,5,3,3,7,7,1,5,5,7,2,7,4,5,2,3,6,2,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,3,1,1,1,2,1,1,3,5,5,5,5,4,5,1,3,2,2,4,2,2,1,3,1,0,10,2,53.55000305,10,-1,7,7,7,6,7,5,86,6,5,23,81,22,-4.74998,-0.334067,-3.73794,-0.0257621,-0.111691486,-1.249737544,-0.008613264,-0.037342773,0,0,0,0,1
R_2mKyhPzwOocW63P,Default Response Set,Anonymous,,,109.192.195.1,0,05MAY16:14:48:00,05MAY16:14:57:00,1,401308,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,2,5,5,5,1,4,,7,6,2,4,6,5,2,6,6,6,4,5,4,6,6,6,6,3,3,6,6,7,6,6,6,6,5,6,6,5,6,2,7,6,6,3,6,4,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,2,2,4,3,2,1,1,6,6,2,11,2,48.50939941,9.203994751,-1,4,6,2,4,5,2,65,5,2,19,85,28,-2.9828,0.137942,-3.69912,1.13492,0.046119332,-1.236758521,0.379447539,0.015419472,0,0,0,0,1
R_0869s1UYJp2iINT,Default Response Set,Anonymous,,,87.78.37.197,0,05MAY16:14:55:00,05MAY16:15:06:00,1,401314,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,2,5,5,5,5,3,4,,7,2,7,1,1,1,4,4,1,7,4,7,4,4,1,4,7,7,7,7,7,7,7,1,1,7,1,1,4,7,4,2,4,7,4,1,4,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,3,2,1,1,3,7,7,7,7,7,7,4,4,1,1,1,1,1,1,3,3,1,34,4,50.93330383,6.949996948,-1,7,4,4,4,1,7,58,7,7,35,64,29,-5.25225,-2.72255,-2.99749,-0.0485536,-0.910253496,-1.002176544,-0.016233342,-0.304332859,0,0,0,0,1
R_eqE9hfphvcOmkRv,Default Response Set,Anonymous,,,79.205.12.216,0,05MAY16:14:49:00,05MAY16:15:19:00,1,401309,2,0,1,,1,0,0,0,,,0,0,0,6,3,1,3,1,4,5,5,5,4,4,,6,6,4,4,7,6,2,5,6,5,4,6,5,4,4,6,6,5,3,7,6,5,6,3,3,4,6,2,6,5,4,2,6,6,5,2,4,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3,1,2,2,6,5,6,5,5,6,3,3,3,3,2,3,1,1,3,3,1,33,3,52.1499939,8.149993896,-1,4,6,3,3,5,5,59,6,5,25,78,31,-4.26185,2.30125,-0.120065,0.735203,0.769396653,-0.040142361,0.245806726,0.257238983,0,0,0,0,1
R_ezVy8Yl2K8tgaPz,Default Response Set,Anonymous,,,91.3.214.177,0,05MAY16:15:17:00,05MAY16:15:25:00,1,401328,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,1,4,5,5,5,2,4,,6,7,7,4,5,6,3,4,7,6,6,2,4,5,6,7,7,3,4,5,7,7,5,3,6,7,7,4,6,3,5,2,7,7,5,5,6,5,2,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,4,3,4,3,3,2,1,3,1,1,0,34,1,53.55979919,10.04849243,-1,4,5,4,4,4,5,68,3,2,15,96,20,-3.80916,0.165739,-0.118204,2.76405,0.055412942,-0.039520157,0.924128546,0.018526684,0,0,0,0,1
R_eXbkDm0UNNX2YUR,Default Response Set,Anonymous,,,88.150.127.23,0,05MAY16:15:30:00,05MAY16:15:41:00,1,401334,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,0,5,5,3,4,,7,6,4,5,6,6,2,4,5,2,7,6,3,5,5,6,7,6,5,6,6,5,6,6,1,6,6,7,6,6,6,2,5,7,7,1,2,7,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,1,1,1,4,2,1,1,4,4,3,35,2,52.1638031,11.63330078,-1,3,6,4,5,3,2,59,7,7,32,87,30,-3.12246,2.91952,-0.742118,0.736779,0.976108165,-0.248118677,0.246333643,0.326350616,0,0,0,0,1
R_9B3jNCfg3Doo8bb,Default Response Set,Anonymous,,,87.156.61.162,0,05MAY16:15:38:00,05MAY16:15:48:00,1,401342,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,3,1,4,5,5,5,3,4,,6,5,3,3,6,7,2,3,7,6,7,5,3,5,5,6,6,5,2,5,7,6,5,4,4,5,5,2,6,2,6,2,7,5,7,3,3,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,2,2,1,2,1,1,4,6,6,7,7,6,6,2,2,2,2,3,3,1,5,3,2,1,42,4,47.93330383,12.01669312,-1,5,6,5,5,6,4,70,5,4,22,83,23,-4.20313,2.37108,-0.00910108,0.129539,0.792743516,-0.003042842,0.043309885,0.26504474,0,0,0,0,1
R_79RTyaNtkFZZLTv,Default Response Set,Anonymous,,,91.235.236.10,0,05MAY16:15:46:00,05MAY16:15:57:00,1,401349,1,1,1,,0,1,0,0,,,0,0,0,3,2,1,1,1,4,5,5,5,3,4,,2,6,2,5,7,6,2,5,3,5,6,7,3,5,5,6,6,4,3,7,6,6,7,3,4,5,1,2,5,6,5,2,5,6,5,3,2,5,5,6,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,1,1,1,2,1,1,4,4,4,5,4,3,4,3,3,2,3,2,3,2,1,4,2,1,8,2,50.08169556,8.23890686,-1,3,6,3,5,5,5,63,5,4,23,64,34,-5.11159,0.406268,-3.5349,0.71204,0.135831065,-1.181853439,0.238062441,0.045413565,0,0,0,0,1
R_3QM71w4oNQUcZUh,Default Response Set,Anonymous,,,87.171.134.12,0,05MAY16:15:44:00,05MAY16:15:59:00,1,401347,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,1,1,2,5,5,5,2,4,,6,6,5,4,5,5,3,3,6,4,5,4,4,4,5,5,6,5,3,4,6,6,5,3,3,4,5,4,5,2,5,2,6,5,5,3,3,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,1,1,1,2,1,2,4,6,6,6,5,5,5,3,3,3,3,3,3,1,5,4,2,1,47,3,50.93330383,12.19999695,-1,4,5,5,4,5,5,60,5,5,24,79,20,-5.17173,1.1489,-2.40689,1.52913,0.384121592,-0.80471618,0.51124715,0.128426667,0,0,0,0,1
R_eWEXUrrPkaaAnXf,Default Response Set,Anonymous,,,88.78.155.228,0,05MAY16:15:53:00,05MAY16:16:06:00,1,401359,2,0,1,,0,0,0,0,,,0,0,1,6,1,2,1,1,1,5,5,5,2,4,,4,6,5,4,6,6,2,5,4,4,4,5,3,5,5,5,5,5,3,5,6,6,6,3,2,5,5,3,5,4,5,2,4,4,5,3,3,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,2,1,1,3,2,1,1,4,6,3,6,4,7,6,4,4,4,3,6,4,2,1,6,1,0,32,4,51.21670532,6.766693115,-1,4,6,3,5,5,5,62,5,6,26,70,26,-5.35783,-1.52899,-3.37308,0.374875,-0.511200342,-1.127750771,0.125335174,-0.170913996,0,0,0,0,1
R_cu5tD03IHRBXClL,Default Response Set,Anonymous,,,95.90.200.100,0,05MAY16:15:54:00,05MAY16:16:20:00,1,401362,2,0,1,1,1,1,0,0,,1,0,1,0,5,2,1,2,1,1,5,5,5,3,4,,7,6,7,2,6,6,3,2,3,5,6,4,2,5,5,5,7,3,3,6,6,6,6,7,4,5,6,2,5,6,3,2,6,7,7,1,4,6,4,6,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,3,2,1,3,1,2,4,5,5,5,5,5,5,3,3,3,4,4,4,2,1,3,2,3,28,2,53.08410645,8.827102661,-1,6,5,6,6,5,1,62,7,4,24,86,28,-3.99585,5.07989,-2.87455,-0.97176,1.698403199,-0.961072959,-0.324896857,0.56784171,0,0,0,0,1
R_cSUKKMcu3OChOuh,Default Response Set,Anonymous,,,77.186.63.23,0,05MAY16:16:15:00,05MAY16:16:27:00,1,401380,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,3,5,5,5,3,4,,6,7,4,5,5,6,2,2,7,6,7,6,3,5,7,7,7,6,3,6,6,7,6,2,2,6,6,4,6,6,5,2,7,6,7,0,4,6,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,1,1,1,1,2,3,4,4,5,3,4,3,3,3,3,3,3,2,2,3,4,3,2,37,2,51,9,-1,3,6,6,5,5,6,73,8,6,32,91,29,-1.90744,1.91035,-2.65482,1.65322,0.638703702,-0.887608744,0.552735224,0.213543288,0,0,0,0,1
R_4MCUoF6vowRh9t3,Default Response Set,Anonymous,,,92.228.161.14,0,05MAY16:17:20:00,05MAY16:17:27:00,1,401390,2,0,1,,0,0,0,0,,,0,0,1,4,4,5,3,4,3,5,5,5,1,4,,6,7,4,2,4,7,1,3,7,6,6,2,3,6,6,7,7,4,2,4,6,6,5,2,3,6,7,5,6,2,6,2,6,6,7,3,6,4,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,3,3,2,3,3,3,6,7,5,6,7,7,2,2,3,3,3,4,1,1,3,1,0,20,3,50.91479492,6.994003296,-1,6,7,5,5,6,6,78,5,5,21,93,17,-4.06311,-3.22084,-2.39363,-0.756329,-1.076851066,-0.80028285,-0.252869962,-0.360032854,0,0,0,0,1
R_1ZH1pYDpiw8tR4h,Default Response Set,Anonymous,,,92.78.255.187,0,05MAY16:17:41:00,05MAY16:17:53:00,1,401397,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,2,4,5,5,5,3,4,,6,7,7,1,5,7,1,1,7,6,7,6,1,7,7,7,5,6,1,1,7,7,3,1,2,7,7,1,7,3,7,2,5,7,5,3,7,3,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,2,1,1,1,3,7,7,7,7,7,7,6,6,7,5,5,6,1,1,5,4,3,18,2,52.51669312,13.3999939,-1,7,7,7,7,7,7,90,5,6,26,92,18,-3.00442,0.368815,-1.0325,1.0969,0.123309083,-0.345204582,0.366735986,0.041226983,0,0,0,0,1
R_2af7pAN7b2qDCqF,Default Response Set,Anonymous,,,178.6.169.248,0,05MAY16:18:05:00,05MAY16:18:13:00,1,401408,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,4,1,2,5,5,5,2,4,,6,5,3,3,7,5,6,3,6,6,3,5,3,2,1,5,7,4,2,7,6,6,6,6,5,6,6,3,5,2,6,2,5,5,3,5,3,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,2,1,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,29,2,51.76019287,7.884506226,-1,5,2,5,5,6,2,56,3,3,20,72,27,-4.11067,0.0997937,-1.63199,-0.0921261,0.033364884,-0.545637216,-0.030801309,0.011155168,0,0,0,0,1
R_0SNlAhPGdsuXGsZ,Default Response Set,Anonymous,,,91.97.139.6,0,05MAY16:18:05:00,05MAY16:18:17:00,1,401406,0,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,1,5,5,5,3,4,,6,6,5,4,7,6,4,3,5,4,7,4,4,4,4,3,5,4,4,7,7,5,7,4,3,4,5,4,5,6,5,2,5,5,6,3,5,4,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,2,1,1,1,2,3,1,1,1,1,4,4,4,4,3,4,4,4,1,5,3,3,1,45,3,53.21670532,7.683303833,-1,4,4,5,4,4,4,54,5,5,23,82,31,-1.48604,3.89911,-1.31135,1.29944,1.303622893,-0.438434894,0.434452922,0.435851424,0,0,0,0,1
R_8dH2Rim3tO3pUDX,Default Response Set,Anonymous,,,78.51.122.46,0,05MAY16:18:33:00,05MAY16:18:40:00,1,401416,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,3,5,5,5,2,4,,7,6,4,4,6,4,2,4,6,6,5,4,4,7,6,6,5,5,4,5,6,5,5,4,4,5,3,3,5,4,5,2,5,4,4,3,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,1,1,1,1,1,5,0,0,0,0,0,0,2,3,3,2,3,4,2,6,1,1,0,5,3,53.55000305,10,-1,4,6,4,4,4,4,66,5,4,24,71,24,-1.69035,1.10563,-1.76072,0.978086,0.369654762,-0.588676621,0.327011882,0.123589847,0,0,0,0,1
R_cMg8H72kdLDGZx3,Default Response Set,Anonymous,,,217.250.38.6,0,05MAY16:18:53:00,05MAY16:18:59:00,1,401421,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,2,3,5,5,5,3,4,,4,5,4,4,6,4,4,4,5,4,4,5,4,4,5,4,5,5,3,5,4,4,5,4,4,4,5,5,4,5,4,2,5,5,4,2,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,1,2,1,2,1,1,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,4,3,1,12,3,48.29020691,11.47239685,-1,4,4,4,4,5,4,54,6,4,25,67,26,-4.29096,0.388326,-1.84078,-0.105778,0.129832363,-0.615443768,-0.035365666,0.043407968,0,0,0,0,1
R_4IthTgbp0ygwtA9,Default Response Set,Anonymous,,,93.193.168.21,0,05MAY16:19:06:00,05MAY16:19:21:00,1,401426,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,2,5,5,5,2,4,,6,7,6,4,7,7,2,2,5,5,6,6,3,6,5,6,7,4,3,7,6,6,4,6,4,6,7,3,6,5,5,2,7,7,6,4,5,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,1,1,3,2,3,1,1,7,6,7,7,7,7,5,5,6,6,6,6,2,5,1,1,0,35,2,52.33979797,9.774307251,-1,4,6,6,5,5,2,67,4,4,22,91,29,-4.7884,-4.43416,-3.51891,0.302806,-1.482510749,-1.176507365,0.101239727,-0.495660536,0,0,0,0,1
R_0jLO2FSnnMn7val,Default Response Set,Anonymous,,,178.115.130.1,0,05MAY16:20:30:00,05MAY16:20:44:00,1,800313,1,1,1,,0,0,0,0,,,0,0,1,4,3,1,1,2,1,5,5,5,2,2,,3,5,5,7,7,7,7,7,4,1,6,7,4,7,6,7,7,6,7,7,3,5,6,7,4,1,7,2,6,5,2,2,6,6,4,6,2,4,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,3,3,3,3,2,3,1,5,0,0,0,0,0,0,1,4,1,3,3,1,2,7,1,1,0,18,3,48.19999695,16.3500061,-1,1,1,1,4,1,1,39,2,4,21,72,32,-4.87468,-3.57405,-1.67429,-1.1016,-1.194942795,-0.559779738,-0.368307378,-0.399515475,0,0,0,0,1
R_befh0BtycuZ2Fwh,Default Response Set,Anonymous,,,95.90.197.145,0,05MAY16:21:03:00,05MAY16:21:10:00,1,401449,2,0,1,,0,0,0,0,,,0,1,0,6,2,1,1,1,1,5,5,5,3,4,,7,7,5,2,7,7,1,2,7,6,7,6,1,7,7,7,7,4,1,7,7,7,7,2,2,7,6,5,7,1,7,2,7,7,7,3,6,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,2,1,2,2,2,2,7,7,7,7,7,7,4,4,4,4,4,4,2,2,3,2,1,35,5,48.292099,11.65339661,-1,6,7,6,7,7,6,87,5,6,25,99,28,-1.53263,-0.377379,-1.19247,0.800636,-0.126172358,-0.398688724,0.267683502,-0.042184287,0,0,0,0,1
R_9ZVao4UsvVM0xCt,Default Response Set,Anonymous,,,85.195.86.179,0,05MAY16:23:13:00,05MAY16:23:20:00,1,401458,2,0,1,,0,0,0,0,,,0,0,1,5,1,4,1,1,3,5,5,5,3,4,,6,6,7,5,7,3,1,5,3,6,5,6,2,6,7,7,7,7,1,7,5,6,7,5,1,5,7,3,7,1,5,2,5,6,6,1,5,7,7,1,,,,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,3,1,1,1,2,2,1,5,0,0,0,0,0,0,2,1,1,1,2,2,2,2,3,2,1,25,2,49.44779968,11.06829834,-1,3,7,3,6,7,3,72,7,7,35,80,28,-4.42543,-1.07937,-1.78525,0.487634,-0.360875031,-0.596877946,0.163034858,-0.120654445,0,0,0,0,1
R_86OJ2UTBepH2QO9,Default Response Set,Anonymous,,,77.64.252.227,0,06MAY16:00:48:00,06MAY16:00:54:00,1,401465,2,0,1,,0,0,0,0,,,0,0,1,5,3,2,1,2,3,5,5,5,3,4,,5,5,6,5,5,6,2,2,6,5,6,5,5,5,5,5,6,5,4,5,6,6,5,5,4,5,6,2,5,5,5,2,6,6,6,2,3,6,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,2,1,3,1,3,1,5,0,0,0,0,0,0,2,2,3,3,4,2,2,2,2,3,2,24,2,51.30000305,11.8999939,-1,3,6,6,3,4,3,60,6,4,26,81,25,-2.11041,-2.069,-2.03445,-0.306129,-0.691746518,-0.68019512,-0.102350735,-0.231277547,0,0,0,0,1
R_9yqKunU87Lkp3gN,Default Response Set,Anonymous,,,93.210.57.57,0,06MAY16:01:29:00,06MAY16:01:40:00,1,401472,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,2,2,1,5,5,5,3,4,,6,7,5,2,7,6,1,4,7,7,6,6,1,7,7,7,7,4,2,6,6,7,7,6,6,7,5,3,6,4,7,2,6,7,1,6,4,3,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,3,2,1,1,1,2,5,0,0,0,0,0,0,6,6,5,5,4,4,2,2,5,3,2,34,2,48.68330383,12.5,-1,6,7,4,7,6,2,80,2,2,14,83,30,-2.13985,3.67277,-4.09548,-0.0595894,1.227948699,-1.369276959,-0.019923035,0.410550622,0,0,0,0,1
R_abqaghAkvf76IDP,Default Response Set,Anonymous,,,79.254.176.62,0,06MAY16:02:44:00,06MAY16:02:52:00,1,401479,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,1,1,3,5,5,5,3,4,,4,6,4,2,4,6,1,4,4,6,5,4,4,6,6,6,7,4,3,4,6,5,6,6,3,6,4,2,6,4,6,2,5,4,4,3,4,5,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,3,1,2,3,2,1,1,2,7,7,7,7,7,7,3,3,4,3,4,4,1,1,5,2,1,47,2,51.35290527,7.56300354,-1,6,7,4,4,5,2,70,5,5,24,70,22,-5.06093,0.00133159,-1.77683,-0.247416,0.000445202,-0.594062816,-0.082720714,0.000148848,0,0,0,0,1
R_4OvsiGwoRbuq5yR,Default Response Set,Anonymous,,,77.178.134.21,0,06MAY16:03:02:00,06MAY16:03:12:00,1,401495,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,2,5,5,5,3,4,,7,7,7,2,6,7,1,3,6,6,7,6,3,6,7,6,7,3,2,7,6,7,6,2,5,7,7,1,7,6,7,2,7,7,7,5,5,3,3,1,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,3,2,1,2,1,2,5,0,0,0,0,0,0,3,3,4,4,3,3,2,7,5,3,2,18,2,50.0993042,8.785202026,-1,6,7,5,5,6,6,81,3,3,15,95,31,-3.84382,2.40503,-3.47789,-0.864796,0.80409431,-1.162792797,-0.289134665,0.268839748,0,0,0,0,1
R_820mWGIRTis5wyx,Default Response Set,Anonymous,,,77.23.123.180,0,06MAY16:03:13:00,06MAY16:03:22:00,1,401501,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,1,5,5,5,3,4,,5,6,5,3,5,6,2,3,6,4,5,5,4,4,4,5,6,4,3,6,5,5,4,4,3,5,7,3,5,5,4,2,6,5,5,5,6,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3,4,3,11,2,52.44909668,7.051803589,-1,5,6,5,4,5,4,60,3,5,21,81,25,-6.3653,-1.01431,-1.73693,1.42451,-0.339122963,-0.580722706,0.476268648,-0.113381889,0,0,0,0,1
R_4YeOcKSK2BMxE8d,Default Response Set,Anonymous,,,217.6.52.162,0,06MAY16:03:24:00,06MAY16:03:32:00,1,401507,2,0,1,,0,1,0,0,,,1,0,0,3,3,2,2,3,4,4,5,5,3,4,,6,7,3,4,0,4,2,2,5,6,6,6,4,6,7,5,5,3,3,7,7,7,6,7,5,5,4,3,6,5,5,2,6,4,4,5,5,4,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,3,1,1,3,2,1,1,5,0,0,0,0,0,0,6,6,4,6,4,4,2,1,3,4,1,6,2,48.68400574,11.61169434,-1,4,6,6,4,5,1,66,3,3,18,76,24,-4.82366,-1.58664,-2.8956,0.00556359,-0.530474961,-0.968110786,0.001860123,-0.177358244,0,0,0,0,1
R_0D4SwOPzwHCDy6N,Default Response Set,Anonymous,,,193.171.155.6,0,06MAY16:03:51:00,06MAY16:04:01:00,1,800323,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,3,1,1,5,5,5,3,2,,6,6,6,4,4,6,1,1,2,7,7,4,1,7,7,7,7,4,2,4,6,6,6,2,4,7,6,4,7,2,7,2,1,6,7,1,3,7,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,16,3,48.19999695,16.36669922,-1,4,7,7,7,6,6,86,7,4,28,79,20,-1.7343,4.07175,-0.774726,0.185624,1.361343105,-0.259020789,0.062061264,0.455149518,0,0,0,0,1
R_b2eeugYmA8lEFEh,Default Response Set,Anonymous,,,217.254.86.10,0,06MAY16:04:41:00,06MAY16:04:48:00,1,401524,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,1,0,5,5,3,4,,3,7,6,1,6,6,1,2,6,7,7,6,3,6,7,7,7,2,2,6,7,6,7,2,7,7,7,4,7,6,7,2,6,6,7,4,6,2,5,1,,,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,1,2,1,2,1,1,3,6,6,6,7,7,7,2,3,3,4,3,3,2,1,3,2,2,22,4,49.8999939,10.66670227,-1,7,7,6,5,6,6,85,4,1,14,91,31,-4.74431,1.88805,-1.91826,0.377582,0.631247952,-0.641348321,0.126240229,0.211050543,0,0,0,0,1
R_41jMrR91lVL2aZ7,Default Response Set,Anonymous,,,92.206.107.5,0,06MAY16:04:49:00,06MAY16:04:56:00,1,401533,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,1,2,3,5,5,5,3,4,,5,6,1,2,7,7,1,2,5,7,5,6,2,7,7,7,7,5,1,7,6,5,4,4,2,7,7,5,7,4,7,2,6,7,6,2,3,5,6,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,3,2,2,4,3,1,1,2,1,0,43,2,51.43780518,14.24920654,-1,6,7,6,6,7,4,85,6,6,28,81,28,-1.29639,-0.0215503,-0.818395,1.16049,-0.007205097,-0.273621021,0.387996576,-0.002408942,0,0,0,0,1
R_5amRICYubLKTblH,Default Response Set,Anonymous,,,93.221.48.220,0,06MAY16:04:51:00,06MAY16:05:03:00,1,401537,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,2,3,5,5,5,3,4,,7,7,7,2,6,7,1,3,5,7,7,4,2,5,5,6,6,5,1,5,6,6,7,3,2,6,7,5,6,2,6,2,7,6,7,1,5,5,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,1,2,1,2,5,0,0,0,0,0,0,2,2,3,2,4,3,1,1,4,2,1,18,2,51.62510681,6.652496338,-1,6,7,5,6,7,5,77,7,6,27,95,24,-3.967,3.25056,-0.999645,0.256159,1.086787608,-0.334219888,0.085643836,0.363355023,0,0,0,0,1
R_bwlwqWi9j0ot1n7,Default Response Set,Anonymous,,,62.153.130.50,0,06MAY16:04:53:00,06MAY16:05:14:00,1,401540,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,2,4,5,5,5,4,4,,6,6,4,4,5,4,3,3,4,4,7,5,4,4,5,4,6,3,3,4,5,4,5,3,4,4,6,4,4,2,4,2,5,5,5,4,4,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,7,1,3,1,7,2,49.10670471,9.774093628,-1,4,5,5,4,5,5,57,4,4,19,75,21,-4.45343,-2.15652,-2.89076,-0.118388,-0.72100783,-0.966492588,-0.039581676,-0.241060733,0,0,0,0,1
