V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_pub,WTP_seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_erJL3xfMtI5bvSJ,Default Response Set,Anonymous,,,178.165.130.2,0,05MAY16:05:34:00,05MAY16:05:55:00,1,800279,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,3,5,5,5,3,2,,7,7,5,5,6,4,4,3,6,4,6,5,5,5,5,5,7,5,4,7,7,5,0,3,4,3,7,3,5,3,4,2,6,7,6,3,6,2,4,4,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,1,5,0,0,0,0,0,0,2,2,4,2,3,4,2,3,5,5,2,20,2,48.19999695,16.36669922,-1,3,4,5,3,4,5,55,5,4,20,89,21,-6.35713,-4.43831,-2.55487,-1.15319,-2.224841986,-1.553301322,-0.894142804,-0.403588652,1,0,0,0,0
R_3Q39CJurKyGayVf,Default Response Set,Anonymous,,,82.218.223.35,0,05MAY16:06:36:00,05MAY16:06:48:00,1,800285,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,3,1,5,5,5,5,3,2,,3,4,3,4,2,3,3,3,5,5,3,5,5,4,5,6,7,5,3,2,4,5,4,4,1,5,2,1,5,1,5,2,5,6,2,1,3,7,6,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,1,5,0,0,0,0,0,0,3,2,4,2,2,2,1,1,4,4,3,18,3,48.19999695,16.36669922,-1,4,5,5,3,5,4,61,7,7,32,56,14,-1.96791,0.460047,-2.24101,1.01107,-0.688720978,0.161005341,-0.784299383,0.353850084,1,0,0,0,0
R_245cGCitEaYvPj7,Default Response Set,Anonymous,,,92.217.33.78,0,05MAY16:08:01:00,05MAY16:08:11:00,1,401233,2,0,1,,1,0,0,0,,,0,0,0,8,1,1,1,1,3,5,5,2,2,4,,7,7,2,5,7,4,5,4,7,6,5,6,5,5,5,5,7,6,4,7,7,6,6,5,2,5,4,3,5,6,5,2,6,7,3,2,3,7,7,2,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,2,1,2,3,2,1,1,5,6,3,1,55,5,47.8500061,8.766693115,-1,3,3,4,3,4,3,56,6,6,32,78,32,-5.94816,0.604172,-2.31962,1.25527,-2.081712362,0.21144561,-0.811810985,0.439314187,1,0,0,0,0
R_6opMsVDynx7sYyp,Default Response Set,Anonymous,,,79.233.1.47,0,05MAY16:09:08:00,05MAY16:09:16:00,1,401236,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,3,1,4,5,5,5,3,4,,7,7,5,5,7,7,4,4,5,4,7,5,5,2,4,4,7,6,4,6,6,7,7,6,4,4,7,3,4,4,5,2,5,7,7,4,4,5,6,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,5,4,4,4,3,4,3,2,2,2,2,3,1,5,1,2,1,52,2,50.80000305,9.600006104,-1,3,4,4,3,4,2,47,4,4,25,91,29,-7.39813,-4.69197,-4.57574,0.116573,-2.589166847,-1.642076197,-1.601398504,0.040797735,1,0,0,0,0
R_9LlH2kD4sABJ0cB,Default Response Set,Anonymous,,,87.144.113.95,0,05MAY16:11:36:00,05MAY16:11:44:00,1,401241,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,2,5,5,5,3,4,,7,6,1,3,6,3,1,2,2,7,4,7,2,7,7,7,7,6,1,7,5,6,7,2,4,7,7,2,7,2,7,2,2,7,2,4,1,7,4,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,2,3,3,5,0,0,0,0,0,0,1,2,1,3,2,2,2,2,3,2,1,29,3,48.70230103,9.021896362,-1,5,7,6,6,7,6,86,4,4,25,62,29,-3.60671,-1.65102,-3.20197,-1.28419,-1.262261404,-0.577817131,-1.120612178,-0.449435489,1,0,0,0,0
R_6XrBPjJscH8rT5r,Default Response Set,Anonymous,,,193.80.74.198,0,05MAY16:14:17:00,05MAY16:14:25:00,1,800298,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,3,1,5,5,5,5,3,2,,5,7,2,5,6,7,2,1,6,2,6,7,6,6,6,6,7,4,2,7,7,7,4,2,5,6,7,3,5,5,7,2,7,5,7,2,7,4,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,5,0,0,0,0,0,0,1,2,2,2,2,1,2,3,3,3,2,12,2,48.31669617,15.58329773,-1,3,6,7,2,6,6,68,6,3,22,90,29,-1.51022,0.168307,-0.354671,0.556564,-0.528540531,0.058903386,-0.124126285,0.19478396,1,0,0,0,0
R_3ymqDwfgZ4gtV77,Default Response Set,Anonymous,,,37.201.243.22,0,05MAY16:14:23:00,05MAY16:14:29:00,1,401252,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,3,4,,6,6,4,3,5,6,2,2,6,6,6,5,3,5,5,5,6,4,2,5,6,5,4,2,4,5,4,2,6,4,5,2,6,5,5,3,5,5,5,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,2,2,3,3,4,2,1,4,1,0,20,5,51,9,-1,5,6,6,5,6,6,71,5,4,23,78,23,-4.58529,-4.48578,-3.88829,-0.201597,-1.604740773,-1.569914676,-1.360807604,-0.070554082,1,0,0,0,0
R_0v1JDosVH8Rv6fz,Default Response Set,Anonymous,,,178.203.232.9,0,05MAY16:14:23:00,05MAY16:14:33:00,1,401251,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,3,4,1,5,5,5,3,4,,1,4,4,1,2,1,1,4,4,7,5,6,4,7,7,7,7,6,4,6,7,6,7,4,4,7,3,4,7,2,7,2,3,4,3,3,3,5,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,4,3,5,6,7,2,2,2,1,0,47,3,51,9,-1,7,7,4,4,4,4,79,5,4,26,59,23,-3.60096,0.652188,-0.0225437,2.59511,-1.260249043,0.228250051,-0.007889751,0.908225832,1,0,0,0,0
R_eeBxsJCCYPfz9k1,Default Response Set,Anonymous,,,88.66.139.35,0,05MAY16:14:33:00,05MAY16:14:40:00,1,401273,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,3,5,5,5,3,4,,4,5,6,3,6,6,4,4,4,4,6,6,5,4,4,4,7,5,4,6,5,5,6,3,2,4,6,3,4,6,3,2,5,6,6,1,5,7,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,2,2,3,3,4,4,2,4,1,1,0,8,4,48.05000305,7.866699219,-1,5,4,4,3,4,5,52,7,6,30,79,30,-4.03594,-1.11622,-1.84204,2.17826,-1.412481539,-0.390650045,-0.644669518,0.762338399,1,0,0,0,0
R_6yVlm617kMiVgup,Default Response Set,Anonymous,,,93.210.254.20,0,05MAY16:14:35:00,05MAY16:14:43:00,1,401280,1,1,1,,0,1,0,0,,,0,0,0,6,4,2,3,2,4,5,5,5,4,4,,7,7,3,1,7,7,1,1,7,7,7,7,1,7,7,7,7,3,1,4,7,7,7,1,7,7,7,7,7,1,7,2,7,1,7,1,7,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,6,3,2,1,33,1,49.86659241,8.554992676,-1,7,7,7,7,7,7,91,7,1,13,95,26,-4.76921,-4.41218,-4.35878,-0.249826,-1.669108332,-1.544156453,-1.525467743,-0.087433067,1,0,0,0,0
R_72Sn6C1WQC84WsB,Default Response Set,Anonymous,,,95.116.251.18,0,05MAY16:14:35:00,05MAY16:14:48:00,1,401283,2,0,1,,0,0,0,0,,,0,0,1,5,4,2,3,2,2,5,5,5,3,4,,6,7,3,1,4,6,2,2,7,6,6,5,2,7,7,7,5,3,1,6,6,6,4,2,4,7,6,1,7,1,7,2,6,2,4,2,6,2,2,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,3,3,3,3,3,2,5,2,1,0,27,2,50.14120483,8.565093994,-1,7,6,6,6,7,6,86,6,4,17,77,20,-4.20202,0.313906,-3.93559,1.27291,-1.470605528,0.10985952,-1.377361462,0.445487761,1,0,0,0,0
R_czNveweT48sYLGJ,Default Response Set,Anonymous,,,93.207.81.16,0,05MAY16:14:45:00,05MAY16:14:50:00,1,401303,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,1,1,2,5,5,5,3,4,,5,4,5,3,6,2,5,3,6,4,4,4,3,4,6,5,4,2,6,5,3,6,5,3,4,3,6,4,6,3,4,2,4,6,5,4,3,5,7,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,3,2,1,1,2,5,0,0,0,0,0,0,4,6,5,2,3,6,1,1,6,3,2,20,5,50.21670532,8.616699219,-1,5,3,5,5,2,5,57,4,4,22,67,23,-1.57148,-0.364626,-2.71311,0.103084,-0.549980051,-0.127610295,-0.949522983,0.036076911,1,0,0,0,0
R_7QGP6LpW6rWkJvv,Default Response Set,Anonymous,,,92.77.106.58,0,05MAY16:14:50:00,05MAY16:14:58:00,1,401311,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,3,2,3,5,5,5,3,4,,6,6,4,4,2,5,4,4,6,4,6,4,4,4,4,5,6,5,4,2,6,4,4,4,2,4,3,2,4,2,4,2,5,5,5,2,5,6,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,5,0,0,0,0,0,0,3,3,3,3,3,3,1,5,2,2,1,49,2,53.10940552,8.781402588,-1,4,4,4,4,4,4,53,6,6,29,74,14,-1.69374,1.49437,-0.165896,0.149008,-0.592768099,0.522993413,-0.058059594,0.052149202,1,0,0,0,0
R_easfeX0gDbFpgt7,Default Response Set,Anonymous,,,77.181.140.15,0,05MAY16:14:49:00,05MAY16:14:58:00,1,401310,2,0,1,,0,0,0,0,,,0,0,1,4,2,2,2,2,2,5,5,5,2,4,,6,7,4,3,6,3,6,3,5,6,5,5,3,7,7,7,7,2,2,6,7,5,7,2,3,6,5,3,6,1,6,2,4,6,7,4,4,5,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,4,3,4,4,5,1,1,3,3,2,11,4,51.395401,7.177902222,-1,5,2,5,5,6,6,74,4,5,20,78,25,-5.6827,-5.19765,-5.35401,0.0115454,-1.988807772,-1.819051985,-1.87377421,0.004040611,1,0,0,0,0
R_ety7AyIH2fdcJSt,Default Response Set,Anonymous,,,91.141.1.238,0,05MAY16:15:02:00,05MAY16:15:13:00,1,800301,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,1,1,1,5,5,5,1,2,,5,7,3,2,7,5,1,1,5,7,6,7,2,7,7,7,7,4,7,7,7,7,7,2,4,7,4,4,7,4,7,2,6,7,6,4,3,4,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,3,3,4,4,2,5,4,2,1,49,2,48.19999695,16.36669922,-1,6,7,7,6,1,6,82,4,4,21,82,32,-5.5262,-5.19781,-3.72962,0.303424,-1.934036551,-1.819107982,-1.305276936,0.106191073,1,0,0,0,0
R_3ry5db6ouNexT1z,Default Response Set,Anonymous,,,84.61.150.139,0,05MAY16:15:16:00,05MAY16:15:30:00,1,401327,0,0,1,,0,1,0,0,,,0,0,0,6,2,2,3,1,4,5,5,5,3,4,,7,7,4,4,7,5,1,5,6,5,5,6,5,5,6,5,7,5,1,7,7,6,6,4,5,5,6,6,6,1,6,2,6,6,5,3,5,5,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,2,3,3,3,1,1,5,2,1,37,3,51.43330383,6.75,-1,4,7,3,3,7,4,66,5,3,23,88,27,-6.68487,-5.83879,-4.06387,0.101895,-2.339543072,-2.043435503,-1.422256364,0.035660789,1,0,0,0,0
R_0cSop03OErl1lGd,Default Response Set,Anonymous,,,95.91.235.70,0,05MAY16:15:38:00,05MAY16:15:51:00,1,401340,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,1,5,5,5,3,4,,5,6,6,5,6,6,3,5,6,5,5,6,5,5,5,6,6,4,3,6,6,5,5,5,4,5,4,3,5,4,5,2,6,5,4,3,4,4,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,2,1,1,2,7,7,7,7,7,7,4,3,4,4,5,5,1,1,5,1,0,35,5,48.11880493,11.49169922,-1,3,5,3,3,5,3,58,5,4,23,77,27,-6.94666,-0.0148086,-4.19585,0.867299,-2.43116325,-0.005182652,-1.468446177,0.303533706,1,0,0,0,0
R_bBhrnutLwmlx9lP,Default Response Set,Anonymous,,,79.207.96.78,0,05MAY16:15:49:00,05MAY16:15:54:00,1,401353,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,3,5,5,5,3,4,,5,5,3,6,7,4,5,5,4,5,3,5,5,5,5,4,6,5,5,7,6,4,5,6,6,3,4,3,5,5,5,2,4,5,4,2,3,7,6,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,1,1,3,3,3,3,4,3,3,3,2,3,3,4,4,3,2,3,4,5,4,24,4,50.78329468,10.41670227,-1,2,3,3,3,3,2,48,6,2,26,63,29,-1.5925,-1.28352,-1.55801,0.50691,-0.557336544,-0.449201005,-0.545265877,0.177406259,1,0,0,0,0
R_9mouHf0wcRqPvDv,Default Response Set,Anonymous,,,79.234.141.10,0,05MAY16:15:27:00,05MAY16:15:57:00,1,401333,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,3,1,4,5,5,5,4,4,,7,7,4,3,5,6,1,5,6,6,6,6,5,6,6,6,7,5,3,6,6,6,5,5,2,6,6,3,7,4,6,2,6,7,7,4,3,5,5,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,1,1,4,7,6,6,6,5,6,3,3,3,2,3,3,1,1,3,5,3,40,2,51.94709778,7.54460144,-1,5,7,3,3,5,3,69,4,6,25,87,26,-5.60756,-3.01162,-4.02957,0.328295,-1.962510587,-1.053994274,-1.410252193,0.114895322,1,0,0,0,0
R_3rtu9D8ofZDs5vL,Default Response Set,Anonymous,,,77.119.130.14,0,05MAY16:15:50:00,05MAY16:16:01:00,1,800302,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,3,2,3,5,5,4,3,2,,5,6,3,2,7,5,2,3,6,7,6,4,4,7,7,7,7,5,4,7,6,6,7,3,3,6,6,1,7,5,7,2,5,7,4,3,5,5,4,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,4,2,4,3,4,1,1,1,2,1,8,2,48.19999695,16.36669922,-1,6,6,5,4,4,5,78,5,5,24,78,30,-3.50515,-0.183129,-4.19155,1.38832,-1.226717856,-0.064090728,-1.466941281,0.485878474,1,0,0,0,0
R_4HZZDB1inC5AMex,Default Response Set,Anonymous,,,78.53.0.36,0,05MAY16:16:00:00,05MAY16:16:05:00,1,401373,2,0,1,,0,0,0,0,,,0,0,1,4,1,2,1,1,2,5,5,3,2,4,,7,6,6,3,5,6,3,3,6,5,6,6,4,4,5,5,7,5,4,6,6,5,5,6,5,5,6,6,5,5,6,2,6,5,4,2,6,6,4,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,2,2,2,1,2,6,6,6,6,7,6,3,3,4,4,4,4,1,1,4,1,0,16,2,52.51669312,13.3999939,-1,5,5,5,4,4,2,60,6,3,24,88,27,-6.50116,-3.94866,-1.71973,1.522,-2.275249008,-1.381935646,-0.601863971,0.532663246,1,0,0,0,0
R_56kUVe54mA3XP5r,Default Response Set,Anonymous,,,91.56.67.69,0,05MAY16:15:48:00,05MAY16:16:07:00,1,401352,2,0,1,,0,0,0,0,,,0,0,1,4,3,4,3,1,3,5,5,5,3,4,,6,7,6,5,6,6,2,2,7,7,6,5,1,7,7,7,6,5,2,7,7,7,6,1,3,6,7,1,5,5,6,2,7,7,6,5,7,5,3,7,r,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,3,1,0,19,2,52.41670227,12.55000305,-1,3,6,6,7,6,7,80,3,5,21,93,29,-5.47342,-4.49742,-4.82069,-1.64077,-1.915564826,-1.573988395,-1.687125088,-0.574229878,1,0,0,0,0
R_bP1EzCaXF0SybWJ,Default Response Set,Anonymous,,,80.109.1.248,0,05MAY16:16:36:00,05MAY16:16:43:00,1,800305,2,0,1,,0,1,0,0,,,0,1,0,3,3,1,3,2,3,5,5,5,3,2,,5,5,6,3,5,6,1,3,5,6,6,3,2,5,5,5,5,5,1,5,6,6,6,2,1,5,5,3,5,2,5,2,5,5,6,6,5,5,6,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,3,1,1,5,0,0,0,0,0,0,2,2,3,2,1,3,2,4,1,4,3,7,3,48.20770264,16.17539978,-1,5,7,5,6,7,6,72,2,7,25,79,21,-3.13574,0.183983,-0.708268,1.16123,-1.097433277,0.064389607,-0.247876697,0.406402458,1,0,0,0,0
R_6lYXrQlfkNo78vH,Default Response Set,Anonymous,,,93.198.127.76,0,05MAY16:16:58:00,05MAY16:17:07:00,1,401388,2,0,1,,0,0,0,0,,1,0,1,0,4,2,1,2,1,3,5,5,5,2,4,,5,6,3,4,5,5,1,2,4,6,6,5,4,7,5,5,7,5,2,6,6,5,5,4,3,6,6,3,7,3,7,2,5,6,4,4,2,5,5,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,2,3,2,4,3,1,1,3,1,0,15,2,51.61999512,12.24000549,-1,4,7,6,4,6,4,74,4,5,24,73,24,-5.98259,-4.8572,-4.39708,-0.000166654,-2.09376203,-1.699902707,-1.538871818,-5.83E-05,1,0,0,0,0
R_80Tq6d2fiL9dXGl,Default Response Set,Anonymous,,,95.90.217.93,0,05MAY16:17:33:00,05MAY16:17:39:00,1,401392,2,0,1,,0,0,0,0,,,0,0,1,4,2,2,2,2,3,5,5,5,2,4,,5,5,5,4,7,1,4,4,4,4,4,4,3,7,7,7,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,7,6,1,3,5,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,3,1,1,5,0,0,0,0,0,0,3,4,4,4,5,4,1,6,2,2,1,18,3,49.38340759,11.04159546,-1,4,4,4,5,4,4,62,7,4,26,67,23,-6.04643,-0.321561,-1.19058,0.354381,-2.116104489,-0.112538585,-0.416674249,0.124024792,1,0,0,0,0
R_54GJOT2phwgWgSN,Default Response Set,Anonymous,,,79.192.255.12,0,05MAY16:17:37:00,05MAY16:17:51:00,1,401394,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,0,1,1,5,5,5,3,4,,6,7,6,2,6,6,2,3,5,6,6,7,3,5,6,6,5,6,2,7,6,6,7,6,4,7,6,6,7,5,7,2,6,7,7,2,7,5,2,2,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,1,1,2,2,2,1,1,6,2,1,40,5,48.16419983,11.62179565,-1,6,6,5,5,6,2,74,6,4,23,92,32,-6.87598,-3.85069,-4.33267,0.565064,-2.406426957,-1.347648512,-1.516329873,0.197758755,1,0,0,0,0
R_02mty5fCrbY7KfP,Default Response Set,Anonymous,,,95.88.15.152,0,05MAY16:17:58:00,05MAY16:18:03:00,1,401403,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,1,1,3,5,5,5,2,4,,5,6,6,1,7,7,1,3,5,6,4,7,2,6,7,7,7,7,1,7,5,6,5,1,1,7,5,3,7,6,1,2,5,7,5,1,4,6,6,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,2,3,3,2,5,0,0,0,0,0,0,2,1,4,3,4,4,2,5,2,1,0,25,2,49.46029663,8.41619873,-1,7,7,5,6,7,7,80,7,7,33,80,32,-2.61713,-1.27522,-2.65343,0.105788,-0.915932301,-0.446296206,-0.928636424,0.037023245,1,0,0,0,0
R_9p3F7FkqVxQPWEl,Default Response Set,Anonymous,,,91.32.131.232,0,05MAY16:18:10:00,05MAY16:18:19:00,1,401411,2,0,1,,0,1,0,0,,,0,0,0,3,2,1,3,1,2,5,5,5,1,4,,6,6,4,3,7,5,2,3,6,7,6,7,4,6,4,5,6,4,3,7,7,4,6,2,4,6,5,1,6,5,6,2,6,5,5,4,4,5,4,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,3,3,2,7,7,7,7,7,7,5,5,6,6,6,5,2,1,3,2,1,8,2,51.40339661,6.770294189,-1,5,6,5,4,5,6,71,4,4,21,76,32,-5.8934,-1.65839,-1.26161,-1.40143,-2.062547684,-0.580396453,-0.441533034,-0.490466658,1,0,0,0,0
R_3yi7mZPcGyAbi05,Default Response Set,Anonymous,,,213.47.133.18,0,05MAY16:18:20:00,05MAY16:18:36:00,1,800311,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,2,1,1,5,5,5,5,2,,6,6,2,3,6,5,3,3,6,5,5,6,3,5,6,5,6,5,3,5,6,6,5,3,4,6,5,1,6,5,6,2,6,5,5,3,4,5,4,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1,2,6,6,6,6,7,7,2,2,2,2,2,3,2,2,3,4,1,7,3,48.19810486,16.39480591,-1,5,5,5,5,5,5,69,5,4,23,74,27,-6.10267,-1.32551,-1.7728,1.45068,-2.135787131,-0.463896491,-0.62043719,0.507702968,1,0,0,0,0
R_6x81ehe6yMti6Ud,Default Response Set,Anonymous,,,85.22.103.8,0,05MAY16:18:59:00,05MAY16:19:09:00,1,401424,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,3,5,5,5,1,4,,5,5,6,3,7,4,2,3,5,7,6,7,2,6,7,7,5,5,1,7,7,5,7,3,3,7,4,2,6,6,6,2,7,7,4,6,5,6,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3,2,1,1,1,7,7,7,7,7,7,4,2,2,2,6,4,2,1,3,2,1,11,4,51.52510071,7.54750061,-1,5,6,5,6,7,5,80,2,5,23,77,34,-5.82372,-1.17642,-2.87131,0.970631,-2.038161367,-0.411718591,-1.004889163,0.339697411,1,0,0,0,0
R_diBmTqpdrMcR1FH,Default Response Set,Anonymous,,,62.143.162.22,0,05MAY16:19:12:00,05MAY16:19:22:00,1,401429,2,0,1,,0,0,0,0,,,0,0,1,6,4,2,3,3,4,5,5,5,4,4,,7,7,7,2,3,7,2,1,7,6,7,3,2,6,6,7,7,7,1,5,7,7,5,2,1,6,7,7,7,4,7,2,6,7,6,1,7,7,6,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,2,1,1,1,2,6,6,6,6,7,7,3,3,3,3,5,4,1,6,1,1,0,39,2,51.51980591,7.437805176,-1,6,6,7,6,7,6,83,7,7,34,103,20,-0.776648,-0.400655,-1.37149,0.553752,-0.271808045,-0.140219575,-0.479988381,0.193799828,1,0,0,0,0
R_6LLSOzL9Bow3I0t,Default Response Set,Anonymous,,,188.136.41.17,0,05MAY16:19:47:00,05MAY16:20:03:00,1,401436,1,1,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,5,5,5,5,3,4,,2,5,4,4,4,4,2,4,5,4,5,5,4,5,6,4,7,4,3,4,5,6,4,4,3,6,5,4,6,3,5,2,4,5,3,3,6,6,4,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,3,5,3,4,4,4,5,2,3,3,3,4,3,2,4,4,4,1,10,4,51.64500427,7.860794067,-1,4,6,4,4,5,4,63,5,5,24,70,20,-1.89454,0.229736,-1.21808,1.28445,-0.66304325,0.080402052,-0.426298585,0.449526483,1,0,0,0,0
R_elFdjSAsjHLCwQZ,Default Response Set,Anonymous,,,176.4.92.214,0,05MAY16:21:43:00,05MAY16:21:57:00,1,401452,0,0,0,,1,0,0,0,,1,0,0,0,3,2,1,1,1,3,5,5,5,1,4,,2,6,4,6,7,3,4,4,2,6,5,6,3,5,2,4,7,4,2,7,6,3,6,2,6,6,2,6,6,7,5,2,4,5,7,2,7,2,3,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,1,2,5,0,0,0,0,0,0,4,4,4,4,4,4,2,5,1,4,1,7,2,51,9,-1,2,4,4,5,6,6,61,6,2,17,69,33,-7.66552,3.48968,-4.03631,0.768628,-2.68274689,1.22130373,-1.41261103,0.269001239,1,0,0,0,0
R_55RnSVtovp3DeQd,Default Response Set,Anonymous,,,84.161.226.11,0,05MAY16:22:01:00,05MAY16:22:22:00,1,401453,0,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,3,5,5,5,3,4,,4,6,4,4,7,6,3,3,2,3,5,6,5,5,6,6,7,5,6,7,5,5,5,5,5,5,3,2,4,2,4,2,6,6,3,4,4,5,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1,2,5,0,0,0,0,0,0,4,5,4,5,4,4,2,2,3,3,2,13,2,48.3500061,12.08329773,-1,4,5,5,3,2,3,55,4,3,22,68,27,-4.71313,2.40727,0.342548,1.72727,-1.649481686,0.842486368,0.119883528,0.604502789,1,0,0,0,0
