V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_bjvHNt6QrmJJLq5,Default Response Set,Anonymous,,,84.58.40.7,0,05MAY16:03:12:00,05MAY16:03:31:00,1,401227,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,2,1,2,5,5,5,3,4,,7,5,3,4,5,5,2,4,5,6,6,7,4,5,5,5,6,3,2,6,5,5,6,4,4,5,2,1,6,3,4,2,5,5,5,4,5,4,3,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,6,6,6,6,6,6,2,2,2,3,2,6,2,51.05000305,13.75,-1,4,6,4,4,6,4,64,4,4,18,70,27,-5.32768,-4.80685,-4.70917,0.214743,-1.715717405,-1.547990159,-1.51653345,0.069155487,0,1,0,0,0
R_8JkBbHESwNeZcuF,Default Response Set,Anonymous,,,178.190.66.34,0,05MAY16:04:44:00,05MAY16:04:55:00,1,800276,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,1,5,5,5,1,2,,5,5,2,5,7,3,4,4,4,4,4,3,5,5,6,6,6,6,5,7,5,5,6,5,2,6,1,2,6,6,7,2,5,6,3,2,3,5,7,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,3,4,3,3,3,4,4,3,3,3,3,3,3,2,2,3,4,3,7,3,48.19999695,16.3500061,-1,3,4,4,3,3,3,60,6,6,30,59,29,-6.88861,2.19406,-2.51792,0.88915,-2.218396764,0.706571515,-0.810866863,0.28634042,0,1,0,0,0
R_6l3MgOf12O0FJyd,Default Response Set,Anonymous,,,89.144.218.13,0,05MAY16:05:12:00,05MAY16:05:25:00,1,800278,2,0,1,,0,1,0,0,,,0,0,0,4,2,1,3,1,3,5,5,5,2,2,,3,6,2,4,7,4,2,4,6,5,4,5,3,5,5,6,4,4,3,7,4,3,6,3,1,5,3,1,6,4,6,2,4,3,3,2,3,5,6,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,1,4,6,6,6,6,7,5,3,3,2,4,3,2,2,3,4,4,3,15,3,48.19999695,16.36669922,-1,4,6,4,5,5,5,67,6,7,28,53,29,-5.83494,0.199099,-0.863314,1.49155,-1.879074591,0.064117518,-0.278020237,0.480336337,0,1,0,0,0
R_4UFFkdhdun0RUcR,Default Response Set,Anonymous,,,83.175.111.19,0,05MAY16:06:22:00,05MAY16:06:39:00,1,800284,2,0,1,,0,1,0,0,,,0,0,0,2,3,1,3,1,4,5,5,5,3,2,,6,7,2,4,7,6,2,4,7,5,5,6,5,5,5,6,7,4,2,7,6,7,6,6,4,5,7,1,4,5,5,2,7,7,6,3,2,5,5,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,5,7,6,7,7,7,2,1,2,1,2,2,2,4,1,1,0,5,3,47.26669312,11.3999939,-1,4,6,4,3,6,2,60,5,4,23,83,31,-7.94182,-4.36541,-4.76757,-0.0687014,-2.5575708,-1.405829539,-1.535340491,-0.022124487,0,1,0,0,0
R_4TUKJrvfv2S9BfD,Default Response Set,Anonymous,,,84.115.180.65,0,05MAY16:08:37:00,05MAY16:08:52:00,1,800288,2,0,1,,0,1,0,0,,,0,0,0,3,2,1,1,1,1,5,5,5,3,2,,6,7,6,2,6,6,3,3,4,5,5,5,3,6,6,5,7,3,2,6,5,6,7,4,4,6,6,2,5,6,6,2,6,5,5,3,3,5,5,2,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,4,1,6,3,47.1499939,15.3500061,-1,6,5,5,5,6,4,70,5,4,22,79,30,-6.30523,0.506787,-2.0665,0.855682,-2.030526017,0.163204861,-0.6654923,0.27556244,0,1,0,0,0
R_d4gXg9GTtHanxM9,Default Response Set,Anonymous,,,178.190.151.2,0,05MAY16:09:58:00,05MAY16:10:07:00,1,800290,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,2,5,5,5,3,2,,3,2,4,5,1,5,3,5,5,4,1,7,5,4,4,5,7,6,4,2,2,2,4,5,1,4,6,2,4,4,6,2,6,6,3,2,2,6,4,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,2,1,10,3,47.07510376,15.43930054,-1,3,5,3,3,4,3,52,6,7,29,56,18,-5.78717,-1.0741,-2.39897,4.17204,-1.863690817,-0.345901418,-0.772560398,1.343556978,0,1,0,0,0
R_2mmonaN12wDj76d,Default Response Set,Anonymous,,,91.52.65.120,0,05MAY16:11:39:00,05MAY16:11:49:00,1,401243,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,3,5,5,5,2,4,,5,6,4,2,7,3,2,3,6,7,5,4,2,6,6,6,4,4,2,5,5,5,5,2,4,6,4,3,7,3,6,2,5,4,4,3,4,5,5,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1,2,4,4,5,4,4,4,3,3,3,3,4,4,3,1,5,4,2,1,62,3,53.47189331,7.477493286,-1,6,6,5,6,6,6,79,5,4,23,67,24,-7.78817,1.7662,-1.07203,1.23523,-2.508089604,0.568784176,-0.345234798,0.397791461,0,1,0,0,0
R_82nUbKnQNQn3ZCR,Default Response Set,Anonymous,,,176.0.64.169,0,05MAY16:12:57:00,05MAY16:13:52:00,1,401246,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,1,1,4,5,3,5,4,4,,6,6,5,2,6,6,2,3,6,6,5,6,3,5,6,5,7,4,2,6,7,5,7,3,4,5,5,1,6,5,6,2,6,6,5,4,5,4,3,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,4,4,4,4,4,1,5,2,1,0,47,3,51,9,-1,6,6,5,5,6,5,72,4,4,19,81,30,-6.9543,-5.50289,-5.46703,0.292027,-2.239551465,-1.772141748,-1.760593452,0.0940439,0,1,0,0,0
R_0BPEiPFiidANyuh,Default Response Set,Anonymous,,,84.151.18.39,0,05MAY16:14:24:00,05MAY16:14:32:00,1,401257,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,2,3,5,5,5,2,4,,5,5,4,3,6,4,4,3,4,5,5,4,4,3,4,4,6,5,4,6,4,4,5,4,2,5,5,4,5,6,5,2,4,4,5,3,4,5,6,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,3,3,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,35,5,48.1499939,11.58329773,-1,5,4,5,4,4,4,57,5,6,27,67,27,-6.31387,-1.62962,-2.75477,-0.201711,-2.033308429,-0.524800175,-0.887141652,-0.064958682,0,1,0,0,0
R_dbAozJN0P54c51z,Default Response Set,Anonymous,,,93.200.171.13,0,05MAY16:14:34:00,05MAY16:14:40:00,1,401275,1,1,1,,0,0,0,0,,,0,0,1,5,2,2,1,2,2,5,5,5,4,4,,6,6,3,3,5,5,2,5,5,5,3,5,4,5,5,5,6,5,5,5,5,4,4,4,5,6,3,3,5,5,5,2,6,6,3,6,3,5,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,4,4,4,4,4,4,1,1,3,1,0,26,5,51.46899414,7.515396118,-1,5,6,3,4,3,4,61,2,3,20,67,24,-6.43861,-4.90226,-4.8347,-0.497008,-2.073479496,-1.57871584,-1.556958927,-0.160055648,0,1,0,0,0
R_ekOjahBMmhAfSqF,Default Response Set,Anonymous,,,62.153.4.241,0,05MAY16:14:31:00,05MAY16:14:43:00,1,401270,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,4,6,3,5,6,3,3,3,4,5,4,5,5,6,6,5,5,5,4,7,4,6,6,4,5,6,4,2,7,6,5,2,4,5,4,3,4,5,5,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,5,0,0,0,0,0,0,2,2,2,2,3,3,2,1,5,2,1,14,4,51.48469543,7.499603271,-1,3,5,5,3,4,4,64,5,3,23,62,30,-5.34233,0.423306,0.0799134,0.565317,-1.720435267,0.136320776,0.025735181,0.182053768,0,1,0,0,0
R_9NMZCyKFjRxxYEJ,Default Response Set,Anonymous,,,188.97.184.76,0,05MAY16:14:39:00,05MAY16:14:46:00,1,401296,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,3,3,5,3,5,5,3,4,,4,6,4,5,6,4,4,4,5,5,5,3,4,4,5,5,6,5,4,6,5,6,6,6,5,6,4,4,5,3,6,2,5,5,4,5,4,3,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,3,5,0,0,0,0,0,0,3,3,3,3,4,3,2,1,3,1,0,26,2,50.1026001,8.689498901,-1,3,4,4,4,4,2,57,3,3,18,71,24,-6.91034,-4.4525,-5.56208,-0.940417,-2.225394658,-1.433875861,-1.7912032,-0.302850362,0,1,0,0,0
R_cHdVJRvNvo9mctv,Default Response Set,Anonymous,,,84.179.2.17,0,05MAY16:14:36:00,05MAY16:14:50:00,1,401284,2,0,1,,0,0,0,0,,,0,0,1,5,1,1,1,1,1,5,5,2,3,4,,3,5,5,4,7,5,3,3,5,5,6,4,4,5,5,6,6,3,3,5,5,4,5,2,3,5,4,1,5,5,5,2,6,6,6,2,6,5,4,6,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,6,6,6,6,6,6,2,3,3,6,5,6,1,1,4,4,3,29,2,51.05000305,13.75,-1,4,5,5,4,5,6,65,6,5,23,73,26,-6.8905,-5.00603,-4.53031,0.0359282,-2.219005417,-1.612133762,-1.458933667,0.011570259,0,1,0,0,0
R_3xtCtdvW51iy3WJ,Default Response Set,Anonymous,,,5.147.67.156,0,05MAY16:14:44:00,05MAY16:14:55:00,1,401301,2,0,1,,0,1,0,0,,,0,0,0,7,3,1,3,1,4,5,5,5,3,4,,5,5,6,5,7,3,2,3,4,5,5,6,3,5,5,5,6,5,2,7,5,4,6,4,3,4,5,2,5,5,4,2,3,2,5,2,3,5,6,6,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,3,3,1,1,5,0,0,0,0,0,0,3,4,4,3,4,4,1,1,5,1,0,43,2,51.68330383,7.800003052,-1,3,6,5,5,6,4,62,6,5,27,63,31,-6.01761,-1.60116,-3.0657,0.10811,-1.93790134,-0.515634963,-0.987273043,0.034815569,0,1,0,0,0
R_cMDoLfmKeTVLBFX,Default Response Set,Anonymous,,,31.19.90.6,0,05MAY16:14:55:00,05MAY16:15:07:00,1,401313,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,1,1,5,5,5,5,2,4,,7,7,3,2,7,7,2,2,7,6,7,5,4,5,6,7,7,6,2,6,7,7,6,2,3,6,7,2,7,5,6,2,7,7,6,2,7,5,6,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,2,3,2,3,7,7,7,7,7,7,4,4,3,3,3,3,1,5,3,2,1,49,2,53.5401001,10.10310364,-1,6,6,6,4,6,6,77,6,5,28,95,29,-5.0821,-2.33924,-4.27125,-0.646763,-1.636631221,-0.753325046,-1.375506405,-0.208282505,0,1,0,0,0
R_1NCHJuuR4KLGd3D,Default Response Set,Anonymous,,,93.214.17.125,0,05MAY16:15:06:00,05MAY16:15:19:00,1,401319,2,0,1,,0,0,0,0,,,0,0,1,6,3,3,3,2,4,5,5,5,3,4,,7,7,7,2,7,7,1,1,7,7,6,5,1,7,7,7,7,4,1,6,7,6,7,6,7,7,7,3,7,1,7,2,7,7,7,5,7,1,1,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,3,3,1,2,7,7,7,7,7,7,2,2,4,2,2,3,1,1,1,1,0,36,4,53.35009766,13.06719971,-1,6,7,7,7,7,2,85,3,1,10,99,26,-5.97288,-5.23135,-2.8756,-0.112053,-1.923496564,-1.684695448,-0.926053549,-0.036085366,0,1,0,0,0
R_7WbVBhmqZpEnSUB,Default Response Set,Anonymous,,,178.5.35.39,0,05MAY16:15:10:00,05MAY16:15:26:00,1,401320,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,3,5,5,5,3,4,,5,5,3,4,3,4,2,3,5,6,5,4,4,5,5,5,5,5,3,4,5,4,4,4,3,4,4,3,5,3,4,2,4,5,3,2,3,5,5,1,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1,2,5,0,0,0,0,0,0,3,3,4,3,3,4,1,1,3,1,0,18,3,52.51669312,13.3999939,-1,4,6,5,4,5,4,62,6,5,26,63,18,-3.6137,0.517193,-3.039,2.58216,-1.163750072,0.166555993,-0.978674619,0.831554608,0,1,0,0,0
R_6m39hXIuBIlfDOB,Default Response Set,Anonymous,,,94.16.73.173,0,05MAY16:15:26:00,05MAY16:15:37:00,1,401331,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,2,3,5,5,5,4,4,,7,7,6,2,4,6,2,1,5,6,6,3,4,3,7,6,7,3,2,4,7,7,1,2,3,6,6,6,6,1,6,2,5,6,6,2,4,6,5,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,3,1,5,0,0,0,0,0,0,3,3,4,3,4,4,1,1,5,5,4,36,2,50.11669922,8.683303833,-1,6,6,7,4,6,6,75,6,5,25,91,13,-6.33848,-2.56066,-4.15826,-0.729994,-2.041233793,-0.824630783,-1.339119289,-0.235086081,0,1,0,0,0
R_4OcHbsxSIV4AfOt,Default Response Set,Anonymous,,,91.35.102.11,0,05MAY16:15:38:00,05MAY16:15:50:00,1,401341,2,0,1,,0,0,0,0,,,1,0,0,6,1,1,2,1,5,5,5,5,3,4,,6,5,4,4,3,3,3,3,3,5,6,4,3,6,5,5,6,4,3,2,5,6,5,4,4,6,6,2,5,2,6,2,4,6,6,4,4,4,4,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,4,7,7,6,7,6,7,4,4,4,4,4,4,1,1,3,3,1,36,2,50.8500061,11.03329468,-1,4,5,5,5,5,4,66,4,4,20,72,16,-6.76975,-6.07337,-5.1683,0.137666,-2.180119283,-1.9558582,-1.664390929,0.044333735,0,1,0,0,0
R_a2BJWCRMimyvU2N,Default Response Set,Anonymous,,,95.119.125.20,0,05MAY16:15:45:00,05MAY16:15:58:00,1,401348,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,1,5,5,5,5,5,4,,7,6,5,2,7,7,1,2,6,7,7,4,2,6,7,7,7,3,3,3,7,6,7,3,6,7,6,4,7,1,7,2,5,7,6,6,5,3,3,4,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,5,0,0,0,0,0,0,4,5,4,5,5,5,2,6,1,1,0,46,2,53.09379578,8.783004761,-1,6,7,6,6,5,5,83,2,2,13,91,22,-4.85176,-4.1483,-3.51291,-1.99056,-1.562452902,-1.335911787,-1.131291825,-0.641036706,0,1,0,0,0
R_4PLL6FgVJUAykC1,Default Response Set,Anonymous,,,178.8.172.25,0,05MAY16:15:49:00,05MAY16:16:00:00,1,401355,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,4,5,5,5,3,4,,7,7,3,5,6,6,1,1,4,7,6,2,2,6,7,6,7,5,1,7,7,7,7,2,5,1,4,1,1,2,6,2,7,6,6,3,5,5,4,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,1,1,5,0,0,0,0,0,0,3,4,4,4,3,3,2,1,2,2,2,16,2,52.51669312,13.3999939,-1,3,7,7,6,7,6,70,5,3,22,83,24,-6.85292,1.59601,-2.21785,0.407238,-2.206903215,0.513976465,-0.714232808,0.131146263,0,1,0,0,0
R_6tbyAuUWftMjMd7,Default Response Set,Anonymous,,,94.221.102.73,0,05MAY16:15:58:00,05MAY16:16:06:00,1,401371,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,2,3,4,5,5,5,3,4,,6,2,4,2,6,5,2,2,4,7,4,6,2,6,7,3,5,3,3,7,6,5,6,5,4,6,6,4,6,3,5,2,5,5,5,3,6,4,4,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,6,6,6,6,5,5,4,4,4,4,4,4,2,2,3,3,1,36,3,50.80859375,6.498199463,-1,6,6,6,6,5,3,72,5,4,20,72,28,-7.27611,-5.6967,-4.09409,0.0891186,-2.343186634,-1.834556006,-1.318454087,0.028699609,0,1,0,0,0
R_bf33GvU6Ru09YGx,Default Response Set,Anonymous,,,134.247.251.2,0,05MAY16:15:48:00,05MAY16:16:09:00,1,401351,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,2,1,5,5,5,5,3,4,,7,7,7,1,4,7,1,1,7,7,7,6,1,7,7,7,7,4,1,4,7,7,6,7,6,7,7,7,6,1,7,2,7,5,7,3,7,4,4,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,4,3,1,23,2,48.39239502,11.75689697,-1,7,7,7,7,7,1,84,5,2,19,103,21,-7.08815,-5.10523,-5.15271,0.0706244,-2.282656301,-1.644079969,-1.659370351,0.022743767,0,1,0,0,0
R_ePfI436Zy5GNsPP,Default Response Set,Anonymous,,,188.109.159.5,0,05MAY16:16:15:00,05MAY16:16:21:00,1,401382,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,4,5,5,5,4,4,,4,5,6,3,2,5,0,0,0,0,8,0,5,4,3,4,3,4,4,5,3,4,4,4,5,4,4,4,4,4,4,2,4,4,4,3,4,4,3,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,2,1,3,1,5,0,0,0,0,0,0,6,5,6,6,4,4,2,6,2,1,0,13,2,51.50320435,7.007293701,-1,5,8,8,3,4,4,55,5,3,19,62,15,-3.26197,-2.54105,-2.62927,0.169749,-1.050479515,-0.81831561,-0.846725836,0.054665692,0,1,0,0,0
R_eyfRuJp15l7YzC5,Default Response Set,Anonymous,,,93.213.29.169,0,05MAY16:16:58:00,05MAY16:17:14:00,1,401387,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,2,5,5,5,3,4,,7,5,4,4,5,3,3,5,7,6,2,5,4,5,6,6,7,4,4,6,6,7,4,5,4,4,7,3,4,4,4,2,6,7,3,3,4,5,5,1,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,1,3,4,3,2,2,1,4,4,4,1,13,3,53.59919739,10.04200745,-1,4,5,3,4,4,3,58,5,4,23,78,24,-4.74973,-2.23849,-3.39773,3.12405,-1.529595327,-0.72087968,-1.094199445,1.006063983,0,1,0,0,0
R_b29oVgWHC3ofcaN,Default Response Set,Anonymous,,,62.47.55.230,0,05MAY16:17:07:00,05MAY16:17:16:00,1,800310,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,1,3,3,5,5,5,3,2,,7,7,3,2,4,5,1,1,7,7,7,5,2,7,7,7,7,5,2,6,6,7,5,1,5,7,7,2,6,4,7,2,7,7,7,5,4,4,4,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,5,4,4,4,3,1,2,2,2,1,13,1,46.61120605,13.83599854,-1,6,7,7,6,6,7,87,3,3,19,90,24,-7.50482,-6.9599,-4.90208,0.155331,-2.416840031,-2.24135488,-1.578657873,0.050022543,0,1,0,0,0
R_3wI38mSQlvg0OSV,Default Response Set,Anonymous,,,77.8.240.249,0,05MAY16:17:42:00,05MAY16:17:52:00,1,401398,2,0,1,,0,0,0,0,,,0,0,1,7,3,1,1,1,3,5,5,5,4,4,,6,6,2,4,6,3,4,2,6,7,3,7,4,3,4,4,6,4,2,6,7,4,7,4,2,6,3,4,6,3,4,2,7,5,5,1,1,7,7,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,3,5,0,0,0,0,0,0,3,3,3,3,3,3,1,5,3,2,1,46,3,52.03329468,8.533294678,-1,4,4,6,4,6,4,62,7,6,31,68,29,-6.11319,-4.11439,-4.09056,-0.282379,-1.968681768,-1.324991466,-1.317317292,-0.090936874,0,1,0,0,0
R_1NUqBTiNnZRGHd3,Default Response Set,Anonymous,,,5.146.84.73,0,05MAY16:18:05:00,05MAY16:18:11:00,1,401407,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,2,5,5,5,2,4,,5,5,5,5,6,3,4,5,5,3,4,5,6,4,4,4,6,6,4,7,6,4,5,7,2,4,6,4,4,6,2,2,5,5,3,2,3,6,4,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,2,5,0,0,0,0,0,0,3,3,3,3,3,2,2,1,5,3,2,19,4,52.0276947,8.904296875,-1,3,4,3,2,4,1,42,6,6,28,69,29,-6.03885,0.0921605,-4.16001,2.95459,-1.944741435,0.029679218,-1.339682857,0.95149136,0,1,0,0,0
R_2fOJckqTI4DaGI5,Default Response Set,Anonymous,,,84.154.161.20,0,05MAY16:18:08:00,05MAY16:18:15:00,1,401409,2,0,1,,0,0,0,0,,,0,0,1,6,3,2,3,3,3,5,5,5,3,4,,7,7,3,3,1,7,3,3,7,4,6,1,5,4,3,3,3,5,2,2,6,7,5,6,2,4,3,3,6,1,5,2,7,7,5,7,6,7,7,1,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,2,2,1,5,0,0,0,0,0,0,2,2,2,1,2,3,1,1,6,4,1,38,6,48.76669312,9.183303833,-1,5,5,5,3,6,2,55,1,6,26,84,10,-4.50808,-3.20394,0.446226,0.174666,-1.451774753,-1.031791628,0.143701896,0.056249155,0,1,0,0,0
R_3qHmmhKxPU5SaH3,Default Response Set,Anonymous,,,79.228.119.76,0,05MAY16:18:23:00,05MAY16:18:32:00,1,401414,2,0,1,,0,0,0,0,,,0,0,1,8,2,2,2,1,5,5,5,5,3,4,,1,7,3,4,6,6,2,3,4,6,6,4,4,5,6,5,3,4,2,6,5,6,6,2,2,6,6,3,6,4,6,2,6,7,6,2,4,5,3,1,,,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,3,7,6,7,5,6,7,4,3,4,4,4,5,1,5,3,3,1,51,2,51.15759277,6.732803345,-1,4,6,5,4,6,6,71,6,6,24,73,26,-7.10701,-4.05022,-4.27712,0.243969,-2.288729945,-1.304326264,-1.377396771,0.07856738,0,1,0,0,0
R_eW3ciWraoLIqXqJ,Default Response Set,Anonymous,,,84.155.32.156,0,05MAY16:18:54:00,05MAY16:19:05:00,1,401422,2,0,1,,0,0,0,0,,,0,0,1,7,4,4,5,4,5,5,5,5,4,4,,2,6,6,2,5,6,1,1,6,7,7,4,2,7,7,7,6,4,1,5,7,7,5,2,7,7,6,2,7,1,7,2,7,6,6,3,4,5,5,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,3,1,0,47,2,48.8901062,9.174606323,-1,6,7,7,6,7,6,88,5,1,20,84,20,-5.96899,-3.41301,-3.83276,-2.29699,-1.922243835,-1.099120191,-1.234295799,-0.739718925,0,1,0,0,0
R_6nfOs7iKk5JP3V3,Default Response Set,Anonymous,,,88.130.88.50,0,05MAY16:19:14:00,05MAY16:19:32:00,1,401432,2,0,1,,0,0,0,0,,,0,0,1,5,4,4,4,4,4,5,5,5,4,4,,2,5,4,4,7,4,4,4,3,5,5,5,5,4,5,7,6,6,4,7,5,5,4,5,2,5,2,5,5,4,3,2,4,5,4,4,4,6,4,1,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,3,2,3,2,3,4,2,1,3,1,0,28,2,51.43330383,6.883300781,-1,4,4,4,3,4,3,56,4,6,26,63,27,-4.80048,-2.6841,-4.67559,-2.27298,-1.545938774,-0.8643832,-1.505719402,-0.731986784,0,1,0,0,0
R_5AQ3aJ3E04YnSJL,Default Response Set,Anonymous,,,37.201.59.90,0,05MAY16:19:57:00,05MAY16:20:11:00,1,401439,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,1,1,1,5,5,2,3,4,,7,7,6,7,7,7,1,5,4,7,7,7,1,7,7,7,7,6,1,7,7,7,6,1,2,7,6,5,7,5,7,2,7,7,7,2,3,6,6,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,1,0,7,7,7,7,7,7,1,3,3,3,3,3,2,5,1,1,0,40,2,51,9,-1,1,7,3,7,7,7,81,6,6,30,94,32,-6.94093,-5.37507,-4.95082,0.273665,-2.235245812,-1.730978803,-1.594354023,0.088130632,0,1,0,0,0
R_4Hm7JuZUu8zRAsl,Default Response Set,Anonymous,,,92.78.237.90,0,05MAY16:22:03:00,05MAY16:22:13:00,1,401454,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,2,2,3,5,5,5,3,4,,6,6,2,6,6,6,6,6,6,2,2,7,6,6,6,1,7,7,6,6,6,6,6,6,2,6,2,2,4,4,4,2,5,6,1,3,1,7,7,1,,,,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,3,1,5,1,50.71139526,12.49279785,-1,2,2,2,2,2,2,41,5,6,32,64,29,-3.88083,-0.832184,-2.74945,3.00379,-1.249776183,-0.267995182,-0.885428408,0.967335648,0,1,0,0,0
