V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seed,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Control
R_6PaulF3gs9mcSMt,Default Response Set,Anonymous,,,31.18.22.22,0,05MAY16:14:26:00,05MAY16:14:34:00,1,401260,2,0,1,,0,0,0,0,,,0,0,1,7,1,1,3,1,3,5,5,5,3,4,,7,7,4,2,6,7,1,2,4,7,6,7,2,6,6,6,7,3,1,7,7,7,7,1,4,7,7,1,7,5,7,2,7,7,2,5,5,3,1,1,,,,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,2,2,2,2,3,3,2,3,3,2,1,48,2,53.55000305,10,-1,6,7,6,6,7,7,85,3,4,14,85,32,-4.89841,-4.74899,-4.3752,-0.475941,-1.789033681,-1.734461399,-1.597943039,-0.173826707,0,0,0,1,0
R_6sP8vF2YbvKKxYp,Default Response Set,Anonymous,,,77.22.191.185,0,05MAY16:14:35:00,05MAY16:14:41:00,1,401282,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,2,5,5,5,3,4,,6,6,3,5,6,6,2,3,6,6,6,6,3,5,6,5,6,5,0,6,6,6,6,5,2,6,6,2,5,4,6,2,6,6,3,2,2,5,2,1,,,,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,2,2,2,4,4,2,1,5,4,3,26,5,53.6499939,9.899993896,-1,3,6,5,5,8,3,69,6,6,24,76,28,-5.16196,-4.20914,-4.75915,-0.018134,-1.88528937,-1.537293373,-1.73817211,-0.006623034,0,0,0,1,0
R_297dcV9vSt8uKAl,Default Response Set,Anonymous,,,79.197.78.91,0,05MAY16:14:33:00,05MAY16:14:43:00,1,401274,2,0,1,,0,1,0,0,,,1,1,0,3,1,1,1,1,1,5,5,3,1,4,,6,1,2,7,5,1,4,2,2,2,3,3,6,5,5,4,6,2,4,4,7,2,5,3,3,7,4,1,6,7,6,2,4,3,5,3,6,1,7,1,,,,0,0,0,0,1,1,3,3,1,3,1,0,0,1,2,1,1,2,1,2,2,2,4,6,6,5,4,5,5,2,4,4,4,4,5,1,4,1,5,1,8,3,48.27079773,11.57600403,-1,1,4,6,2,4,5,57,5,5,20,53,24,-1.54226,-0.311559,-0.89269,0.485418,-0.563275652,-0.113789892,-0.326034872,0.177287967,0,0,0,1,0
R_bg9nz8YF5QQcEQt,Default Response Set,Anonymous,,,91.1.58.63,0,05MAY16:14:36:00,05MAY16:14:46:00,1,401286,2,0,1,,0,1,0,0,,,0,0,0,7,2,1,2,1,3,5,4,5,3,4,,6,5,2,4,7,4,3,4,5,5,5,6,5,5,6,6,7,5,4,7,5,6,6,4,4,5,5,2,4,4,4,2,5,5,4,4,4,5,5,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,4,2,4,2,2,2,1,5,5,2,1,43,2,52.3999939,14.16670227,-1,4,5,4,3,4,4,59,4,4,23,70,30,-5.04107,-4.82142,-4.77272,0.0385273,-1.841137026,-1.760914822,-1.743128246,0.014071227,0,0,0,1,0
R_ehD1rKHavuvAe5T,Default Response Set,Anonymous,,,37.201.192.16,0,05MAY16:14:40:00,05MAY16:14:49:00,1,401300,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,5,5,5,5,5,4,,4,6,2,5,7,3,2,2,7,4,2,6,3,6,5,7,2,4,3,6,4,5,6,2,3,5,2,4,6,4,7,2,6,6,2,2,2,4,4,1,,,,0,0,0,0,3,3,3,3,3,6,1,0,0,3,2,2,2,1,3,2,1,1,4,4,6,6,6,5,5,6,4,4,5,3,4,2,3,2,2,1,9,2,51,9,-1,3,6,6,5,5,6,71,6,5,23,57,29,-5.00655,-1.0334,-1.36899,0.113866,-1.828529375,-0.377426023,-0.499992695,0.041586986,0,0,0,1,0
R_9Fg1Qgt0kSC0GWx,Default Response Set,Anonymous,,,37.80.179.248,0,05MAY16:14:46:00,05MAY16:14:53:00,1,401304,2,0,1,,0,0,0,0,,,0,0,1,5,3,3,3,1,5,5,5,5,3,4,,7,7,2,1,7,7,1,1,7,7,6,4,1,7,7,7,7,5,1,7,6,7,5,1,2,7,7,1,7,3,7,2,7,7,7,2,5,5,5,1,,,,0,0,0,0,3,2,2,2,3,7,1,0,0,3,3,3,1,1,3,2,3,1,2,7,7,7,7,7,7,3,3,5,4,3,4,1,1,4,1,0,24,4,51,9,-1,7,7,7,7,7,7,91,6,6,27,90,26,-6.90028,-3.97217,-4.5397,-0.0665847,-2.520171511,-1.450745429,-1.658022951,-0.024318559,0,0,0,1,0
R_eFi8ckb4XjMy04J,Default Response Set,Anonymous,,,77.187.120.24,0,05MAY16:14:48:00,05MAY16:15:01:00,1,401307,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,2,1,4,5,5,5,3,4,,7,7,2,5,3,7,3,2,6,7,6,6,2,6,6,7,7,6,3,7,7,6,7,2,3,5,2,1,6,1,5,2,6,7,5,5,3,6,5,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,2,3,3,1,1,3,2,3,2,5,0,0,0,0,0,0,4,3,3,0,4,2,1,1,3,2,1,46,2,51,9,-1,3,5,6,6,5,6,73,3,5,25,79,24,-4.92858,-1.61687,-4.17235,-0.0360137,-1.800052593,-0.59052527,-1.523856656,-0.013153191,0,0,0,1,0
R_bkLbZppDW2rRytv,Default Response Set,Anonymous,,,84.156.193.23,0,05MAY16:15:01:00,05MAY16:15:09:00,1,401315,2,0,1,,0,0,0,0,,1,0,0,0,7,2,2,1,1,4,5,5,5,4,4,,5,5,4,4,4,3,3,3,5,5,4,4,4,5,5,5,6,4,4,4,4,4,4,4,4,5,4,4,5,3,6,2,4,5,4,4,4,4,6,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,2,3,3,3,1,3,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,4,3,2,41,2,53.48390198,7.515106201,-1,4,5,5,4,4,4,62,4,4,22,65,19,-5.40356,-1.02255,-3.56034,-0.517727,-1.973528316,-0.373463306,-1.300333818,-0.1890881,0,0,0,1,0
R_6A7J4WZeqU0czw9,Default Response Set,Anonymous,,,87.165.74.114,0,05MAY16:15:16:00,05MAY16:15:24:00,1,401324,2,0,1,,0,0,0,0,,,0,0,1,6,1,1,1,1,3,5,5,5,3,4,,7,7,4,1,7,7,1,1,7,0,7,4,1,7,7,7,7,5,1,7,7,7,7,1,1,7,4,4,7,1,7,2,7,7,7,4,7,7,7,1,,,,0,0,0,0,2,2,2,2,2,7,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,6,6,6,6,6,6,1,6,3,2,1,34,2,47.75320435,8.972000122,-1,7,7,7,7,7,7,84,4,7,30,96,26,-5.64998,-4.95164,-4.91457,0.143222,-2.063527659,-1.808474737,-1.794935756,0.052308603,0,0,0,1,0
R_3jZR6dsonTtqkWV,Default Response Set,Anonymous,,,89.245.118.18,0,05MAY16:15:16:00,05MAY16:15:41:00,1,401325,2,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,2,5,5,5,1,4,,7,7,7,2,6,7,2,2,6,6,7,6,6,7,6,7,7,7,2,6,7,7,6,2,5,6,6,3,6,1,6,2,6,3,5,2,6,5,5,1,,,,0,0,0,0,2,1,1,2,2,7,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,2,3,3,3,3,4,1,1,5,3,1,8,2,51.46099854,7.483703613,-1,6,6,6,2,6,6,76,6,3,26,91,25,-5.06279,-4.41107,-6.50172,0.104364,-1.849069766,-1.611043747,-2.374606467,0.038116595,0,0,0,1,0
R_0D3ADuRinLc9eRf,Default Response Set,Anonymous,,,2.240.43.209,0,05MAY16:15:43:00,05MAY16:15:51:00,1,401345,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,2,1,1,5,5,5,3,4,,5,4,4,4,5,4,5,4,4,5,3,3,5,4,4,4,4,4,5,5,4,5,6,4,4,4,4,4,5,5,5,2,4,5,4,5,4,4,5,1,,,,0,0,0,0,1,2,1,2,1,4,1,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,4,4,4,2,4,4,2,2,4,4,3,21,5,53.55000305,10,-1,4,3,4,3,3,4,52,3,4,20,62,24,-2.68777,-1.00163,-2.21065,1.55292,-0.981647322,-0.365822748,-0.807390012,0.567168976,0,0,0,1,0
R_brREwZuD1iU8mqh,Default Response Set,Anonymous,,,88.217.180.24,0,05MAY16:15:35:00,05MAY16:15:51:00,1,401338,1,1,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,4,4,5,5,3,4,,6,5,4,3,4,4,2,3,5,2,5,4,5,6,6,7,5,5,4,4,5,5,6,5,3,4,2,3,6,2,6,2,5,5,2,2,3,6,6,2,,,,0,0,0,0,1,1,2,1,1,3,1,0,0,2,2,3,1,1,1,2,1,1,5,0,0,0,0,0,0,1,2,2,2,2,2,1,1,5,3,2,30,5,48.1558075,11.54089355,-1,5,6,5,3,4,3,63,6,5,28,64,20,-4.59971,-0.59623,-2.45284,0.437509,-1.679940249,-0.217759549,-0.895844442,0.159790286,0,0,0,1,0
R_b1TWe4fW7vUIqFv,Default Response Set,Anonymous,,,188.102.137.9,0,05MAY16:15:54:00,05MAY16:16:04:00,1,401361,2,0,1,,0,0,0,0,,,0,1,0,4,1,2,1,1,3,5,5,5,3,4,,5,5,5,3,5,5,2,1,7,6,7,4,4,6,5,6,5,4,3,5,5,5,5,3,4,2,7,3,2,2,6,2,5,6,5,4,4,4,4,1,,,,0,0,0,0,2,3,4,4,3,3,1,0,0,2,2,2,2,2,2,3,2,3,4,5,5,5,5,6,6,4,4,4,4,3,3,1,1,3,1,0,18,2,52.51669312,13.3999939,-1,5,6,7,4,5,5,65,4,4,20,79,21,-5.30559,-0.0921618,0.558328,0.344891,-1.937746985,-0.033660017,0.203916699,0.125963653,0,0,0,1,0
R_6ioyFA3rvS1xP0x,Default Response Set,Anonymous,,,86.56.81.210,0,05MAY16:15:55:00,05MAY16:16:04:00,1,401363,2,0,1,,0,0,0,0,,,0,0,1,4,2,2,1,1,1,5,5,5,3,4,,5,5,4,3,2,4,3,2,5,5,4,4,5,6,5,6,6,5,3,4,5,5,6,3,4,5,4,4,5,4,5,2,5,5,6,2,4,5,5,1,,,,0,0,0,0,3,3,3,3,3,2,1,0,0,2,2,2,1,1,1,2,1,1,5,0,0,0,0,0,0,3,2,2,1,1,1,2,1,4,2,1,12,2,50.93260193,11.58680725,-1,5,5,6,3,5,5,66,6,4,25,71,20,-5.81284,0.0398475,-2.20365,1.21794,-2.123008597,0.0145534,-0.80483342,0.444825093,0,0,0,1,0
R_4PL7RtFsy2ejbrT,Default Response Set,Anonymous,,,79.209.91.169,0,05MAY16:16:09:00,05MAY16:16:17:00,1,401378,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,3,5,5,5,3,4,,7,7,2,6,7,2,6,7,7,6,2,7,7,7,6,6,7,6,7,6,6,7,7,6,6,6,1,1,7,6,6,2,6,6,1,7,2,7,6,1,,,,0,0,0,0,2,1,1,2,2,2,1,0,0,2,1,2,2,2,2,1,1,2,4,1,2,1,2,1,2,2,3,2,3,2,3,2,1,5,4,2,5,3,48.22619629,12.65859985,-1,2,2,1,1,1,2,53,1,2,22,64,33,-0.108095,3.67025,0.898125,1.08929,-0.039479259,1.340475964,0.328019883,0.397838584,0,0,0,1,0
R_4Pf772muGNIEHg9,Default Response Set,Anonymous,,,93.128.77.22,0,05MAY16:16:27:00,05MAY16:16:38:00,1,401384,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,1,1,2,5,5,5,3,4,,7,7,4,4,7,6,2,2,6,6,6,6,2,6,7,7,7,6,2,6,7,5,6,3,5,6,4,2,6,2,6,2,6,6,4,2,4,4,6,1,,,,0,0,0,0,1,1,1,1,1,1,1,0,0,2,2,2,1,1,2,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,2,4,1,1,0,7,3,49.3374939,6.930099487,-1,4,6,6,6,6,5,77,6,3,25,81,27,-5.40191,-0.456575,-1.34076,1.14142,-1.972925691,-0.166753713,-0.489682325,0.41687789,0,0,0,1,0
R_3kstsQ0gYAvSQAJ,Default Response Set,Anonymous,,,93.200.70.93,0,05MAY16:16:34:00,05MAY16:16:47:00,1,401385,2,0,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,2,5,5,5,3,4,,7,7,3,2,6,6,1,2,7,7,7,5,1,7,7,7,7,4,4,6,7,7,7,6,6,7,7,6,7,4,7,2,7,7,7,2,3,6,6,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,2,3,2,1,1,1,2,1,1,5,0,0,0,0,0,0,4,4,4,4,4,3,2,3,5,2,1,44,2,53.55000305,10,-1,6,7,6,7,4,2,81,6,2,24,95,28,-5.71567,0.0335794,-3.87964,0.623999,-2.087519448,0.012264118,-1.416950935,0.227901549,0,0,0,1,0
R_9sHdSlw43UVGIw5,Default Response Set,Anonymous,,,81.189.26.97,0,05MAY16:17:07:00,05MAY16:17:19:00,1,800309,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,3,5,5,5,3,2,,7,7,6,3,5,7,1,4,1,6,7,6,2,5,5,5,7,4,2,6,7,7,6,6,3,5,7,2,5,4,4,2,6,7,7,4,7,4,2,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,3,3,3,3,1,1,5,0,0,0,0,0,0,4,6,4,4,6,4,2,6,3,4,2,30,2,48.30000305,16.31669617,-1,5,7,4,6,6,2,65,4,5,19,92,27,-3.74603,-1.18663,-2.20725,-1.98159,-1.368152899,-0.433389822,-0.806148239,-0.723731017,0,0,0,1,0
R_2bG1LkLobSvZll3,Default Response Set,Anonymous,,,87.132.215.14,0,05MAY16:17:53:00,05MAY16:18:05:00,1,401401,2,0,1,,0,1,0,0,,,0,0,0,3,3,1,2,1,3,5,5,5,3,4,,5,7,5,2,6,7,2,3,6,3,7,4,6,7,7,6,7,6,4,5,2,2,6,5,1,5,7,1,7,2,6,2,6,6,5,1,5,6,4,1,,,,0,0,0,0,3,2,4,3,2,6,1,0,0,2,1,1,2,1,1,1,1,1,4,5,6,4,5,5,6,2,3,2,1,1,2,2,4,1,1,0,8,3,51,9,-1,6,6,5,2,4,3,67,7,7,30,78,23,-0.790152,0.584629,-0.225921,0.634512,-0.288585182,0.213522545,-0.082512546,0.231741185,0,0,0,1,0
R_6KxcEby6C50toWh,Default Response Set,Anonymous,,,95.91.240.57,0,05MAY16:18:22:00,05MAY16:18:26:00,1,401413,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,2,1,2,5,5,4,3,4,,7,6,6,3,6,7,6,3,6,6,6,6,2,5,5,7,7,5,3,6,6,6,6,3,5,6,6,6,6,5,6,2,6,6,6,2,5,6,5,1,,,,0,0,0,0,2,1,2,2,2,4,1,0,0,3,2,3,1,1,2,2,2,1,2,7,7,7,7,7,7,3,4,3,4,3,3,1,1,4,1,0,16,2,52.51669312,13.3999939,-1,5,2,5,6,5,5,69,6,3,25,92,29,-6.89555,-6.42308,-1.90868,1.23786,-2.518443985,-2.345884983,-0.697102286,0.452100423,0,0,0,1,0
R_9EOtghY02k9GGr3,Default Response Set,Anonymous,,,79.230.250.14,0,05MAY16:18:47:00,05MAY16:18:57:00,1,401419,2,0,1,,0,0,0,0,,,0,0,1,6,1,2,3,1,4,5,5,5,2,4,,7,6,4,4,6,6,2,5,6,6,5,6,3,7,5,6,7,6,3,6,4,5,6,2,1,5,4,2,6,4,5,2,5,6,5,3,3,6,6,1,,,,0,0,0,0,2,1,2,1,1,7,1,0,0,3,3,3,1,1,3,2,3,1,2,6,7,7,7,7,7,2,3,2,3,3,5,1,1,6,1,0,37,3,51.35620117,8.37159729,-1,4,6,3,5,5,6,69,5,7,30,75,28,-5.48739,-5.61768,-5.06925,0.237782,-2.004145331,-2.051730813,-1.851429135,0.086844508,0,0,0,1,0
R_6VvKWOPGz0TBXz7,Default Response Set,Anonymous,,,185.22.143.98,0,05MAY16:18:36:00,05MAY16:19:07:00,1,401417,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,3,5,5,5,3,4,,4,6,6,4,7,3,5,5,5,3,5,7,6,4,4,2,3,6,7,7,6,5,4,4,1,3,4,3,4,6,5,2,5,6,3,2,2,6,5,1,,,,0,0,0,0,2,2,4,2,2,4,1,0,0,2,2,2,2,2,2,1,1,2,4,7,3,6,4,4,1,5,4,4,4,4,5,2,3,4,4,3,19,2,51.06629944,6.105499268,-1,4,3,3,2,1,4,42,6,7,30,66,31,-0.22929,1.63939,0.91716,1.05579,-0.083742997,0.598750192,0.334971987,0.385603465,0,0,0,1,0
R_4I4BvQEIcbfYMJv,Default Response Set,Anonymous,,,77.47.34.102,0,05MAY16:19:08:00,05MAY16:19:36:00,1,401427,2,0,1,,0,0,0,0,,,0,0,1,3,3,2,2,3,1,5,5,5,3,4,,6,6,3,4,7,5,2,3,4,5,6,7,5,3,5,2,5,6,3,7,6,5,5,3,2,5,5,5,5,6,5,2,4,5,4,2,7,6,5,1,,,,0,0,0,0,4,4,4,4,4,5,1,0,0,2,2,3,2,1,2,3,1,1,2,7,7,7,7,7,7,3,3,3,2,4,3,2,4,5,5,1,10,4,49.8618927,9.804901123,-1,4,6,5,3,5,5,58,6,6,29,76,32,-4.76961,-1.8715,-0.0833906,0.0180779,-1.741992389,-0.68352313,-0.030456534,0.006602545,0,0,0,1,0
R_eJpNSCUx4keX3KZ,Default Response Set,Anonymous,,,176.4.67.83,0,05MAY16:20:04:00,05MAY16:20:15:00,1,401441,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,1,1,3,5,5,5,5,4,,6,7,2,5,5,6,1,1,6,6,6,3,2,7,6,7,7,6,1,5,6,6,5,2,4,7,7,2,6,1,7,2,7,7,4,3,3,4,5,1,,,,0,0,0,0,4,4,4,4,4,7,1,0,0,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,3,2,1,16,2,51,9,-1,3,7,7,6,7,6,82,5,4,24,82,19,-5.21605,-6.55417,-2.98629,-1.30794,-1.905044521,-2.393762646,-1.090675013,-0.477695561,0,0,0,1,0
R_d7oy5iyrECW1D25,Default Response Set,Anonymous,,,62.224.168.23,0,05MAY16:22:33:00,05MAY16:22:41:00,1,401456,1,1,1,,0,0,0,0,,,0,0,1,6,3,1,1,1,4,5,5,5,3,4,,6,6,4,4,2,6,4,5,5,3,5,3,5,5,5,4,5,5,4,4,6,4,4,5,3,3,4,3,5,3,5,2,5,5,4,3,4,5,5,1,,,,0,0,0,0,2,2,3,3,3,3,1,0,0,2,1,3,2,1,2,1,1,1,5,0,0,0,0,0,0,3,3,3,3,3,3,1,6,1,1,0,37,5,53.55000305,10,-1,4,4,3,3,4,3,51,5,5,25,72,16,-2.03251,-1.76568,-1.71973,0.602074,-0.742328398,-0.644874764,-0.628092563,0.219893938,0,0,0,1,0
R_cvUXKefkDa6jsMt,Default Response Set,Anonymous,,,95.222.180.9,0,05MAY16:23:48:00,05MAY16:23:59:00,1,401461,2,0,1,,0,0,0,0,,,0,0,1,7,3,3,1,2,3,5,5,5,3,4,,5,7,2,5,6,6,2,4,5,6,7,6,5,5,6,6,7,6,3,7,6,5,7,6,2,6,6,2,7,6,6,2,6,5,3,1,3,7,7,1,,,,0,0,0,0,1,1,1,1,1,2,1,0,0,2,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,3,3,2,3,3,2,1,5,2,2,1,48,2,51,9,-1,3,6,4,3,5,2,65,7,6,33,75,32,-5.32262,-2.78432,-4.70354,0.102846,-1.943966808,-1.01691003,-1.717861813,0.03756218,0,0,0,1,0
R_eVW3ijuYc0YDgUt,Default Response Set,Anonymous,,,194.77.253.24,0,06MAY16:01:39:00,06MAY16:01:50:00,1,401473,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,3,1,4,5,5,5,4,4,,6,7,6,3,5,7,1,3,2,5,6,4,4,6,5,6,6,5,2,4,6,6,6,3,1,7,7,2,6,2,6,2,5,6,7,3,4,5,2,1,,,,0,0,0,0,3,3,3,3,3,4,1,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,3,3,3,4,4,1,1,5,2,1,11,2,51.5,6.533294678,-1,5,7,5,4,6,5,73,5,7,24,83,21,-4.97385,-5.10759,-4.77729,-0.0293137,-1.816586438,-1.865431954,-1.744797335,-0.010706167,0,0,0,1,0
R_9nMR4fuLUvtVNBj,Default Response Set,Anonymous,,,79.235.143.24,0,06MAY16:02:27:00,06MAY16:02:39:00,1,401476,2,0,1,,0,0,1,0,,,0,0,0,8,3,1,2,1,4,5,5,5,2,4,,4,6,3,5,6,5,3,3,5,4,4,5,5,5,5,5,6,4,3,5,5,3,6,5,3,4,5,3,4,4,4,2,4,5,2,5,3,5,5,1,,,,0,0,0,0,2,2,2,2,2,4,1,0,0,3,3,3,3,2,1,3,1,2,5,0,0,0,0,0,0,3,3,3,3,4,4,2,5,2,2,1,51,2,47.6743927,9.164901733,-1,3,5,5,3,5,3,55,3,5,22,63,26,-5.3006,1.87714,-4.72173,-1.69627,-1.9359245,0.685583013,-1.724505299,-0.619524328,0,0,0,1,0
R_5BYrkY99JE61lBj,Default Response Set,Anonymous,,,91.67.139.182,0,06MAY16:02:52:00,06MAY16:02:59:00,1,401484,2,0,1,,0,0,0,0,,,0,0,1,6,3,1,1,1,2,5,5,5,3,4,,6,6,4,3,7,6,2,3,6,6,6,7,5,5,6,6,7,5,3,7,7,6,7,3,5,5,6,5,6,5,6,2,6,5,5,3,2,5,6,1,,,,0,0,0,0,2,1,2,2,1,2,1,0,0,3,3,3,1,1,3,2,3,1,5,0,0,0,0,0,0,1,2,4,2,1,1,2,2,6,2,1,35,2,49.98330688,6.883300781,-1,5,6,5,3,5,5,69,5,3,24,83,33,-4.58143,-4.98996,-5.16533,0.161359,-1.673263891,-1.822470252,-1.886520186,0.058932732,0,0,0,1,0
R_d0Yrg4BuI4fVKS1,Default Response Set,Anonymous,,,79.195.227.14,0,06MAY16:03:04:00,06MAY16:03:10:00,1,401497,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,2,1,3,5,5,5,3,4,,5,6,4,4,7,7,3,2,6,3,6,6,5,4,6,5,7,5,2,7,6,4,6,6,4,5,7,1,6,6,6,2,7,7,6,2,4,6,7,1,,,,0,0,0,0,2,3,3,3,4,6,1,0,0,2,3,2,1,1,2,2,3,1,5,0,0,0,0,0,0,2,1,3,1,1,3,2,4,3,2,1,9,4,51.60339355,8.290802002,-1,4,5,6,3,6,2,61,6,4,28,83,32,-5.19936,-1.94563,-2.26576,0.77918,-1.898948875,-0.710597439,-0.827517695,0.284577907,0,0,0,1,0
R_elEhlafmEAEPOy9,Default Response Set,Anonymous,,,84.165.28.217,0,06MAY16:03:16:00,06MAY16:03:23:00,1,401505,2,0,1,,0,0,0,0,,,0,0,1,4,3,2,1,1,5,5,5,5,3,4,,5,7,3,5,7,5,4,4,6,4,5,6,5,5,5,5,7,5,3,7,6,6,7,5,4,5,7,1,2,3,4,2,6,6,6,2,3,5,6,1,,,,0,0,0,0,2,2,2,2,2,3,1,0,0,2,1,2,1,2,1,1,1,2,5,0,0,0,0,0,0,3,1,2,2,1,1,2,2,3,3,2,20,2,49.30540466,6.901794434,-1,3,4,4,3,5,3,52,6,4,26,79,30,-2.07703,2.641,-4.50078,1.75167,-0.758588323,0.964565635,-1.643808299,0.639757927,0,0,0,1,0
R_6nwgaVQSsdQwW3P,Default Response Set,Anonymous,,,195.243.107.9,0,06MAY16:03:02:00,06MAY16:03:37:00,1,401494,2,0,1,,0,0,1,1,,,1,1,0,3,4,1,2,1,5,5,5,5,3,4,,4,4,3,4,4,3,2,3,2,6,6,5,3,5,5,6,6,6,4,4,4,5,5,3,4,5,5,2,4,4,6,2,5,5,3,3,3,4,5,1,,,,0,0,0,0,2,2,3,2,3,4,1,0,0,3,3,3,1,1,3,3,1,1,5,0,0,0,0,0,0,3,2,3,3,4,4,2,1,3,2,1,5,2,50.12640381,8.708892822,-1,4,6,5,5,4,5,66,5,4,24,60,22,-5.87493,-2.50882,-4.0208,-0.342415,-2.145685568,-0.916289874,-1.468506439,-0.125059349,0,0,0,1,0
R_cDa9dUQpOldgMx7,Default Response Set,Anonymous,,,90.146.223.40,0,06MAY16:03:38:00,06MAY16:04:21:00,1,800321,2,0,1,,1,1,0,0,,,0,0,0,5,1,1,1,1,3,5,5,5,3,2,,4,7,6,2,5,5,2,5,5,5,6,4,3,5,6,6,2,2,3,5,5,3,5,2,4,6,6,2,7,1,6,2,5,5,6,4,4,4,4,1,,,,0,0,0,0,2,2,2,2,2,3,1,0,0,2,3,2,1,2,1,3,3,2,5,0,0,0,0,0,0,5,4,4,0,3,5,2,2,3,6,4,21,2,48.19999695,16.36669922,-1,6,6,3,5,5,6,72,4,4,18,71,20,-4.55392,1.49972,-4.39134,-0.313835,-1.663216485,0.547738877,-1.60383781,-0.11462115,0,0,0,1,0
R_5nWAJ4U3e5Idy4Z,Default Response Set,Anonymous,,,84.130.172.22,0,06MAY16:04:15:00,06MAY16:04:25:00,1,401520,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,2,3,4,5,5,5,4,4,,5,6,4,4,7,6,3,3,6,4,5,6,4,4,5,4,5,4,3,4,6,4,7,4,4,4,5,4,4,3,5,2,6,5,4,4,5,3,4,6,,,,0,0,0,0,3,2,3,3,3,4,1,0,0,3,3,3,3,2,1,2,3,2,5,0,0,0,0,0,0,3,4,3,3,4,3,1,5,3,4,1,54,4,49.44709778,6.631195068,-1,4,5,5,4,5,4,57,4,4,19,76,27,-5.99074,-0.121955,-4.94865,-1.30438,-2.187982557,-0.044541311,-1.807382707,-0.476395351,0,0,0,1,0
